obs_ID,study_ID,year_pub,C_mean,C_sd,C_n,T_mean,T_sd,T_n
obs071,Paper013,2006,49.44,8.14,9,45.82,7.35,11
obs072,Paper013,2006,1.18,0.41,9,1,0.23,11
obs073,Paper013,2006,2,1.118,9,4,2.49,11
obs074,Paper013,2006,2.17,1.327,9,3.35,1.831,11
obs075,Paper016,1992,21.7,0.5,22,21.2,0.4,18
obs076,Paper016,1992,14.1,3.2,22,11.3,1.7,18
obs077,Paper016,1992,82.7,19.8,22,65.3,8.1,18
obs078,Paper017,2005,2.6,0.89,20,2.3,0.89,20
obs079,Paper017,2005,2.6,0.89,20,0.9,0.89,20
obs080,Paper017,2005,3.1,0.89,20,3.3,0.89,20
obs081,Paper017,2005,3.1,0.89,20,2.2,0.89,20
obs082,Paper018,2008,0.39276521,1.285526983,196,0.257286432,4.683832945,206
obs083,Paper018,2008,4.426201607,5.472989358,189,1.169543147,18.31944344,203
obs084,Paper018,2008,5.525354823,12.84523108,181,0.688172043,16.57885129,196
obs085,Paper018,2008,6.869170113,14.15968511,176,0.369942197,8.661393085,186
obs086,Paper018,2008,8.840660469,18.89479246,173,0.45443787,6.243641707,179
obs087,Paper018,2008,5.971218434,17.30173992,167,0.402515723,5.100198379,173
obs088,Paper018,2008,6.938524271,7.251353973,161,0.492307692,5.858846434,168
obs089,Paper018,2008,4.770244807,16.29862281,153,0.343624161,4.333706294,161
obs090,Paper018,2008,5.691609882,4.612511478,145,0.358041958,3.862630017,157
obs091,Paper018,2008,5.308731139,12.37027853,134,0.184172662,3.57169128,153
obs092,Paper018,2008,4.976096795,18.06264652,120,0.092086331,2.085323719,149
obs093,Paper018,2008,5.250101141,17.53071776,105,0.097709924,2.202281119,142
obs094,Paper018,2008,3.309182397,2.942114461,94,0.213333333,2.067754562,134
obs095,Paper018,2008,1.893054754,3.837420229,82,0.243809524,2.184183174,126
obs096,Paper018,2008,2.399961768,6.156922864,69,0.136170213,0.575115356,113
obs097,Paper020,2010,0.34,0.45,5,0.27,0.16,5
obs098,Paper020,2010,20.27,29.96,5,13.48,6.93,5
obs099,Paper020,2010,64,29.07,5,56,24.6,5
obs100,Paper020,2010,79,6.71,5,82,13.42,5
obs101,Paper020,2010,430,96.15,5,359,33.54,5
obs102,Paper020,2010,7.9,0.67,5,8.2,0.22,5
obs103,Paper020,2010,21.3,3.58,5,17,8.05,5
obs104,Paper021,2001,3.7,0.529150262,7,3.8,1.414213562,8
obs105,Paper021,2001,3.7,0.793725393,7,3.9,1.979898987,8
obs106,Paper024,1985,11.8,1.8,24,9.9,2.1,23
obs107,Paper024,1985,66,10.2,24,56.1,12,23
obs108,Paper024,1985,11.8,1.8,24,7.8,1.4,23
obs109,Paper024,1985,66,10.2,24,41,12,23
obs110,Paper024,1985,11.8,1.8,24,7.3,2,28
obs111,Paper024,1985,66,10.2,24,33,7.1,28
obs112,Paper026,2013,,,13,,,10
obs113,Paper027,1985,0.0076,,19,0.0081,,19
obs114,Paper027,1985,0.0076,,19,0.009,,19
obs115,Paper027,1985,0.0076,,19,0.0064,,19
obs116,Paper027,1985,0.0058,,19,0.0055,,19
obs117,Paper027,1985,0.0058,,19,0.004,,19
obs118,Paper027,1985,0.0058,,19,0.0027,,19
obs119,Paper028,2008,875.6,800.4705,100,891.2,761.7297,100
obs120,Paper028,2008,875.6,800.4705,100,1071.4,924.3943,98
obs121,Paper028,2008,875.6,800.4705,100,861.8,800.1369,97
obs122,Paper028,2008,875.6,800.4705,100,191.4,369.451,100
obs123,Paper028,2008,179.3,246.4311,98,209.9,250.5662,99
obs124,Paper028,2008,179.3,246.4311,98,241.7,278.4067,99
obs125,Paper028,2008,179.3,246.4311,98,281.8,290.2849,100
obs126,Paper028,2008,179.3,246.4311,98,201.8,260.9063,100
obs127,Paper028,2008,24.6,48.6073,98,16.6,48.53494,100
obs128,Paper028,2008,24.6,48.6073,98,18.2,41.63586,99
obs129,Paper028,2008,24.6,48.6073,98,25,47.29672,100
obs130,Paper028,2008,24.6,48.6073,98,48.3,81.23432,100
obs131,Paper028,2008,3.8,14.3593,100,6.7,17.3513,100
obs132,Paper028,2008,3.8,14.3593,100,7.2,28.83038,99
obs133,Paper028,2008,3.8,14.3593,100,4.7,17.31847,100
obs134,Paper028,2008,3.8,14.3593,100,7.6,17.52741,100
obs135,Paper029,2011,173.2,74.47746975,15,173,157.71,17
obs136,Paper029,2011,173.2,74.47746975,15,145.2,37.03,15
obs137,Paper029,2011,173.2,74.47746975,15,138,78.5,11
obs138,Paper029,2011,173.2,74.47746975,15,139.6,68.06,14
obs139,Paper029,2011,65.11,26.60896841,13,65.2,22.9,14
obs140,Paper029,2011,65.11,26.60896841,13,75.36,19,16
obs141,Paper029,2011,65.11,26.60896841,13,75.44,20.68,16
obs142,Paper029,2011,65.11,26.60896841,13,74.62,9.15,17
obs143,Paper030,2011,440,230.8462692,40,381,194.8,40
obs144,Paper030,2011,9.73,3.668242086,40,10.9,5,40
obs145,Paper030,2011,19,3.857978745,40,20.3,4.11,40
obs146,Paper014,2009,3.75,14.36,100,6.73,17.35,100
obs147,Paper014,2009,3.75,14.36,100,7.11,28.69,100
obs148,Paper014,2009,3.75,14.36,100,4.7,17.32,100
obs149,Paper014,2009,3.75,14.36,100,7.61,17.53,100
obs150,Paper014,2009,25.53,48.54,99,16.58,48.53,100
obs151,Paper014,2009,25.53,48.54,99,18.01,41.46,100
obs152,Paper014,2009,25.53,48.54,99,24.99,47.89,100
obs153,Paper014,2009,25.53,48.54,99,48.34,81.23,100
obs154,Paper014,2009,178.61,244.6,100,221.02,254.47,100
obs155,Paper014,2009,178.61,244.6,100,239.36,278.68,100
obs156,Paper014,2009,178.61,244.6,100,281.78,308.54,100
obs157,Paper014,2009,178.61,244.6,100,201.82,263.8,100
obs158,Paper014,2009,875.59,799.01,100,891.24,761.9,100
obs159,Paper014,2009,875.59,799.01,100,1085.74,929.91,100
obs160,Paper014,2009,875.59,799.01,100,866.71,824.22,100
obs161,Paper014,2009,875.59,799.01,100,191.39,373.07,100
obs162,Paper032,2009,0,0,168,0.2,0.4,168
obs163,Paper032,2009,8.8,20.2,168,7.2,12.6,168
obs164,Paper032,2009,8.8,20.2,168,1,2.4,168
obs165,Paper032,2009,8.8,20.2,168,3.3,6.7,168
obs166,Paper032,2009,0.1,0.3,168,0.1,0.1,168
obs167,Paper032,2009,0.1,0.3,168,0,0,168
obs168,Paper032,2009,0.1,0.3,168,0,0.1,168
obs169,Paper032,2009,163.3,199.4,168,102,99.3,168
obs170,Paper032,2009,163.3,199.4,168,262.5,403.2,168
obs171,Paper032,2009,163.3,199.4,168,7.2,8,168
obs172,Paper032,2009,3,3.9,168,1.9,1.5,168
obs173,Paper032,2009,3,3.9,168,3.3,4.7,168
obs174,Paper032,2009,3,3.9,168,0.2,0.2,168
obs175,Paper032,2009,220.2,180.5,168,166.5,166.6,168
obs176,Paper032,2009,220.2,180.5,168,193,150.7,168
obs177,Paper032,2009,220.2,180.5,168,2.5,4,168
obs178,Paper032,2009,6.3,6.9,168,3.7,3.8,168
obs179,Paper032,2009,6.3,6.9,168,4.5,3.4,168
obs180,Paper032,2009,6.3,6.9,168,0.1,0.1,168
obs181,Paper032,2009,68.3,99.1,168,223.5,248.1,168
obs182,Paper032,2009,68.3,99.1,168,16,26.5,168
obs183,Paper032,2009,68.3,99.1,168,21.5,40.1,168
obs184,Paper032,2009,2,2.8,168,7.6,9.6,168
obs185,Paper032,2009,2,2.8,168,0.7,1.1,168
obs186,Paper032,2009,2,2.8,168,0.9,1.6,168
obs187,Paper032,2009,8.7,21.2,168,1.7,3.6,168
obs188,Paper032,2009,8.7,21.2,168,23.3,57.2,168
obs189,Paper032,2009,8.7,21.2,168,0.3,0.5,168
obs190,Paper032,2009,0.2,0.6,168,0.1,0.3,168
obs191,Paper032,2009,0.2,0.6,168,0.6,1.4,168
obs192,Paper032,2009,0.2,0.6,168,0,0,168
obs193,Paper032,2009,0,0,168,22,38.9,168
obs194,Paper032,2009,0,0,168,0.5,0.7,168
obs195,Paper031,2008,3.89,0.207846097,12,3.67,0.19,3
obs196,Paper031,2008,1.12,1.072,17,0.14,0.37,21
obs197,Paper031,2008,0.706,,17,0.136,,22
obs198,Paper035,2013,9.64,4.226168477,45,3.71,3.823676242,45
obs199,Paper035,2013,4.42,5.9703015,45,3.16,4.829906831,45
obs200,Paper035,2013,21.8,11.53811076,45,6.29,8.787747152,45
obs201,Paper035,2013,6.86,2.414953416,45,4.84,2.05630737,44
obs202,Paper035,2013,100.71,19.05,40,95.86,18.45,38
obs203,Paper035,2013,17.59,0.49091,41,17.63,0.44,36
obs204,Paper035,2013,3.88,2.95160973,45,3.29,3.250292295,44
obs205,Paper035,2013,0.62,0.128062485,41,0.54,0.12328828,38
