obs_ID,study_ID,year_pub,C_mean,C_sd,C_n,T_mean,T_sd,T_n
obs074,Post et al.,2008,0.0853,0.0556,11,0.4219,0.2378,19
obs075,Post et al.,2008,0.0776,0.1401,11,0.1893,0.1536,19
obs076,Post et al.,2008,0.0088,0.1078,11,0.3274,0.1978,19
obs077,Post et al.,2008,2.137,1.658,11,1.6768,1.7685,19
obs078,Post et al.,2008,2.1835,1.4119,11,2.591,1.5458,19
obs079,Palkovacs and Post,2009,0.0516,0.0455,8,0.0942,0.0599,12
obs080,Palkovacs and Post,2009,0.0604,0.0668,8,0.0949,0.0712,12
obs081,Palkovacs and Post,2009,0.0185,0.0161,8,0.0248,0.0217,12
obs082,Palkovacs and Post,2009,1.65,1.1901,8,2.175,1.4451,12
obs083,Palkovacs and Post,2009,0.2792,0.2367,8,0.3069,0.2429,12
obs084,Palkovacs and Post,2009,0.6646,0.5424,8,0.8637,0.6075,12
obs085,Palkovacs and Post,2009,0.7605,0.7539,8,1.0804,0.8071,12
obs086,Palkovacs and Post,2009,0.3071,0.2423,8,0.2334,0.229,12
obs087,Katano ,2012,1.1067,1.7656,15,12.5233,3.506,20
obs088,Katano ,2012,0.2467,0.3576,15,0.4763,0.3204,20
obs089,Ingram et al.,2012,0.9719,13.3193,16,54.6744,38.638,20
obs090,Ingram et al.,2012,0.0101,0.0122,16,0.0271,0.0189,20
obs091,Walsh et al.,2012,0.0712,0.1016,27,0.2853,0.13,30
obs092,Howeth et al.,2013,3.2167,2.4944,9,3.275,2.4944,13
obs093,Howeth et al.,2013,0.3026,0.2067,9,0.1513,0.2067,13
obs094,Howeth et al.,2013,2.2,2.7762,9,1.5167,2.7762,13
obs095,Howeth et al.,2013,0.1386,0.2253,9,0.2525,0.2253,13
obs096,Des Roches et al.,2013,0.1856,0.9061,20,0.2646,0.8957,26
obs097,Des Roches et al.,2013,0.5554,1.051,20,1.7405,1.2183,26
obs098,Des Roches et al.,2013,0.055,0.2024,20,0.0407,0.1903,26
obs099,Des Roches et al.,2013,0.0969,0.3447,20,0.6157,0.4213,26
obs100,Des Roches et al.,2013,0.1679,0.3761,20,0.3314,0.3794,26
obs101,Rudman et al.,2015,10.55,236.166,40,97.6733,214.3392,69
obs102,Rudman et al.,2015,0.2,1.2153,40,0.4103,1.3209,69
obs103,Rudman et al.,2015,2.9,16.26,40,7.1672,18.7287,69
obs104,Rudman et al.,2015,0.05,1.539,40,0.4009,1.4696,69
obs105,Rudman et al.,2015,2.2447,17.029,40,3.8758,18.0787,69
obs106,Rudman et al.,2015,0.3974,0.9095,40,0.1987,0.9841,69
obs107,Rudman et al.,2015,9.5,20.1679,40,5.5914,20.0624,69
obs108,Rudman et al.,2015,1.9285,6.8951,40,3.1248,6.9625,69
obs109,Rudman et al.,2015,5.2,13.029,40,9.0621,13.3154,69
obs110,Rudman et al.,2015,0.229,2.005,40,1.7339,2.3292,69
obs111,Rudman et al.,2015,0.029,0.225,40,0.2221,0.2522,69
obs112,Rudman et al.,2015,0.3556,5.8109,40,1.139,9.5183,69
obs113,Royaute and Pruitt,2015,0.2667,2.4495,30,3.9889,3.4089,55
obs114,Royaute and Pruitt,2015,4.6667,3.3211,30,5.8556,3.8407,55
obs115,Royaute and Pruitt,2015,1.0667,1.3979,30,0.4556,1.4916,55
obs116,Royaute and Pruitt,2015,5.2667,13.3082,30,16.9222,14.5986,55
obs117,Royaute and Pruitt,2015,0.3333,1.1963,30,1.2333,1.436,55
obs118,Royaute and Pruitt,2015,0.5333,1.2794,30,1.1222,1.7785,55
obs119,Matthews et al.,2016,0.8125,2.612,32,0.4063,2.3964,40
obs120,Matthews et al.,2016,5.625,81.3384,32,12.8125,86.249,40
obs121,Matthews et al.,2016,53.3125,257.075,32,26.6563,312.3641,40
obs122,Matthews et al.,2016,0.2074,0.2347,32,0.1037,0.2353,40
obs123,Matthews et al.,2016,19.375,11.7857,32,9.6875,13.2122,40
obs124,Matthews et al.,2016,799.15,902.7513,32,585.525,921.5346,40
obs125,Matthews et al.,2016,246365.625,192931.3348,32,123182.8125,198499.1744,40
obs126,Matthews et al.,2016,3.125,1.3133,32,1.5625,1.723,40
obs127,Matthews et al.,2016,0.375,1.4588,32,1.125,1.6045,40
obs128,Matthews et al.,2016,2.4738,5.8422,32,2.8537,6.0458,40
obs129,Matthews et al.,2016,95.59,139.5621,32,60.6813,137.4945,40
obs130,Matthews et al.,2016,0.282,0.8418,32,0.3051,0.7964,40
obs131,Matthews et al.,2016,0.0098,0.0085,32,0.0049,0.0084,40
obs132,Matthews et al.,2016,0.915,0.6387,32,0.4575,0.7111,40
obs133,Matthews et al.,2016,0.0063,0.02,32,0.0031,0.0189,40
obs134,Matthews et al.,2016,0.3188,0.95,32,0.1594,1.0545,40
obs135,Matthews et al.,2016,0.1035,0.8201,32,0.3897,0.8498,40
obs136,Matthews et al.,2016,0.0733,0.5621,32,0.1001,0.6128,40
obs137,Matthews et al.,2016,7471231.25,8411046.188,32,3735615.625,8044316.735,40
obs138,Matthews et al.,2016,6.875,3.5418,32,3.4375,4.0633,40
obs139,Matthews et al.,2016,6.0381,17.6868,32,3.0191,16.447,40
obs140,Matthews et al.,2016,0.1766,1.2913,32,0.4896,1.3842,40
obs141,Matthews et al.,2016,7.0855,12.058,32,4.6404,11.1872,40
obs142,Rudman and Schluter,2016,0.01,0.0211,18,0.0272,0.0226,50
obs143,Rudman and Schluter,2016,0.9536,0.678,18,0.4033,0.6861,50
obs144,Rudman and Schluter,2016,0.3846,0.675,18,0.9536,0.6417,50
obs145,Rudman and Schluter,2016,1.1214,1.338,18,0.5054,1.3642,50
obs146,Rudman and Schluter,2016,0.2013,0.181,18,0.1216,0.1566,50
