obs_ID,study_ID,year_pub,C_mean,C_sd,C_n,T_mean,T_sd,T_n
obs040,Berg et al 1997,1997,2.1,0.89,80,5.1,0.89,80
obs041,Berg et al 1997,1997,2.1,0.89,80,5.9,0.89,80
obs042,Berg et al 1997,1997,2.1,0.89,80,5.5,0.89,80
obs043,Berg et al 1997,1997,8.9,1.79,,6.7,1.79,
obs044,Berg et al 1997,1997,8.9,1.79,,5.1,1.79,
obs045,Berg et al 1997,1997,8.9,1.79,,3,0.89,
obs046,Berg et al 1997,1997,8.9,1.79,,2.8,0.89,
obs047,Berg et al 1997,1997,0.94,,441,1.32,,441
obs048,Berg et al 1997,1997,0.94,,441,0.94,,441
obs049,Berg et al 1997,1997,0.94,,441,0.36,,441
obs050,Berg et al 1997,1997,0.94,,441,0.51,,441
obs051,Blom 1983,1983,13400,4470,20,770,0,20
obs052,Blom 1983,1983,13400,4470,20,17100,6700,20
obs053,Blom 1983,1983,13400,4470,20,263,0,20
obs054,Blom 1983,1983,,,20,,,20
obs055,Blom 1983,1983,,,20,,,20
obs056,Blom 1983,1983,,,20,,,20
obs057,Blom 1983,1983,8,,1,5,,1
obs058,Blom 1983,1983,,,50,,,50
obs059,Blom 1983,1983,,,50,,,50
obs060,Bohme et al 1999,1999,,,,,,
obs061,Bohme et al 1999,1999,,,,,,
obs062,Bohme et al 1999,1999,,,,,,
obs063,Bohme et al 1999,1999,,,,,,
obs064,Bohme et al 1999,1999,,,,,,
obs065,Bohme et al 1999,1999,,,,,,
obs066,Bos et al 2002,2002,17.36,,10,33.2,,10
obs067,Bos et al 2005a,2005,3,1.01,28,1.8,0.53,28
obs068,Bos et al 2005a,2005,22.3,10.6,28,31.9,7.9,28
obs069,Bos et al 2005a,2005,0.5,1.01,28,0.6,1.59,28
obs070,Bos et al 2014,2014,25.9,,,37.4,,
obs071,Bos et al 2014,2014,52.7,,,1,,
obs072,Bos et al 2005b,2005,27.84,13.77,6,18.67,11.27,15
obs073,Bos et al 2005b,2005,27.84,13.77,6,6.39,4.03,23
obs074,Bos et al 2005b,2005,4.83,7.46,13,26.37,38.59,21
obs075,Bos et al 2005b,2005,4.83,7.46,13,36.72,33.81,26
obs076,Bos et al 2005b,2005,18.9,5.1,5,31.9,2.99,14
obs077,Bos et al 2005b,2005,18.9,5.1,5,37.4,4.62,24
obs078,Bouchard et al 2003,2003,14.33,,,13.79,,
obs079,Bouchard et al 2003,2003,17.7,,,27.75,,
obs080,Bouchard et al 2003,2003,10.04,,,34.24,,
obs081,Bouchard et al 2003,2003,14.33,,,12.23,,
obs082,Bouchard et al 2003,2003,17.7,,,6.57,,
obs083,Bouchard et al 2003,2003,10.04,,,6.21,,
obs084,Bouchard et al 2003,2003,4.46,,,17.97,,
obs085,Bouchard et al 2003,2003,30,,,20.79,,
obs086,Bouchard et al 2003,2003,27.48,,,25.55,,
obs087,Cardoni et al 2012,2012,93.8,5.7,8,84.6,8.7,8
obs088,Cardoni et al 2012,2012,93.8,5.7,8,2.9,2,8
obs089,Cardoni et al 2012,2012,2,0,8,4,2.8,8
obs090,Cardoni et al 2015,2015,16.4,6.8,128,10.4,7.5,128
obs091,Cardoni et al 2015,2015,16.4,6.8,128,14.93,7.2,128
obs092,Cardoni et al 2015,2015,15.2,10.2,128,9.7,7.1,128
obs093,Cardoni et al 2015,2015,15.2,10.2,128,15.8,10.5,128
obs094,Chang et al 2015,2015,222.2,318.8,20,-167.4,457.9,20
obs095,Chang et al 2015,2015,255.6,267.4,20,-182.7,326.5,20
obs096,Comor et al 2014,2014,18.35,,1,23.05,,1
obs097,Comor et al 2014,2014,20.84,,1,16.7,,1
obs098,Comor et al 2014,2014,9.94,,1,4,,1
obs099,Comor et al 2014,2014,40.71,,1,9.25,,1
obs100,Comor et al 2014,2014,34.91,,1,5.11,,1
obs101,Comor et al 2014,2014,37.54,,1,4.42,,1
obs102,Comor et al 2014,2014,6.62,,,10.35,,
obs103,Comor et al 2014,2014,8.14,,,18.35,,
obs104,Comor et al 2014,2014,29.67,,,47.2,,
obs105,Comor et al 2014,2014,8.14,,,1.91,,
obs106,Comor et al 2014,2014,13.48,,,0.75,,
obs107,Comor et al 2014,2014,39.85,,,0.75,,
obs108,Di Bella et al 2015,2015,6.8,10.73,20,4.9,2.24,20
obs109,Di Bella et al 2015,2015,8.1,15.65,20,6,5.37,20
obs110,Di Bella et al 2015,2015,9.7,2.24,20,6.5,3.58,20
obs111,Di Bella et al 2015,2015,7.4,1.43,20,7.5,0.67,20
obs112,Di Bella et al 2015,2015,7.3,0.45,20,7.4,0.4,20
obs113,Di Bella et al 2015,2015,7.2,1.03,20,7.3,0.76,20
obs114,Di Bella et al 2015,2015,20.94,20.21,20,30.54,9.12,20
obs115,Di Bella et al 2015,2015,16.84,15.7,20,26.09,5.05,20
obs116,Di Bella et al 2015,2015,16.14,7.47,20,25.2,12.03,20
obs117,Di Bella et al 2014,2014,79.4,12.12435565,3,69.4,14.20281662,3
obs118,Di Bella et al 2014,2014,98.3,1.732050808,3,93.3,1.212435565,3
obs119,Di Bella et al 2014,2014,98.5,2.25166605,3,94.6,8.833459119,3
obs120,Di Bella et al 2014,2014,19,4.427188724,10,35.5,13.28156617,10
obs121,Di Bella et al 2014,2014,15.1,13.9140217,10,43.7,21.18726032,10
obs122,Di Bella et al 2014,2014,10,5.375872022,10,14,12.96533841,10
obs123,Di Bella et al 2014,2014,5,2.1,3,3,0.5,3
obs124,Di Bella et al 2014,2014,12,4,3,9,4.5,3
obs125,Di Bella et al 2014,2014,16,1.9,3,28,11.4,3
obs126,Diaz et al 2005,2005,69.98,7.3,10,12.47,2.91,10
obs127,Diaz et al 2005,2005,60.46,37.44,10,34.28,29.57,10
obs128,Diaz et al 2005,2005,13.03074446,8.06,10,30.87019857,25.22,20
obs129,Diaz et al 2005,2005,1.266579775,1.65,10,0.809629686,1.52,20
obs130,Diaz et al 2005,2005,0.288277237,0.8,10,0,0,20
obs131,Diaz et al 2005,2005,95,,10,61.75,,20
obs132,Dupre & Diekmann 2001,2001,,,,,,
obs133,Dupre & Diekmann 2001,2001,,,,,,
obs134,Dupre & Diekmann 2001,2001,,,,,,
obs135,Elschot et al 2015,2015,160,45,5,-133,29,5
obs136,Elschot et al 2015,2015,13.1,4.5,5,1.9,0.2,5
obs137,Elschot et al 2015,2015,8.6,2.5,5,18.2,4.2,5
obs138,Elschot et al 2015,2015,4.74,1.77,5,0.41,0.45,5
obs139,Elschot et al 2015,2015,0.32,0.02,5,0.44,0.02,5
obs140,Elschot et al 2013,2013,37,8.9,10,5,3.5,10
obs141,Elschot et al 2013,2013,27.8,2.1,5,29.6,2.1,5
obs142,Elschot et al 2013,2013,0.33,0.7,5,0.45,0.2,5
obs143,Esselink et al 2002,2002,,,8,,,12
obs144,Esselink et al 2002,2002,19.3,3,4,27.65,3,6
obs145,Esselink et al 2002,2002,24.65,5,4,22.2,7.6,6
obs146,Ford et al 2013a,2013,8.07,0.293938769,6,7.15,0.72,6
obs147,Ford et al 2013a,2013,12.05,2.841408102,6,15.6,6.96,6
obs148,Ford et al 2012,2012,2,2.376373708,3,2.5,3.394819583,3
obs149,Ford et al 2012,2012,7.9,0.960199979,6,7.6,0.678963917,3
obs150,Ford et al 2012,2012,0.72,0.01,3,0.81,0.339481958,3
obs151,Ford et al 2012,2012,0.69,0.438269324,5,0.32,0.438269324,5
obs152,Ford et al 2012,2012,0.96,0.876538647,5,3.37,1.753077294,5
obs153,Ford et al 2012,2012,19.2,6.721399854,6,8.2,3.840799917,6
obs154,Ford et al 2012,2012,1.2,0.543171133,3,0.58,0.339481958,3
obs155,Ford et al 2012,2012,0.34,0.98,5,0.01,0,5
obs156,Ford et al 2012,2012,6.3,2.715855666,3,7.4,5.092229374,3
obs157,Ford et al 2012,2012,14.2,0.48009999,6,14.9,0.48009999,6
obs158,Ford et al 2013b,2013,3.7,0.73,6,6.6,0.49,6
obs159,Ford et al 2013b,2013,13,3.674234614,6,10,8.5732141,6
obs160,Ford et al 2013b,2013,5,3.674234614,6,5,3.674234614,6
obs161,Ford et al 2013b,2013,7,6.85857128,6,3,1.959591794,6
obs162,Ford et al 2013b,2013,1,1.959591794,6,2,0,6
obs163,Ford et al 2013b,2013,4,3.674234614,6,4.5,4.409081537,6
obs164,Ford et al 2013b,2013,20,5.633826408,6,17.5,4.409081537,6
obs165,Ford et al 2013b,2013,60.5,17.88127512,6,51,16.65653025,6
obs166,Gouraud et al 2008,2008,48.7,26.3,60,60.2,25.2,120
obs167,Gouraud et al 2008,2008,1173,348,12,1339,463,24
obs168,Gouraud et al 2008,2008,1731,767,12,3756,1224,24
obs169,Hannaford et al 2006,2006,14.1,18.33575742,20,3.2,7,25
obs170,Hannaford et al 2006,2006,8,,1,6,,1
obs171,Hannaford et al 2006,2006,96.5,4,20,61.75,24.5,25
obs172,Hannaford et al 2006,2006,89.8,107.3312629,20,59.3,78.5,25
obs173,Hannaford et al 2006,2006,5.5,4.91934955,20,38.5,22,25
obs174,House et al 2005,2005,70,,,14.9,,
obs175,House et al 2005,2005,77.7,,,33.1,,
obs176,Howison et al 2015,2015,229,45.79,30,100.23,269.98,30
obs177,Howison et al 2015,2015,32,15.93872642,30,3.29,0.547722558,30
obs178,Howison et al 2015,2015,40.9,8.76356092,30,10.4,6.57267069,30
obs179,Howison et al 2015,2015,11.8,9.311283478,30,14.5,8.76356092,30
obs180,Howison et al 2015,2015,,,,,,
obs181,Jensen et al 1985,1985,,,,,,
obs182,Jensen et al 1985,1985,,,,,,
obs183,Jutila 1999,1999,,,,,,
obs184,Jutila 1999,1999,,,,,,
obs185,Jutila 1999,1999,,,,,,
obs186,Jutila 1998b,1998,4.23,,21,3.71,,35
obs187,Jutila 1998b,1998,84.86,,21,44.91,,35
obs188,Jutila 1998a,1998,24.9,13.43502884,50,15.4,14.78850905,30
obs189,Jutila 1998a,1998,31.9,14.22322045,70,15.6,8.736131867,53
obs190,Jutila 1998a,1998,25.6,20.76535576,55,20,9.219544457,85
obs191,Jutila 1997,1997,72,,53,61,,51
obs192,Jutila 1997,1997,68,,69,50,,28
obs193,Jutila 1997,1997,45,,53,59,,67
obs194,Jutila 1997,1997,26,,36,45,,55
obs195,Kiehl et al 1996,1996,17.9,4.6,10,7.5,1.2,10
obs196,Kiehl et al 1996,1996,17.9,4.6,10,11.7,1.7,10
obs197,Kiehl et al 1996,1996,17.9,4.6,10,19.3,3.8,10
obs198,Kiehl et al 2001,2001,0.77,,10,0.82,,10
obs199,Kiehl et al 2001,2001,0.88,,10,1.12,,10
obs200,Kiehl et al 2001,2001,0.77,,10,0.91,,10
obs201,Kiehl et al 2001,2001,0.88,,10,1.04,,10
obs202,Kiehl et al 2001,2001,755,176,12,583,76,12
obs203,Kiehl et al 2001,2001,573,114,12,302,154,12
obs204,Kiehl et al 2001,2001,755,176,12,321,55,12
obs205,Kiehl et al 2001,2001,573,114,12,165,37,12
obs206,Kiehl et al 2001,2001,2337,313,5,3350,141,5
obs207,Kiehl et al 2001,2001,2087,399,5,2062,289,5
obs208,Kiehl et al 2001,2001,2337,313,5,2991,232,5
obs209,Kiehl et al 2001,2001,2087,399,5,1955,88,5
obs210,Kiehl et al 2001,2001,3.41,,10,3.7,,10
obs211,Kiehl et al 2001,2001,3.93,,10,3.56,,10
obs212,Kiehl et al 2001,2001,3.41,,10,3.57,,10
obs213,Kiehl et al 2001,2001,3.93,,10,3.84,,10
obs214,Kingham 2013,2013,24.05,,,10.07,,
obs215,Kingham 2013,2013,24.05,,,9.77,,
obs216,Kingham 2013,2013,24.05,,,6.2,,
obs217,Kingham 2013,2013,0.059,,,0.044,,
obs218,Kingham 2013,2013,0.059,,,0.026,,
obs219,Kingham 2013,2013,0.059,,,0.03,,
obs220,Kingham 2013,2013,91.58,,,85.82,,
obs221,Kingham 2013,2013,91.58,,,82.56,,
obs222,Kingham 2013,2013,91.58,,,78.43,,
obs223,Kingham 2013,2013,1.13,,,0.77,,
obs224,Kingham 2013,2013,1.13,,,1.34,,
obs225,Kingham 2013,2013,1.13,,,1.04,,
obs226,Kingham 2013,2013,0.016,,,0.015,,
obs227,Kingham 2013,2013,0.016,,,0.016,,
obs228,Kingham 2013,2013,0.016,,,0.02,,
obs229,Kingham 2013,2013,6.514,6.07,104,4.86,2.99,32
obs230,Kingham 2013,2013,6.514,6.07,104,5.4,6.11,32
obs231,Kingham 2013,2013,6.514,6.07,104,3.256,4.09,60
obs232,Kingham 2013,2013,20.056,,,27.2,,
obs233,Kingham 2013,2013,20.056,,,33.82,,
obs234,Kingham 2013,2013,20.056,,,39.78,,
obs235,Kleyer et al 2003,2003,,,,,,
obs236,Kleyer et al 2003,2003,,,,,,
obs237,Kuijper et al 2008,2008,6.25,5,30,17.6,15,30
obs238,Kuijper et al 2008,2008,0.011,,,0.034,,
obs239,Lafaille et al 2000,2000,,,,,,
obs240,Laursen 1977,1977,,,,,,
obs241,Laursen 1977,1977,,,,,,
obs242,Leroy 2014,2014,41,14.63,24,37.67,10.53,24
obs243,Leroy 2014,2014,35.2,56.24,24,35.9,63.2,24
obs244,Levin et al 2002,2002,20.5,,,6,,
obs245,Levin et al 2002,2002,13.8,,,29,,
obs246,Levin et al 2002,2002,47.3,42.21551847,15,29.2,15.49193338,15
obs247,Levin et al 2002,2002,7.4,4.647580015,15,4.5,3.098386677,15
obs248,Malpas et al 2013,2013,14.6,,,24.6,,
obs249,Malpas et al 2013,2013,14.6,,,20.2,,
obs250,Malpas et al 2013,2013,14.6,,,13.7,,
obs251,Meirland et al 2013,2013,2.4,1.26,158,3.5,3.4,293
obs252,Meirland et al 2013,2013,95.4,16.3,158,97.6,8.6,293
obs253,Meirland et al 2013,2013,66.9,23.9,158,32.3,32.5,293
obs254,Meyer et al 1995,1995,0.9,0.064,13,0.81,0.042,13
obs255,Meyer et al 1995,1995,1.14,0.113,13,0.98,0.035,13
obs256,Meyer et al 1995,1995,1.16,0.127,13,1.16,0.05,13
obs257,Meyer et al 1995,1995,10.4,5.31,13,14,4.91,13
obs258,Meyer et al 1995,1995,13.7,7.05,13,15.2,4.84,13
obs259,Meyer et al 1995,1995,14.4,6.25,13,14.4,6.56,13
obs260,Meyer et al 1995,1995,36.2,31.66,3,24.1,22.25,3
obs261,Meyer et al 1995,1995,36.2,31.66,3,7.4,5.465,3
obs262,Meyer et al 1995,1995,36.2,31.66,3,20.1,15.86,3
obs263,Meyer et al 1995,1995,36.2,31.66,3,3.8,2.57,3
obs264,Meyer et al 1995,1995,1.1,0.416,3,1.5,0.755,3
obs265,Meyer et al 1995,1995,1.1,0.416,3,4.6,5.289,3
obs266,Meyer et al 1995,1995,1.1,0.416,3,4.2,3.637,3
obs267,Meyer et al 1995,1995,1.1,0.416,3,20.1,17.67,3
obs268,Meyer et al 1995,1995,8.9,4.371,3,5.5,2.272,3
obs269,Meyer et al 1995,1995,8.9,4.371,3,6.3,2.902,3
obs270,Meyer et al 1995,1995,8.9,4.371,3,5.8,2.928,3
obs271,Meyer et al 1995,1995,8.9,4.371,3,6.8,4.461,3
obs272,Meyer et al 1995,1995,4.4,,,6.4,,
obs273,Meyer et al 1995,1995,11,,,15,,
obs274,Meyer et al 1995,1995,3.1,,,3.1,,
obs275,Milotic et al 2010,2010,13.8,,,16.3,,
obs276,Milotic et al 2010,2010,26,,,24,,
obs277,Milotic et al 2010,2010,40.4,,,34.5,,
obs278,Milotic et al 2010,2010,30.4,,,28,,
obs279,Milotic et al 2010,2010,36.7,,,36.8,,
obs280,Milotic et al 2010,2010,28.7,,,34,,
obs281,Milotic et al 2010,2010,9.2,,,9.3,,
obs282,Milotic et al 2010,2010,29.9,,,23,,
obs283,Milotic et al 2010,2010,44.5,,,23,,
obs284,Milotic et al 2010,2010,7,,,7,,
obs285,Milotic et al 2010,2010,7.4,,,8.3,,
obs286,Milotic et al 2010,2010,5.3,,,6.7,,
obs287,Morris & Jensen 1998,1998,7.8,,,3.55,,
obs288,Morris & Jensen 1998,1998,0.21,0.038,3,0.985,0.161,3
obs289,Morris & Jensen 1998,1998,3.24,0.65,3,3.57,0.47,3
obs290,Morris & Jensen 1998,1998,,,,,,
obs291,Morris & Jensen 1998,1998,13.9,,,4.75,,
obs292,Morris & Jensen 1998,1998,2.25,,,1.75,,
obs293,Muller et al 2013,2013,265,155,,126,137,
obs294,Neuhaus 1999,1999,22.9,3.3,,15.2,4.1,
obs295,Neuhaus 1999,1999,22.9,3.3,,14.6,3.04,
obs296,Neuhaus 1999,1999,17.3,9.7,,14.6,8.3,
obs297,Neuhaus 1999,1999,17.3,9.7,,13.7,4.3,
obs298,Nolte et al 2013a,2013,87,270,100,4,20,100
obs299,Nolte et al 2013a,2013,87,270,100,6,20,100
obs300,Nolte et al 2013a,2013,87,270,100,20,60,100
obs301,Nolte et al 2013a,2013,87,270,100,6,40,100
obs302,Nolte et al 2013b,2013,12.1,,16,9.8,,4
obs303,Nolte et al 2013b,2013,6.2,,16,6.6,,4
obs304,Nolte et al 2013b,2013,0.57,,16,0.67,,4
obs305,Nolte et al 2013b,2013,6.6,,16,6.6,,4
obs306,Olsen et al 2011,2011,8.2,0.489897949,6,7.4,0.244948974,6
obs307,Olsen et al 2011,2011,0.6,0.244948974,6,0.8,0,6
obs308,Olsen et al 2011,2011,3.7,0.489897949,6,6.6,1.224744871,6
obs309,Olsen et al 2011,2011,1,0.244948974,6,0.3,0.244948974,6
obs310,Olsen et al 2011,2011,1,0.244948974,6,3.4,0.734846923,6
obs311,Olsen et al 2011,2011,12,0.692820323,3,15,0.692820323,3
obs312,Olsen et al 2011,2011,14,0.74,6,16,0.74,6
obs313,Petillon et al 2007,2007,99,2,4,100,0,4
obs314,Petillon et al 2007,2007,53.8,7.6,4,1,2,4
obs315,Petillon et al 2007,2007,487,244,4,377.3,147.4,4
obs316,Petillon et al 2007,2007,15.2,1,4,12.4,1.2,4
obs317,Petillon et al 2007,2007,13.7,6,4,18.3,4.6,4
obs318,Petillon et al 2007,2007,19.5,0.6,4,23.8,0.46,4
obs319,Reader & Craft 1999,1999,4.48,1.77087549,10,1.37,0.664078309,10
obs320,Reader & Craft 1999,1999,671,117,10,196,79,10
obs321,Reader & Craft 1999,1999,21.6,16.8,10,4.9,2.8,10
obs322,Reader & Craft 1999,1999,0.75,0.18973666,10,1.21,0.158113883,10
obs323,Reader & Craft 1999,1999,45511,49979.68337,30,31265,25030.92088,30
obs324,Reader & Craft 1999,1999,6.3,2.300434742,30,6.1,2.793385043,30
obs325,Reimold et al 1975,1975,2,,,3,,
obs326,Reimold et al 1975,1975,3,,,3,,
obs327,Reimold et al 1975,1975,440.9,,,149.4,,
obs328,Reimold et al 1975,1975,196.5,,,149.4,,
obs329,Reimold et al 1975,1975,129.5,,,67.8,,
obs330,Reimold et al 1975,1975,120.5,,,67.8,,
obs331,Reimold et al 1975,1975,1.07,,,1.06,,
obs332,Reimold et al 1975,1975,0.89,,,1.06,,
obs333,Reimold et al 1975,1975,176,,,116,,
obs334,Reimold et al 1975,1975,149,,,116,,
obs335,Rickert et al 2012,2012,10.1,1.1,31,12.2,1.1,31
obs336,Rickert et al 2012,2012,10.1,1.1,31,9.9,1.4,31
obs337,Rickert et al 2012,2012,10.1,1.1,31,6.7,1.4,31
obs338,Rickert et al 2012,2012,20.35,7.6,31,14.03,3.9,31
obs339,Rickert et al 2012,2012,20.35,7.6,31,13.67,3.8,31
obs340,Rickert et al 2012,2012,20.35,7.6,31,6.31,4.6,31
obs341,Rickert et al 2012,2012,87.19,4.6,31,85.94,3.7,31
obs342,Rickert et al 2012,2012,87.19,4.6,31,88.96,4.7,31
obs343,Rickert et al 2012,2012,87.19,4.6,31,82.22,8.7,31
obs344,Rickert et al 2012,2012,21.4,10.02,31,26.4,9.47,31
obs345,Rickert et al 2012,2012,21.4,10.02,31,13.5,6.68,31
obs346,Rickert et al 2012,2012,21.4,10.02,31,5,6.12,31
obs347,Rickert et al 2012,2012,22,19.49,31,16.3,16.7,31
obs348,Rickert et al 2012,2012,22,19.49,31,6.3,9.47,31
obs349,Rickert et al 2012,2012,22,19.49,31,2.5,4.45,31
obs350,Rickert et al 2012,2012,2,0.8,31,2,0.7,31
obs351,Rickert et al 2012,2012,2,0.8,31,2,0.8,31
obs352,Rickert et al 2012,2012,2,0.8,31,1,1,31
obs353,Ruifrok et al 2014,2014,,,10,,,10
obs354,Sammul et al 2012,2012,7.78,0.75,60,10.2,0.8,100
obs355,Sammul et al 2012,2012,71,4,60,63,3,100
obs356,Sammul et al 2012,2012,106,17,60,15.8,1.5,100
obs357,Sammul et al 2012,2012,1.47,0.11,30,1.68,0.12,50
obs358,Sammul et al 2012,2012,0.23,0.12,3,0.42,0.11,5
obs359,Sammul et al 2012,2012,5.68,0.2,30,6.1,0.2,50
obs360,Sammul et al 2012,2012,17,2.4,30,11.4,1.4,50
obs361,Scholand et al 1991,1991,16.8,3,5,30.6,6.3,5
obs362,Scholand et al 1991,1991,34.6,10.9,5,90.6,25.9,5
obs363,Schrama et al 2013,2013,16.7,2.7,11,21.2,5.2,11
obs364,Schrama et al 2013,2013,21.2,5.8,6,30.4,4.7,6
obs365,Schrama et al 2013,2013,207.45,29.83,11,127.46,14.92,11
obs366,Schrama et al 2013,2013,333.56,33.9,6,333.56,33.9,6
obs367,Schrama et al 2013,2013,,,,,,
obs368,Schrama et al 2013,2013,,,,,,
obs369,Schrama et al 2013,2013,23.8,0.8,11,36.6,1.2,11
obs370,Schrama et al 2013,2013,22.7,2.3,6,23.7,2.6,6
obs371,Schroder et al 2002,2002,33.3,,6,30.2,,8
obs372,Schroder et al 2002,2002,34.1,,4,42.1,,4
obs373,Schroder et al 2002,2002,34.1,,4,32.5,,7
obs374,Sharps 2015,2015,16.2,,,19.5,,
obs375,Sharps 2015,2015,16.2,,,11.5,,
obs376,Sharps 2015,2015,16.2,,,26.8,,
obs377,Sharps 2015,2015,16.2,,,8.4,,
obs378,Sharps 2015,2015,16.2,,,7.5,,
obs379,Sharps 2015,2015,0.019,,,0.039,,
obs380,Sharps 2015,2015,0.019,,,0.042,,
obs381,Sharps 2015,2015,0.019,,,0.143,,
obs382,Sharps 2015,2015,0.019,,,0.138,,
obs383,Sharps 2015,2015,0.019,,,0.011,,
obs384,Sharps et al 2015,2015,,,,,,
obs385,Smith 2013,2013,1.4,,,1.4,,
obs386,Smith 2013,2013,,,,,,
obs387,Smith 2013,2013,47.19,30,16,14.94,8.88,16
obs388,Smith 2013,2013,10.56,3.37,16,13.31,5.41,16
obs389,Smith 2013,2013,7.69,4.19,16,5.88,3.14,16
obs390,Smith 2013,2013,49.81,18.14,16,17.31,7.94,16
obs391,Smith 2013,2013,0.68,0.052,12,0.79,0.059,12
obs392,Smith 2013,2013,74.39,18.2,12,85.12,12.5,12
obs393,Stock & Hofeditz 2002,2002,,,,,,
obs394,Stock & Hofeditz 2002,2002,,,,,,
obs395,Suchrow et al 2012,2012,0.8,,178,0.3,,193
obs396,Suchrow et al 2012,2012,0.8,,178,0.4,,52
obs397,Suchrow et al 2015,2015,4.9,,196,5.6,,2495
obs398,Thakur et al 2014,2014,26.8,10.08,16,25.2,7.76,16
obs399,Thakur et al 2014,2014,29,8.52,16,20,5.16,16
obs400,Thakur et al 2014,2014,19,2.84,16,19.6,4.92,16
obs401,Thakur et al 2014,2014,2.8,1.5,4,15.5,8.92,4
obs402,Thakur et al 2014,2014,0.9,0.84,4,1.5,0.72,4
obs403,Thakur et al 2014,2014,,,4,,,4
obs404,Thakur et al 2014,2014,0.8,1.6,16,0.1,0.2,16
obs405,Thakur et al 2014,2014,11.4,4.92,16,3.4,4.32,16
obs406,Thakur et al 2014,2014,19,17.76,16,3.4,3.12,16
obs407,Thakur et al 2014,2014,5.4,10.72,16,13.5,5.96,16
obs408,Thakur et al 2014,2014,4.7,6.12,16,5.4,3,16
obs409,Thakur et al 2014,2014,17.4,23.24,16,8,9.8,16
obs410,Thakur et al 2014,2014,8.9,20.4,16,18.2,20.64,16
obs411,Thakur et al 2014,2014,2.8,2.84,16,0.1,0.04,16
obs412,Thakur et al 2014,2014,0,0,16,0.1,0.04,16
obs413,Thakur et al 2014,2014,1.7,1.4,16,2.5,1.8,16
obs414,Thakur et al 2014,2014,13.5,4.4,16,4,2.4,16
obs415,Thakur et al 2014,2014,22.7,20.4,16,4.3,1.8,16
obs416,Turner et al 1987,1987,344,,16,210,,16
obs417,Turner et al 1987,1987,344,,16,237,,16
obs418,Turner et al 1987,1987,344,,16,135,,16
obs419,Turner et al 1987,1987,210,,16,47,,16
obs420,Turner et al 1987,1987,210,,16,106,,16
obs421,Turner et al 1987,1987,210,,16,42,,16
obs422,Turner et al 1987,1987,38,2.97,2,40,0.141421356,2
obs423,Turner et al 1987,1987,38,2.97,2,28.3,6.363961031,2
obs424,Turner et al 1987,1987,38,2.97,2,20.1,2.121320344,2
obs425,Turner et al 1987,1987,344,,16,266,,16
obs426,Turner et al 1987,1987,210,,16,120,,16
obs427,Ungar & Woodell 1996,1996,62,20.1,40,45,31,40
obs428,Ungar & Woodell 1996,1996,4.25,0.9,40,4.75,2,40
obs429,Van der Graaf 2002,2002,0.37,0.156524758,5,0.63,0.134164079,5
obs430,Van der Graaf 2002,2002,0.11,0.02236068,5,0.38,0.067082039,5
obs431,Van der Graaf 2002,2002,0.21,0.04472136,5,0.15,0.089442719,5
obs432,Van der Graaf 2002,2002,5.61,2.106561179,6,3.54,0.489897949,6
obs433,Van der Graaf 2002,2002,5.7,0.489897949,6,2.8,0.244948974,6
obs434,Van der Graaf 2002,2002,7.3,0.734846923,6,3.7,0.244948974,6
