obs_ID,study_ID,year_pub,C_mean,C_sd,C_n,T_mean,T_sd,T_n
obs035,Schmiede et al,2012,5.8,4.65832588,5,4.5,2.953340858,10
obs036,Schmiede et al,2012,2,1.414213562,5,4.5,2.953340858,10
obs037,Schmiede et al,2012,18,13.34166406,5,27.5,12.62493124,10
obs038,Schmiede et al,2012,11.8,10.47377678,5,27.5,12.62493124,10
obs039,Schmiede et al,2012,0.6,1.341640786,5,27.5,12.62493124,10
obs040,Schmiede et al,2012,27.6,12.48198702,5,27.5,12.62493124,10
obs041,Schmiede et al,2012,15,12.88409873,5,27.5,12.62493124,10
obs042,Schmiede et al,2012,2.6,2.880972058,5,27.5,12.62493124,10
obs043,Donath & Eckstein,2011,9.637,5.569173009,8,28.912,11.814,16
obs044,Donath & Eckstein,2011,6.839,3.224406922,8,28.912,11.814,16
obs045,Donath & Eckstein,2011,2.902,1.904945669,8,28.912,11.814,16
obs046,Donath & Eckstein,2011,2.383,2.197687876,8,28.912,11.814,16
obs047,Donath & Eckstein,2011,3.627,2.637508294,8,8.705,5.388,16
obs048,Donath & Eckstein,2011,3.109,1.904945669,8,8.705,5.388,16
obs049,Donath & Eckstein,2011,1.658,2.344766086,8,8.705,5.388,16
obs050,Donath & Eckstein,2011,1.244,1.759281672,8,8.705,5.388,16
obs051,Donath & Eckstein,2011,0.639,0.84569971,8,5.608,4.33,16
obs052,Donath & Eckstein,2011,0.103,0.407293506,8,5.608,4.33,16
obs053,Donath & Eckstein,2011,0.247,0.612354473,8,5.608,4.33,16
obs054,Donath & Eckstein,2011,0.124,0.407293506,8,1.155,1.28,16
obs055,Donath & Eckstein,2011,0.247,0.700035713,8,1.155,1.28,16
obs056,Donath & Eckstein,2011,0.124,0.407293506,8,1.155,1.28,16
obs057,Donath & Eckstein,2011,31.712,11.15955922,8,58.065,13.4,16
obs058,Donath & Eckstein,2011,2.531,2.316481815,8,58.065,13.4,16
obs059,Donath & Eckstein,2011,17.27,8.843077406,8,58.065,13.4,16
obs060,Donath & Eckstein,2011,1.638,3.579374526,8,58.065,13.4,16
obs061,Donath & Eckstein,2011,24.417,11.15955922,8,39.454,16.08,16
obs062,Donath & Eckstein,2011,8.189,4.842267238,8,39.454,16.08,16
obs063,Donath & Eckstein,2011,14.293,4.842267238,8,39.454,16.08,16
obs064,Donath & Eckstein,2011,4.02,3.790092347,8,39.454,16.08,16
obs065,Donath & Eckstein,2011,9.055,3.518563343,8,22.587,7.164,16
obs066,Donath & Eckstein,2011,0.896,1.267135352,8,22.587,7.164,16
obs067,Donath & Eckstein,2011,5.174,1.82999235,8,22.587,7.164,16
obs068,Donath & Eckstein,2011,0.597,1.125713996,8,22.587,7.164,16
obs069,Donath & Eckstein,2011,5.572,2.392849348,8,8.259,5.572,16
obs070,Donath & Eckstein,2011,1.891,1.82999235,8,8.259,5.572,16
obs071,Donath & Eckstein,2011,3.184,2.814284989,8,8.259,5.572,16
obs072,Donath & Eckstein,2011,1.095,2.53285649,8,8.259,5.572,16
obs073,Ruprecht et al,2010,2.754,0.347896536,8,26.951,1.704127343,8
obs074,Ruprecht et al,2010,8.557,1.182282538,8,21.246,0.973686038,8
obs075,Ruprecht et al,2010,26.951,0.79973777,8,16.23,0.765089537,8
obs076,Ruprecht et al,2010,49.377,0.939037805,8,28.033,1.390879039,8
obs077,Ruprecht et al,2010,4.033,0.452194787,8,11.115,0.695439519,8
obs078,Ruprecht et al,2010,24.482,4.216,5,5.104,0.364031867,5
obs079,Ruprecht et al,2010,24.408,3.55,5,5.104,0.364031867,5
obs080,Ruprecht et al,2010,16.864,1.553,5,5.104,0.364031867,5
obs081,Ruprecht et al,2010,30.252,3.846,5,24.334,1.290211223,5
obs082,Ruprecht et al,2010,16.642,6.065,5,24.334,1.290211223,5
obs083,Ruprecht et al,2010,39.571,1.627,5,24.334,1.290211223,5
obs084,Ruprecht et al,2010,30.621,0.888,5,20.784,1.45523304,5
obs085,Ruprecht et al,2010,30.03,0.444,5,20.784,1.45523304,5
obs086,Ruprecht et al,2010,28.624,2.589,5,20.784,1.45523304,5
obs087,Ruprecht et al,2010,26.184,2.145,5,10.873,2.646162845,5
obs088,Ruprecht et al,2010,23.891,2.367,5,10.873,2.646162845,5
obs089,Ruprecht et al,2010,22.041,3.181,5,10.873,2.646162845,5
obs090,Ruprecht et al,2010,11.243,1.775,5,1.479,0.132375224,5
obs091,Ruprecht et al,2010,12.426,1.703,5,1.479,0.132375224,5
obs092,Ruprecht et al,2010,6.213,2.071,5,1.479,0.132375224,5
obs093,Ruprecht et al,2010,3.402,1.183,5,0.817,0.099281418,5
obs094,Ruprecht et al,2010,6.805,1.183,5,0.817,0.099281418,5
obs095,Ruprecht et al,2010,7.914,0.592,5,0.817,0.099281418,5
obs096,Ruprecht et al,2010,20.859,3.402,5,7.175,0.430219479,5
obs097,Ruprecht et al,2010,22.929,1.109,5,7.175,0.430219479,5
obs098,Ruprecht et al,2010,23.077,1.257,5,7.175,0.430219479,5
obs099,Ruprecht et al,2010,29.438,3.994,5,12.574,1.45523304,5
obs100,Ruprecht et al,2010,26.036,4.438,5,12.574,1.45523304,5
obs101,Ruprecht et al,2010,30.843,2.441,5,12.574,1.45523304,5
obs102,Ruprecht et al,2010,31.879,2.293,5,34.172,1.323305029,5
obs103,Ruprecht et al,2010,29.068,3.107,5,34.172,1.323305029,5
obs104,Ruprecht et al,2010,22.929,1.553,5,34.172,1.323305029,5
obs105,Ruprecht et al,2010,46.302,1.703,5,38.979,0.793804132,5
obs106,Ruprecht et al,2010,38.683,1.775,5,38.979,0.793804132,5
obs107,Ruprecht et al,2010,40.754,2.367,5,38.979,0.793804132,5
obs108,Ruprecht et al,2010,26.553,1.775,5,34.246,0.662323335,5
obs109,Ruprecht et al,2010,34.024,1.405,5,34.246,0.662323335,5
obs110,Ruprecht et al,2010,35.503,2.441,5,34.246,0.662323335,5
obs111,Ruprecht et al,2010,25.296,4.216,5,29.882,0.596135723,5
obs112,Ruprecht et al,2010,26.406,3.476,5,29.882,0.596135723,5
obs113,Ruprecht et al,2010,25.666,2.071,5,29.882,0.596135723,5
obs114,Ruprecht et al,2010,10.799,4.29,5,4.882,0.530395324,5
obs115,Ruprecht et al,2010,7.322,2.737,5,4.882,0.530395324,5
obs116,Ruprecht et al,2010,11.095,2.145,5,4.882,0.530395324,5
obs117,Ruprecht et al,2010,4.512,1.036,5,2.737,0.430219479,5
obs118,Ruprecht et al,2010,7.249,2.071,5,2.737,0.430219479,5
obs119,Ruprecht et al,2010,6.879,1.183,5,2.737,0.430219479,5
obs120,Ruprecht et al,2010,18.417,0.296,5,20.858,0.529053683,5
obs121,Ruprecht et al,2010,19.675,1.405,5,20.858,0.529053683,5
obs122,Ruprecht et al,2010,19.453,1.627,5,20.858,0.529053683,5
obs123,Ruprecht et al,2010,26.701,5.399,5,23.447,1.0920956,5
obs124,Ruprecht et al,2010,34.541,0.962,5,23.447,1.0920956,5
obs125,Ruprecht et al,2010,25.148,1.701,5,23.447,1.0920956,5
obs126,Ruprecht et al,2010,29.026,2.133,8,36.074,3.431,8
obs127,Ruprecht et al,2010,12.89,1.947,8,19.104,2.04,8
obs128,Donath & Eckstein,2010,72.115,11.36369746,5,64.286,18.42967227,5
obs129,Donath & Eckstein,2010,52.747,21.4997936,5,64.286,18.42967227,5
obs130,Donath & Eckstein,2010,60.027,14.440527,5,64.286,18.42967227,5
obs131,Donath & Eckstein,2010,33.791,4.914877415,5,64.286,18.42967227,5
obs132,Donath & Eckstein,2010,26.374,13.82113617,5,64.286,18.42967227,5
obs133,Donath & Eckstein,2010,15.522,7.063738741,5,64.286,18.42967227,5
obs134,Donath & Eckstein,2010,66.097,11.81091106,5,37.425,12.48620359,5
obs135,Donath & Eckstein,2010,57.646,12.14855732,5,37.425,12.48620359,5
obs136,Donath & Eckstein,2010,55.684,16.19584036,5,37.425,12.48620359,5
obs137,Donath & Eckstein,2010,27.163,18.22171795,5,37.425,12.48620359,5
obs138,Donath & Eckstein,2010,32.143,7.086099421,5,37.425,12.48620359,5
obs139,Donath & Eckstein,2010,13.431,11.13561853,5,37.425,12.48620359,5
obs140,Donath & Eckstein,2010,59.434,13.23305029,5,40.137,5.753402906,5
obs141,Donath & Eckstein,2010,33.705,13.51926699,5,40.137,5.753402906,5
obs142,Donath & Eckstein,2010,47.727,8.628986325,5,40.137,5.753402906,5
obs143,Donath & Eckstein,2010,17.496,10.3552308,5,40.137,5.753402906,5
obs144,Donath & Eckstein,2010,43.225,7.479647385,5,40.137,5.753402906,5
obs145,Donath & Eckstein,2010,21.612,8.342769624,5,40.137,5.753402906,5
obs146,Donath & Eckstein,2010,36.858,25.55825698,5,13.228,2.010225112,5
obs147,Donath & Eckstein,2010,14.384,3.445780753,5,13.228,2.010225112,5
obs148,Donath & Eckstein,2010,70.505,11.2004645,5,13.228,2.010225112,5
obs149,Donath & Eckstein,2010,18.75,16.65647036,5,13.228,2.010225112,5
obs150,Donath & Eckstein,2010,69.221,6.891561507,5,13.228,2.010225112,5
obs151,Donath & Eckstein,2010,26.07,11.7728979,5,13.228,2.010225112,5
obs152,Donath & Eckstein,2010,7.276,4.380457168,5,2.938,2.18911055,5
obs153,Donath & Eckstein,2010,2.239,2.502160067,5,2.938,2.18911055,5
obs154,Donath & Eckstein,2010,10.634,5.006556202,5,2.938,2.18911055,5
obs155,Donath & Eckstein,2010,7.276,4.067407651,5,2.938,2.18911055,5
obs156,Donath & Eckstein,2010,22.248,12.51527247,5,2.938,2.18911055,5
obs157,Donath & Eckstein,2010,10.774,4.693506685,5,2.938,2.18911055,5
obs158,Clark & Tilman,2010,3.395,1.79646514,7,3.289,1.992250737,7
obs159,Clark & Tilman,2010,0.435,0.478880987,7,0.721,0.534441765,7
obs160,Clark & Tilman,2010,2.875,2.161578821,7,6.228,2.386467683,7
obs161,Hovstad & Ohlson,2009,20.305,6.315068487,10,9.653,7.896207317,10
obs162,Hovstad & Ohlson,2009,15.811,4.208991566,10,9.653,7.896207317,10
obs163,Hovstad & Ohlson,2009,19.362,4.208991566,10,9.653,7.896207317,10
obs164,Hovstad & Ohlson,2009,23.911,5.613042847,10,9.653,7.896207317,10
obs165,Hovstad & Ohlson,2009,8.742,6.647107642,10,9.848,4.724442824,10
obs166,Hovstad & Ohlson,2009,10.512,6.12216955,10,9.848,4.724442824,10
obs167,Hovstad & Ohlson,2009,17.538,6.12216955,10,9.848,4.724442824,10
obs168,Hovstad & Ohlson,2009,16.819,10.32167428,10,9.848,4.724442824,10
obs169,Hovstad & Ohlson,2009,23.712,6.416261372,10,29.266,8.443281353,10
obs170,Hovstad & Ohlson,2009,30.013,7.769716211,10,29.266,8.443281353,10
obs171,Hovstad & Ohlson,2009,29.479,7.769716211,10,29.266,8.443281353,10
obs172,Hovstad & Ohlson,2009,26.969,6.416261372,10,29.266,8.443281353,10
obs173,Jogar & Moora,2008,25.487,3.296092687,3,13.761,5.21174088,3
obs174,Hovstad & Ohlson,2008,1.574,1.170042734,10,0.185,0.585021367,10
obs175,Hovstad & Ohlson,2008,6.574,2.343247746,10,0.185,0.585021367,10
obs176,Hovstad & Ohlson,2008,8.148,5.856538227,10,6.111,2.634177291,10
obs177,Hovstad & Ohlson,2008,2.407,2.049155924,10,6.111,2.634177291,10
obs178,Hovstad & Ohlson,2008,4.76,1.736090435,10,8.97,2.02701998,10
obs179,Hovstad & Ohlson,2008,1.373,1.157393624,10,8.97,2.02701998,10
obs180,Hovstad & Ohlson,2008,20.046,9.553240811,10,18.124,8.39268491,10
obs181,Hovstad & Ohlson,2008,3.936,2.893484059,10,18.124,8.39268491,10
obs182,Hovstad & Ohlson,2008,26.111,16.10548012,10,31.204,5.562446404,10
obs183,Hovstad & Ohlson,2008,2.5,2.362221412,10,31.204,5.562446404,10
obs184,Hovstad & Ohlson,2008,33.41,6.947524019,10,32.86,8.683614455,10
obs185,Hovstad & Ohlson,2008,29.565,9.841008078,10,32.86,8.683614455,10
obs186,Hovstad & Ohlson,2008,2.471,2.02701998,10,3.204,2.314787247,10
obs187,Donath & Eckstein,2008,8.883,9.932613956,5,0.584,1.046479813,5
obs188,Donath & Eckstein,2008,17.299,2.875583419,5,0.584,1.046479813,5
obs189,Donath & Eckstein,2008,9.701,5.227926931,5,0.584,1.046479813,5
obs190,Donath & Eckstein,2008,17.182,5.74893077,5,7.364,5.74893077,5
obs191,Donath & Eckstein,2008,21.506,10.19199784,5,7.364,5.74893077,5
obs192,Donath & Eckstein,2008,11.922,4.181447118,5,7.364,5.74893077,5
obs193,Donath & Eckstein,2008,30.421,18.48110183,5,10.791,5.648307711,5
obs194,Donath & Eckstein,2008,36.964,15.40203623,5,10.791,5.648307711,5
obs195,Donath & Eckstein,2008,10.791,5.903219461,5,10.791,5.648307711,5
obs196,Donath & Eckstein,2008,60.383,17.71189445,5,40.867,26.18211995,5
obs197,Donath & Eckstein,2008,42.589,9.4965807,5,40.867,26.18211995,5
obs198,Donath & Eckstein,2008,8.839,7.958165932,5,40.867,26.18211995,5
obs199,Donath & Eckstein,2008,34.319,13.57516869,5,14.825,25.58061766,5
obs200,Donath & Eckstein,2008,12.024,7.569090104,5,14.825,25.58061766,5
obs201,Donath & Eckstein,2008,10.856,11.74606509,5,14.825,25.58061766,5
obs202,Donath & Eckstein,2008,52.996,18.79415135,5,56.965,31.58446018,5
obs203,Donath & Eckstein,2008,17.626,12.26706892,5,56.965,31.58446018,5
obs204,Donath & Eckstein,2008,3.969,3.39435119,5,56.965,31.58446018,5
obs205,Donath & Eckstein,2008,57.6,43.73748964,5,21.48,23.61287784,5
obs206,Donath & Eckstein,2008,82.68,25.76173917,5,21.48,23.61287784,5
obs207,Donath & Eckstein,2008,90.24,5.366563146,5,21.48,23.61287784,5
obs208,Donath & Eckstein,2008,3.506,2.613963466,5,0.584,1.046479813,5
obs209,Donath & Eckstein,2008,4.325,6.017258927,5,0.584,1.046479813,5
obs210,Donath & Eckstein,2008,13.091,7.31865049,5,0.584,1.046479813,5
obs211,Donath & Eckstein,2008,11.221,4.19039139,5,7.364,5.74893077,5
obs212,Donath & Eckstein,2008,10.286,8.362894236,5,7.364,5.74893077,5
obs213,Donath & Eckstein,2008,13.442,5.489546885,5,7.364,5.74893077,5
obs214,Donath & Eckstein,2008,34.439,24.38655736,5,10.791,5.648307711,5
obs215,Donath & Eckstein,2008,27.551,24.64146911,5,10.791,5.648307711,5
obs216,Donath & Eckstein,2008,49.018,25.15576475,5,10.791,5.648307711,5
obs217,Donath & Eckstein,2008,52.232,11.55152717,5,40.867,26.18211995,5
obs218,Donath & Eckstein,2008,45.689,3.59336124,5,40.867,26.18211995,5
obs219,Donath & Eckstein,2008,40.523,24.89861693,5,40.867,26.18211995,5
obs220,Donath & Eckstein,2008,7.705,4.959598774,5,14.825,25.58061766,5
obs221,Donath & Eckstein,2008,24.047,12.52868888,5,14.825,25.58061766,5
obs222,Donath & Eckstein,2008,24.747,10.44020139,5,14.825,25.58061766,5
obs223,Donath & Eckstein,2008,76.226,9.919197548,5,56.965,31.58446018,5
obs224,Donath & Eckstein,2008,73.307,9.657577595,5,56.965,31.58446018,5
obs225,Donath & Eckstein,2008,43.424,18.00929149,5,56.965,31.58446018,5
obs226,Donath & Eckstein,2008,31.32,29.78442546,5,21.48,23.61287784,5
obs227,Donath & Eckstein,2008,55.92,31.93105072,5,21.48,23.61287784,5
obs228,Donath & Eckstein,2008,55.92,34.34600413,5,21.48,23.61287784,5
obs229,Rasran et al,2007,22.8,21.19433887,5,21.6,22.60088494,5
obs230,Rasran et al,2007,6.333333333,3.559026084,6,6,1.095445115,6
obs231,Rasran et al,2007,3.833333333,4.262237284,6,1.833333333,1.169045194,6
obs232,Rasran et al,2007,6,4.898979486,6,2.666666667,1.505545305,6
obs233,Rasran et al,2007,8.833333333,10.43871001,6,4.333333333,4.802776974,6
obs234,Rasran et al,2007,5.5,2.664582519,6,4.333333333,3.829708431,6
obs235,Rasran et al,2007,1.333333333,1.861898673,6,0.6,1.341640786,6
obs236,Rasran et al,2007,1,1.549193338,6,0.833333333,1.329160136,6
obs237,Rasran et al,2007,2.5,3.987480407,6,3,3.224903099,6
obs238,Rasran et al,2007,0.833333333,0.98319208,6,0.833333333,1.169045194,6
obs239,Rasran et al,2007,0.666666667,1.032795559,6,0.666666667,1.211060142,6
obs240,Rasran et al,2007,0.833333333,1.169045194,6,1.166666667,1.169045194,6
obs241,Rasran et al,2007,0.5,1.224744871,6,1.166666667,1.834847859,6
obs242,Rasran et al,2007,3.166666667,3.188521078,6,3.666666667,3.502380143,6
obs243,Rasran et al,2007,2.666666667,3.559026084,6,1.333333333,1.505545305,6
obs244,Rasran et al,2007,4,4.516635916,6,1,0.632455532,6
obs245,Rasran et al,2007,3,2.097617696,6,2.666666667,4.320493799,6
obs246,Rasran et al,2007,6,5.059644256,6,3.5,4.037325848,6
obs247,Rasran et al,2007,6.5,4.135214626,6,1.166666667,1.602081979,6
obs248,Rasran et al,2007,3,3.521363372,6,3.166666667,5.52871293,6
obs249,Rasran et al,2007,9,11.6447413,6,0.666666667,1.032795559,6
obs250,Rasran et al,2007,1.5,2.738612788,6,0.333333333,0.516397779,6
obs251,Rasran et al,2007,3.166666667,4.215052392,6,4.333333333,6.250333324,6
obs252,Rasran et al,2007,5.666666667,6.186005712,6,0.833333333,1.169045194,6
obs253,Rasran et al,2007,4.166666667,2.401388487,6,6.333333333,3.386246693,6
obs254,Rasran et al,2007,7.166666667,5.036533199,6,1.833333333,1.722401424,6
obs255,Rasran et al,2007,8.666666667,7.174027228,6,6.333333333,9.395034149,6
obs256,Quested & Erikson,2006,4.281,1.349734696,15,1.379,1.130911137,15
obs257,Quested & Erokson,2006,14.431,4.206059914,15,1.379,1.130911137,15
obs258,Quested & Erokson,2006,3.057,1.115419204,15,1.379,1.130911137,15
obs259,Quested & Erokson,2006,9.656,3.324956203,15,1.379,1.130911137,15
obs260,Quested & Erokson,2006,13.012,3.477939045,15,1.379,1.130911137,15
obs261,Quested & Erokson,2006,10.156,4.01628373,15,1.379,1.130911137,15
obs262,Quested & Erokson,2006,10.707,4.635961065,15,1.379,1.130911137,15
obs263,Quested & Erokson,2006,23.414,6.487247105,15,12.836,6.063155428,15
obs264,Quested & Erokson,2006,18.471,3.706445062,15,12.836,6.063155428,15
obs265,Quested & Erokson,2006,21.44,4.293202039,15,12.836,6.063155428,15
obs266,Quested & Erokson,2006,21.853,4.570120349,15,12.836,6.063155428,15
obs267,Quested & Erokson,2006,18.391,5.096846084,15,12.836,6.063155428,15
obs268,Quested & Erokson,2006,17.122,3.849745446,15,12.836,6.063155428,15
obs269,Quested & Erokson,2006,17.818,3.61155697,15,12.836,6.063155428,15
obs270,Quested & Erokson,2006,10.146,3.394669903,15,1.379,1.130911137,15
obs271,Quested & Erokson,2006,8.822,3.743238404,15,1.379,1.130911137,15
obs272,Quested & Erokson,2006,6.041,4.585612282,15,1.379,1.130911137,15
obs273,Quested & Erokson,2006,11.045,3.485685012,15,1.379,1.130911137,15
obs274,Quested & Erokson,2006,16.195,6.270360038,15,12.836,6.063155428,15
obs275,Quested & Erokson,2006,21.505,4.297075023,15,12.836,6.063155428,15
obs276,Quested & Erokson,2006,20.081,4.233170797,15,12.836,6.063155428,15
obs277,Quested & Erokson,2006,17.105,3.555398712,15,12.836,6.063155428,15
obs278,Michington et al,2006,7.835,8.702588121,10,14.354,8.323114802,10
obs279,Michington et al,2006,5.502,3.026299721,10,19.498,5.862862782,10
obs280,Michington et al,2006,0.234,0.322552321,10,0.745,1.062525294,10
obs281,Michington et al,2006,0.541,0.600832755,10,1.871,1.062525294,10
obs282,Michington et al,2006,0.897,1.701305381,10,11.184,5.673126122,10
obs283,Michington et al,2006,2.093,1.511568722,10,20.813,8.702588121,10
obs284,Michington et al,2006,0.243,0.360499653,10,1.029,0.768433471,10
obs285,Michington et al,2006,1.014,1.084661237,10,2.671,1.400889003,10
obs286,Stammel et al,2006,6.9,4.040077007,10,12.6,7.290785661,10
obs287,Stammel et al,2006,11,5.696002497,10,12.8,4.613988393,10
obs288,Stammel et al,2006,2.9,2.078995484,10,7.1,5.043147166,10
obs289,Stammel et al,2006,2.7,2.311805451,10,6.7,2.945806813,10
obs290,Stammel et al,2006,0.9,0.994428926,10,3,1.490711985,10
obs291,Stammel et al,2006,8.5,7.214953607,10,14.1,6.471304179,10
obs292,Stammel et al,2006,9.8,2.699794231,10,9.4,3.747591819,10
obs293,Stammel et al,2006,3,3.496029494,10,6,2.748737084,10
obs294,Stammel et al,2006,3.7,3.23350515,10,6.5,3.064129385,10
obs295,Stammel et al,2006,1,1.054092553,10,4.3,1.159501809,10
obs296,Donath et al,2006,13.3,4.6,4,12.8,2.9,4
obs297,Donath et al,2006,8.3,2.6,4,1,1,4
obs298,Donath et al,2006,5.3,3.4,4,5.8,2.3,4
obs299,Donath et al,2006,0.8,0.8,4,2,1.7,4
obs300,Donath et al,2006,2.8,2.4,4,1.3,0.9,4
obs301,Donath et al,2006,13,6.2,4,23.8,5.9,4
obs302,Donath et al,2006,10.8,2.9,4,9.3,3.3,4
obs303,Donath et al,2006,2.8,1.2,4,8.5,1.7,4
obs304,Donath et al,2006,2,0.9,4,6.8,1.7,4
obs305,Rotundo & Aguiar,2005,4.005,8.95545225,5,4.139,8.95545225,5
obs306,Rotundo & Aguiar,2005,16.422,8.95545225,5,4.139,8.95545225,5
obs307,Rotundo & Aguiar,2005,74.9,15.22538686,5,59.813,14.92798982,5
obs308,Rotundo & Aguiar,2005,66.489,23.88344207,5,59.813,14.92798982,5
obs309,Rotundo & Aguiar,2005,8.235,11.83774387,5,3.529,8.769858608,5
obs310,Rotundo & Aguiar,2005,76.275,4.384929304,5,86.471,13.15255184,5
obs311,Rotundo & Aguiar,2005,70.392,24.11375707,5,64.118,19.73106383,5
obs312,Rotundo & Aguiar,2005,47.758,7.182250344,5,38.909,7.997297122,5
obs313,Rotundo & Aguiar,2005,67.394,10.02876488,5,38.909,7.997297122,5
obs314,Rotundo & Aguiar,2005,85.194,8.682651957,5,96.481,9.230488611,5
obs315,Rotundo & Aguiar,2005,92.597,10.58330974,5,96.481,9.230488611,5
obs316,Janecek & Leps,2005,2.497,2.645268417,5,5.848,4.481080227,5
obs317,Eckstein & Donath,2005,30.607,9.91137131,5,5.91,6.607580874,5
obs318,Eckstein & Donath,2005,35.884,5.192149844,5,5.91,6.607580874,5
obs319,Eckstein & Donath,2005,16.781,5.193267878,5,5.91,6.607580874,5
obs320,Eckstein & Donath,2005,71.557,13.45218495,5,19.736,11.56382555,5
obs321,Eckstein & Donath,2005,47.81,11.68233715,5,19.736,11.56382555,5
obs322,Eckstein & Donath,2005,36.306,6.607580874,5,19.736,11.56382555,5
obs323,Eckstein & Donath,2005,43.881,5.554392856,5,6.21,7.868723213,5
obs324,Eckstein & Donath,2005,46.572,11.22394321,5,6.21,7.868723213,5
obs325,Eckstein & Donath,2005,32.6,4.628660713,5,6.21,7.868723213,5
obs326,Eckstein & Donath,2005,52.367,6.826715535,5,54.23,7.637290177,5
obs327,Eckstein & Donath,2005,47.71,4.628660713,5,54.23,7.637290177,5
obs328,Eckstein & Donath,2005,29.495,11.45537625,5,54.23,7.637290177,5
obs329,Eckstein & Donath,2005,17.624,10.62691306,5,3.96,9.298688684,5
obs330,Eckstein & Donath,2005,12.97,6.752925292,5,3.96,9.298688684,5
obs331,Eckstein & Donath,2005,3.465,2.545763392,5,3.96,9.298688684,5
obs332,Eckstein & Donath,2005,36.535,4.095358501,5,29.802,15.05432766,5
obs333,Eckstein & Donath,2005,24.356,13.50585058,5,29.802,15.05432766,5
obs334,Eckstein & Donath,2005,7.03,9.741430144,5,29.802,15.05432766,5
obs335,Eckstein & Donath,2005,22.161,10.77784765,5,10.832,7.77816246,5
obs336,Eckstein & Donath,2005,19.081,8.222021953,5,10.832,7.77816246,5
obs337,Eckstein & Donath,2005,1.197,2.666511063,5,10.832,7.77816246,5
obs338,Eckstein & Donath,2005,40.547,8.888370211,5,25.242,17.11039216,5
obs339,Eckstein & Donath,2005,30.907,8.332707318,5,25.242,17.11039216,5
obs340,Eckstein & Donath,2005,4.174,4.111010977,5,25.242,17.11039216,5
obs341,Eckstein & Donath,2005,16.884,10.45026369,5,8.04,8.877189871,5
obs342,Eckstein & Donath,2005,22.814,7.304116049,5,8.04,8.877189871,5
obs343,Eckstein & Donath,2005,23.719,6.629941553,5,8.04,8.877189871,5
obs344,Eckstein & Donath,2005,32.161,9.776089198,5,26.03,7.079391217,5
obs345,Eckstein & Donath,2005,35.377,8.539543606,5,26.03,7.079391217,5
obs346,Eckstein & Donath,2005,22.915,5.281592563,5,26.03,7.079391217,5
obs347,Eckstein & Donath,2005,5.617,4.114365079,5,0.969,1.516054089,5
obs348,Eckstein & Donath,2005,8.523,3.791253256,5,0.969,1.516054089,5
obs349,Eckstein & Donath,2005,30.024,20.79096005,5,0.969,1.516054089,5
obs350,Eckstein & Donath,2005,9.201,5.52196987,5,3.68,1.732952683,5
