obs_ID,study_ID,year_pub,C_mean,C_sd,C_n,T_mean,T_sd,T_n
obs065,10.1111/j.1744-7917.2011.01419.x,2011,25,4.9332,10,21,4.8383,10
obs066,10.1111/j.1744-7917.2011.01419.x,2011,95,24.6658,10,120,22.7684,10
obs067,10.1111/j.1469-8137.2010.03450.x,2011,0.089,0.1205,30,0.094,0.1095,30
obs068,10.1111/j.1469-8137.2010.03450.x,2011,0.06,0.0226,8,0.075,0.0481,8
obs069,10.1111/j.1469-8137.2010.03450.x,2011,0.089,0.1205,30,0.085,0.1041,30
obs070,10.1111/j.1469-8137.2010.03450.x,2011,0.06,0.0226,8,0.055,0.0283,8
obs071,10.1080/09670870903159362,2010,0.86,0.1265,10,1,0.0632,10
obs072,10.1080/09670870903159362,2010,79.4,2.846,10,85.9,4.7434,10
obs073,10.1080/09670870903159362,2010,11.9,0.6325,10,13.6,0.6325,10
obs074,10.1080/09670870903159362,2010,4.27,0.1581,10,3.96,0.253,10
obs075,10.1080/09670870903159362,2010,0.77,0.0316,10,0.91,0.1265,10
obs076,10.1080/09670870903159362,2010,83.6,3.7947,10,89.6,3.7947,10
obs077,10.1080/09670870903159362,2010,11.7,0.6325,10,13.5,0.6325,10
obs078,10.1080/09670870903159362,2010,4.16,0.3162,10,3.79,0.0632,10
obs079,10.1111/j.1461-9563.2010.00475.x,2010,35,14.4,36,34.5,15.6,36
obs080,10.1111/j.1461-9563.2010.00475.x,2010,35,14.4,36,34,16.2,36
obs081,10.1016/j.agee.2009.09.011,2010,0.16,0.0509,8,0.215,0.0368,8
obs082,10.1016/j.agee.2009.09.011,2010,227.6,52.8916,8,267.6,12.6714,8
obs083,10.1016/j.agee.2009.09.011,2010,29,1.8102,8,21,0.1131,8
obs084,10.1016/j.agee.2009.09.011,2010,1.1,0.12,4,0.75,0.02,4
obs085,10.1016/j.agee.2009.09.011,2010,44,5.2,4,28,5.6,4
obs086,10.1016/j.agee.2009.09.011,2010,195,28.3,4,178,90.6,4
obs087,10.1016/j.agee.2009.09.011,2010,40,48.151,12,31,24.5951,12
obs088,10.1016/j.agee.2009.09.011,2010,1.6,0.14,4,1.09,0.08,4
obs089,10.1016/j.agee.2009.09.011,2010,46,5.6,4,28.5,7.5,4
obs090,10.1016/j.agee.2009.09.011,2010,165,33.6,4,178,67.2,4
obs091,10.1016/j.agee.2009.09.011,2010,49,78.6351,12,57,50.9223,12
obs092,10.1016/j.agee.2009.09.011,2010,39.5,8.94,4,29,6,4
obs093,10.1016/j.agee.2009.09.011,2010,0.9,0.01,4,0.75,0.01,4
obs094,10.1016/j.agee.2009.09.011,2010,235,63.8,4,398,116,4
obs095,10.1016/j.agee.2009.09.011,2010,6,9.5263,12,16,17.3205,12
obs096,10.1111/j.1365-2486.2009.02073.x,2010,89,18.8,4,99.5,10.8,4
obs097,10.1111/j.1365-2486.2009.02073.x,2010,78.8,4.2,4,106.1,21.2,4
obs098,10.1111/j.1365-2486.2009.02073.x,2010,11.2,3.6,4,8.2,1.4,4
obs099,10.1111/j.1365-2486.2009.02073.x,2010,1.37,0.14,4,1.39,0.14,4
obs100,10.1111/j.1365-2486.2009.02073.x,2010,1.41,0.2,4,1.45,0.2,4
obs101,10.1111/j.1365-2486.2009.02073.x,2010,3.4,0.24,4,3.1,0.14,4
obs102,10.1111/j.1365-2486.2009.02073.x,2010,89,18.8,4,110.1,31,4
obs103,10.1111/j.1365-2486.2009.02073.x,2010,78.8,4.2,4,91.9,28.4,4
obs104,10.1111/j.1365-2486.2009.02073.x,2010,11.2,3.6,4,9.9,2.8,4
obs105,10.1111/j.1365-2486.2009.02073.x,2010,1.37,0.14,4,1.41,0.22,4
obs106,10.1111/j.1365-2486.2009.02073.x,2010,1.41,0.2,4,1.42,0.12,4
obs107,10.1111/j.1365-2486.2009.02073.x,2010,3.4,0.24,4,2.9,0.2,4
obs108,10.1111/j.1365-2486.2009.02073.x,2010,83.8,22.8,4,108.4,16,4
obs109,10.1111/j.1365-2486.2009.02073.x,2010,85.1,13,4,91.4,6.4,4
obs110,10.1111/j.1365-2486.2009.02073.x,2010,4.7,1,4,4.8,0.6,4
obs111,10.1111/j.1365-2486.2009.02073.x,2010,1.85,0.52,4,2.3,1,4
obs112,10.1111/j.1365-2486.2009.02073.x,2010,1.94,1.36,4,2.55,0.82,4
obs113,10.1111/j.1365-2486.2009.02073.x,2010,3.8,0.2,4,3.3,0.2,4
obs114,10.1111/j.1365-2486.2009.02073.x,2010,83.8,22.8,4,94.1,8.2,4
obs115,10.1111/j.1365-2486.2009.02073.x,2010,85.1,13,4,90.1,28.4,4
obs116,10.1111/j.1365-2486.2009.02073.x,2010,4.7,1,4,5.2,0.4,4
obs117,10.1111/j.1365-2486.2009.02073.x,2010,1.85,0.52,4,2.1,1.2,4
obs118,10.1111/j.1365-2486.2009.02073.x,2010,1.94,1.36,4,2.2,0.7,4
obs119,10.1111/j.1365-2486.2009.02073.x,2010,3.8,0.2,4,2.8,0.14,4
obs120,10.1016/j.agee.2009.08.005,2010,86.5,52.909,6,76,106.0629,6
obs121,10.1016/j.agee.2009.08.005,2010,89.5,29.6388,6,60,256.7065,6
obs122,10.1111/j.1570-7458.2010.01059.x,2010,0.01,0.0089,5,0.03,0.0224,5
obs123,10.1111/j.1570-7458.2010.01059.x,2010,0.03,0.0447,5,0.045,0.0671,5
obs124,10.1111/j.1570-7458.2010.01059.x,2010,0.005,0.0157,5,0.006,0.0112,5
obs125,10.1111/j.1570-7458.2010.01059.x,2010,0.01,0.0089,5,0.048,0.0894,5
obs126,10.1111/j.1570-7458.2010.01059.x,2010,0.03,0.0447,5,0.18,0.313,5
obs127,10.1111/j.1570-7458.2010.01059.x,2010,0.005,0.0157,5,0.011,0.0201,5
obs128,10.1007/s00442-009-1428-4,2010,1.1,0.7483,14,1.95,1.6837,14
obs129,10.1007/s00442-009-1428-4,2010,7.4,0.3742,14,8.2,0.2245,14
obs130,10.1007/s00442-009-1428-4,2010,11,2.0953,14,11.6,1.1973,14
obs131,10.1007/s00442-009-1428-4,2010,9.9,5.6125,14,13.15,7.4833,14
obs132,10.1007/s00442-009-1428-4,2010,67.5,37.4166,14,150,96.9089,14
obs133,10.1007/s00442-009-1428-4,2010,65,38.5391,14,170,103.6439,14
obs134,10.1007/s11104-010-0449-4,2010,0.038,0.0104,3,0.056,0.0139,3
obs135,10.1007/s11104-010-0449-4,2010,0.038,0.0104,3,0.041,0.0104,3
obs136,10.1007/s11104-010-0449-4,2010,0.472,0.0762,3,0.45,0.0693,3
obs137,10.1007/s11104-010-0449-4,2010,0.472,0.0762,3,0.495,0.2494,3
obs138,10.1007/s11104-010-0449-4,2010,0.019,0.0069,3,0.023,0.0069,3
obs139,10.1007/s11104-010-0449-4,2010,0.019,0.0069,3,0.02,0.0069,3
obs140,10.1111/j.1365-3040.2010.02205.x,2010,58.75,5.2892,8,60,7.6085,8
obs141,10.1111/j.1365-3040.2010.02205.x,2010,11.5,10.7778,6,10,9.0631,6
obs142,10.1111/j.1365-3040.2010.02205.x,2010,15.5,7.3539,8,20.5,14.1421,8
obs143,10.1111/j.1365-3040.2010.02205.x,2010,0.64,0.0849,8,0.46,0.0566,8
obs144,10.1111/j.1365-3040.2010.02205.x,2010,235,122.3012,8,70,11.0309,8
obs145,10.1111/j.1365-3040.2010.02205.x,2010,3.7,0.8485,8,4,0.3394,8
obs146,10.1111/j.1570-7458.2010.00971.x,2010,4,2.5174,15,3.3,2.1301,15
obs147,10.1111/j.1570-7458.2010.00971.x,2010,9,6.9714,15,12,5.8095,15
obs148,10.1111/j.1570-7458.2010.00971.x,2010,20,3.7181,15,20,3.7181,15
obs149,10.1111/j.1570-7458.2010.00971.x,2010,26,6.5841,15,29,4.4152,15
obs150,10.1111/j.1570-7458.2010.00971.x,2010,184,197.5222,15,128,106.8943,15
obs151,10.1111/j.1570-7458.2010.00971.x,2010,4,2.5174,15,5.1,5.2285,15
obs152,10.1111/j.1570-7458.2010.00971.x,2010,9,6.9714,15,5.5,2.1301,15
obs153,10.1111/j.1570-7458.2010.00971.x,2010,20,3.7181,15,19.5,4.6476,15
obs154,10.1111/j.1570-7458.2010.00971.x,2010,26,6.5841,15,30,6.1968,15
obs155,10.1111/j.1570-7458.2010.00971.x,2010,184,197.5222,15,224,231.6044,15
obs156,10.1016/j.envpol.2008.07.006,2009,1.41,3.3675,14,0.91,1.1225,14
obs157,10.1016/j.soilbio.2009.08.014,2009,90,113,4,138,89.2,4
obs158,10.1016/j.soilbio.2009.08.014,2009,40,25.2,4,61,22.2,4
obs159,10.1016/j.soilbio.2009.08.014,2009,1.12,1.6,4,0.75,1.4,4
obs160,10.1016/j.soilbio.2009.08.014,2009,90,113,4,74,36,4
obs161,10.1016/j.soilbio.2009.08.014,2009,1.12,1.6,4,1.515,0.2,4
obs162,10.1007/s00442-009-1384-z,2009,0.08,0.06,9,0.15,0.09,9
obs163,10.1111/j.1365-2311.2008.01053.x,2009,1.9,0.4025,20,1.1,0.3578,20
obs164,10.1111/j.1365-2311.2008.01053.x,2009,0.12,0.1342,20,0.075,0.1342,20
obs165,10.1111/j.1365-2311.2008.01053.x,2009,2.42,0.313,20,2.7,0.4472,20
obs166,10.1111/j.1365-2311.2008.01053.x,2009,1.9,0.4025,20,0.75,0.3578,20
obs167,10.1111/j.1365-2311.2008.01053.x,2009,0.12,0.1342,20,0.175,0.1118,20
obs168,10.1111/j.1365-2311.2008.01053.x,2009,2.42,0.313,20,2.9,0.4025,20
obs169,0046-225X/09/0026?0034$04.00/0,2009,2.65,0.6197,60,3.16,0.6971,60
obs170,0046-225X/09/0026?0034$04.00/0,2009,206,156,16,224,76,16
obs171,0046-225X/09/0026?0034$04.00/0,2009,5,0.32,16,6,0.32,16
obs172,0046-225X/09/0026?0034$04.00/0,2009,1.81,2.8,16,2.85,6,16
obs173,0046-225X/09/0026?0034$04.00/0,2009,2,0.16,16,2.1,0.16,16
obs174,0046-225X/09/0026?0034$04.00/0,2009,28.5,10.8,16,27.3,19.2,16
obs175,10.1016/j.agee.2009.04.010,2009,1.59,0.0949,90,1.32,0.3795,90
obs176,10.1016/j.agee.2009.04.010,2009,400.69,20.207,90,331.18,36.6192,90
obs177,10.1016/j.agee.2009.04.010,2009,132.01,14.0405,90,168.89,84.1482,90
obs178,10.1016/j.agee.2009.04.010,2009,0.379,0.1992,90,0.512,0.4649,90
obs179,10.1016/j.agee.2009.04.010,2009,11.97,1.0436,90,11.66,0.2846,90
obs180,10.1007/s00442-009-1360-7,2009,32,5.0596,10,38,25.2982,10
obs181,10.1016/j.agee.2007.06.003,2008,0.008,0.0045,20,0.006,0.0089,20
obs182,10.1016/j.agee.2007.06.003,2008,4.4,1.0286,20,3.28,1.2522,20
obs183,0046-225X/08/0029?0037$04.00/0,2008,0.4,0.0057,8,0.55,0.0566,8
obs184,0046-225X/08/0029?0037$04.00/0,2008,1.7,0.0226,8,2.05,0.099,8
obs185,0046-225X/08/0029?0037$04.00/0,2008,13,2.7719,8,14,2.9698,8
obs186,0046-225X/08/0029?0037$04.00/0,2008,4.3,0.017,8,3.6,0.5374,8
obs187,10.1111/j.1469-8137.2008.02646.x,2009,87.06,56.3518,10,158.4,157.9558,10
obs188,10.1111/j.1469-8137.2008.02646.x,2009,15.46,7.3997,10,11.7,10.8782,10
obs189,10.1111/j.1469-8137.2008.02646.x,2009,78.5,77.7288,10,180.13,182.6848,10
obs190,10.1111/j.1469-8137.2008.02646.x,2009,26.26,14.5781,10,20.62,24.6974,10
obs191,10.1007/s00425-007-0629-5,2008,16.96,6.6164,12,15.4,8.7642,12
obs192,10.1007/s00425-007-0629-5,2008,21.1,10.8773,12,18.67,10.7387,12
obs193,10.1111/j.1365-2486.2008.01574.x,2008,2.15,0.4164,6,2.27,0.3429,6
obs194,10.1111/j.1365-2486.2008.01574.x,2008,2.65,1.5677,6,2.2,0.3919,6
obs195,10.1111/j.1365-2486.2008.01574.x,2008,178,210.6561,6,330,112.6765,6
obs196,10.1111/j.1365-2486.2008.01574.x,2008,1.42,0.147,6,1.57,0.1715,6
obs197,10.1111/j.1365-2486.2008.01574.x,2008,36.12,11.4315,12,40.41,6.4779,12
obs198,10.1111/j.1365-2486.2008.01574.x,2008,1.3,0.5543,12,1.06,0.2078,12
obs199,10.1111/j.1365-2486.2008.01574.x,2008,2.15,0.4164,6,2.09,0.3674,6
obs200,10.1111/j.1365-2486.2008.01574.x,2008,2.65,1.5677,6,1.83,0.5634,6
obs201,10.1111/j.1365-2486.2008.01574.x,2008,178,210.6561,6,50,78.3837,6
obs202,10.1111/j.1365-2486.2008.01574.x,2008,1.42,0.147,6,1.53,0.1225,6
obs203,10.1111/j.1365-2486.2008.01574.x,2008,36.12,11.4315,12,34.13,11.3969,12
obs204,10.1111/j.1365-2486.2008.01574.x,2008,1.3,0.5543,12,1.38,0.5196,12
obs205,10.1111/j.1365-2486.2008.01574.x,2008,2.09,0.2205,6,2.19,0.2694,6
obs206,10.1111/j.1365-2486.2008.01574.x,2008,2.55,1.4697,6,1.78,0.7593,6
obs207,10.1111/j.1365-2486.2008.01574.x,2008,200,173.9138,6,280,134.7219,6
obs208,10.1111/j.1365-2486.2008.01574.x,2008,1.36,0.1715,6,1.4,0.1225,6
obs209,10.1111/j.1365-2486.2008.01574.x,2008,29.17,6.8936,12,40.22,3.7066,12
obs210,10.1111/j.1365-2486.2008.01574.x,2008,1.45,0.3464,12,1.03,0.1039,12
obs211,10.1111/j.1365-2486.2008.01574.x,2008,2.09,0.2205,6,2.11,0.196,6
obs212,10.1111/j.1365-2486.2008.01574.x,2008,2.55,1.4697,6,1.86,0.2205,6
obs213,10.1111/j.1365-2486.2008.01574.x,2008,200,173.9138,6,30,21.8005,6
obs214,10.1111/j.1365-2486.2008.01574.x,2008,1.36,0.1715,6,1.45,0.098,6
obs215,10.1111/j.1365-2486.2008.01574.x,2008,29.17,6.8936,12,28.72,12.6093,12
obs216,10.1111/j.1365-2486.2008.01574.x,2008,1.45,0.3464,12,1.77,0.7967,12
obs217,10.1890/07-0423.1,2008,5.4,3.9598,8,4.1,3.9598,8
obs218,10.1890/07-0423.1,2008,5.6,5.9397,8,5.8,5.9397,8
obs219,10.1890/07-0423.1,2008,0.6,1.4142,8,0.4,1.9799,8
obs220,10.1016/j.baae.2007.10.006,2008,0.58,0.3162,10,0.56,0.2214,10
obs221,10.1016/j.baae.2007.10.006,2008,0.79,0.253,10,0.55,0.3162,10
obs222,10.1016/j.baae.2007.10.006,2008,0.65,0.1897,10,0.56,0.2214,10
obs223,10.1016/j.baae.2007.10.006,2008,0.74,0.2846,10,0.68,0.2214,10
obs224,10.1093/jpe/rtn015,2008,9.2,1.2,4,12,2.2,4
obs225,10.1093/jpe/rtn015,2008,15,19.4,4,9,7.6,4
obs226,10.1093/jpe/rtn015,2008,10.2,1.2,4,12.9,2.6,4
obs227,10.1093/jpe/rtn015,2008,60,18.8,4,49,9.8,4
obs228,0046-225X/07/0858?0863$04.00/0,2007,270,404.7715,10,315,344.6883,10
obs229,0046-225X/07/0858?0863$04.00/0,2007,38.5,9.1706,10,33,16.4438,10
obs230,0046-225X/07/0858?0863$04.00/0,2007,270,404.7715,10,395,284.605,10
obs231,0046-225X/07/0858?0863$04.00/0,2007,38.5,9.1706,10,42,18.3412,10
obs232,10.1111/j.1570-7458.2007.00563.x,2007,0.147,0.0316,10,0.111,0.0474,10
obs233,10.1111/j.1570-7458.2007.00563.x,2007,0.168,0.0316,10,0.153,0.0316,10
obs234,10.1016/S1001-0742(07)60215-0,2007,90.9,1.5,9,85.9,3.3,9
obs235,0046-225X/07/0609?0617$04.00/0,2007,0.8,0.1265,10,1,0.1265,10
obs236,0046-225X/07/0609?0617$04.00/0,2007,11.5,1.0119,10,11.9,0.9803,10
obs237,0046-225X/07/0609?0617$04.00/0,2007,1,0.1581,10,0.7,0.1897,10
obs238,0046-225X/07/0609?0617$04.00/0,2007,14.7,1.7709,10,10.4,2.1187,10
obs239,10.1111/j.1365-2486.2007.01338.x,2007,2.7,1.3856,12,1.1,0.6928,12
obs240,10.1111/j.1365-2486.2007.01338.x,2007,0.08,0.2425,12,0.03,0.1386,12
obs241,10.1111/j.1365-2486.2007.01338.x,2007,0.6,0.3464,12,0.52,0.3464,12
obs242,10.1111/j.1365-2486.2007.01338.x,2007,4.7,3.8105,12,3.6,2.0785,12
obs243,10.1111/j.1365-2486.2007.01338.x,2007,3.3,1.7321,12,1.6,1.7321,12
obs244,10.1111/j.1365-2486.2007.01338.x,2007,13,3.4641,12,11,3.4641,12
obs245,10.1111/j.1365-2486.2007.01338.x,2007,19.5,4.8497,12,18,4.8497,12
obs246,10.2134/agronj2006.0138,2007,10.9,0.6325,10,11.2,0.3162,10
obs247,10.2134/agronj2006.0138,2007,15.5,3.1623,10,15.7,1.2649,10
obs248,10.1111/j.0307-6946.2006.00756.x,2006,8.44,3.1081,5,8.47,1.9007,5
obs249,10.1111/j.0307-6946.2006.00756.x,2006,17.36,2.0348,5,19.52,1.2969,5
obs250,10.1111/j.0307-6946.2006.00756.x,2006,2.78,0.2907,5,2.8,0.246,5
obs251,10.1111/j.0307-6946.2006.00756.x,2006,7.95,1.2522,5,7.16,0.9391,5
obs252,10.1111/j.0307-6946.2006.00756.x,2006,4.21,0.7155,5,4.98,0.6037,5
obs253,10.1016/j.envexpbot.2004.12.001,2006,0.056,0.0632,10,0.045,0.0063,10
obs254,10.1016/j.envexpbot.2004.12.001,2006,8.6,2.2136,10,9.9,7.2732,10
obs255,10.1016/j.envexpbot.2004.12.001,2006,0.056,0.0632,10,0.046,0.019,10
obs256,10.1016/j.envexpbot.2004.12.001,2006,8.6,2.2136,10,9.45,1.8974,10
obs257,0046-225X/06/0590?0599$04.00/0,2006,30.3,30.1247,30,30,45.461,30
obs258,0046-225X/06/0590?0599$04.00/0,2006,2.25,0.8216,30,2.3,0.8216,30
obs259,10.1111/j.1439-0418.2005.01025.x,2006,400.69,2.1187,10,331.18,3.858,10
obs260,10.1111/j.1439-0418.2005.01025.x,2006,1.53,0.0095,10,1.34,0.0316,10
obs261,10.1111/j.1439-0418.2005.01025.x,2006,223.98,14.2619,10,237.75,16.3174,10
obs262,10.1111/j.1439-0418.2005.01025.x,2006,1.3,0.0179,20,1.5,0.7155,20
obs263,10.1111/j.1439-0418.2005.01025.x,2006,12.71,0.4111,10,11.8,0.3162,10
obs264,10.1111/j.1365-2486.2005.00924.x,2005,11.3,1.0392,3,9.6,3.9837,3
obs265,10.1111/j.1365-2486.2005.00924.x,2005,6.8,1.6971,8,5.6,0.8485,8
obs266,10.1111/j.1365-2486.2005.00924.x,2005,2.6,0.3464,3,2.8,0.3464,3
obs267,10.1111/j.1365-2486.2005.00924.x,2005,11.3,1.0392,3,11.1,2.5981,3
obs268,10.1111/j.1365-2486.2005.00924.x,2005,6.8,1.6971,8,6.8,1.1314,8
obs269,10.1111/j.1365-2486.2005.00924.x,2005,2.6,0.3464,3,2.8,0.1732,3
obs270,10.1111/j.1365-2486.2005.00924.x,2005,3.6,1.5588,3,3.8,2.2517,3
obs271,10.1111/j.1365-2486.2005.00924.x,2005,12.4,3.1113,8,12.6,0.8485,8
obs272,10.1111/j.1365-2486.2005.00924.x,2005,2.6,0.5196,3,2.5,0.3464,3
obs273,10.1111/j.1365-2486.2005.00924.x,2005,3.6,1.5588,3,4,1.5588,3
obs274,10.1111/j.1365-2486.2005.00924.x,2005,12.4,3.1113,8,14,1.6971,8
obs275,10.1111/j.1365-2486.2005.00924.x,2005,2.6,0.5196,3,2.7,0.3464,3
obs276,10.1111/j.1365-2486.2005.00924.x,2005,2.2,0.866,3,2.8,0.866,3
obs277,10.1111/j.1365-2486.2005.00924.x,2005,7,8.4853,8,10.9,3.677,8
obs278,10.1111/j.1365-2486.2005.00924.x,2005,3.5,0.1732,3,3.3,0.1732,3
obs279,10.1111/j.1365-2486.2005.00924.x,2005,2.2,0.866,3,3.3,2.7713,3
obs280,10.1111/j.1365-2486.2005.00924.x,2005,7,8.4853,8,10.1,1.6971,8
obs281,10.1111/j.1365-2486.2005.00924.x,2005,3.5,0.1732,3,3.2,0.3464,3
obs282,10.1007/s00442-004-1714-0,2005,2.9,2.1,9,4.3,0.9,9
obs283,10.1007/s00442-004-1714-0,2005,23.4,2.2045,6,26.7,2.6944,6
obs284,10.1007/s00442-004-1714-0,2005,1.96,0.3394,8,1.75,0.198,8
obs285,10.1007/s00442-004-1714-0,2005,9.4,2.2045,6,7.7,0.9798,6
obs286,10.1007/s00442-004-1714-0,2005,5.6,2.1,9,7.6,1.8,9
obs287,10.1007/s00442-004-1714-0,2005,4.9,0.6,9,6.6,1.5,9
obs288,10.1007/s00442-004-1714-0,2005,19.6,1.2247,6,23,1.4697,6
obs289,10.1007/s00442-004-1714-0,2005,2.23,0.2828,8,2.19,0.3394,8
obs290,10.1007/s00442-004-1714-0,2005,8.1,1.2247,6,7.3,1.2247,6
obs291,10.1007/s00442-004-1714-0,2005,5.6,0.6,9,6.6,1.5,9
obs292,10.1007/s00442-005-0158-5,2005,11.1,2.16,16,9.8,2.16,16
obs293,10.1007/s00442-005-0158-5,2005,60,31.04,16,55.5,33.12,16
obs294,10.1007/s00442-005-0158-5,2005,41,22.8,16,44,24.68,16
obs295,0046-225X/05/0037?0046$04.00/0,2005,0.44,0.0697,15,0.45,0.0194,15
obs296,0046-225X/05/0037?0046$04.00/0,2005,11.43,0.108,36,12.37,0.168,36
obs297,0046-225X/05/0037?0046$04.00/0,2005,4.3,0.12,36,3.66,0.12,36
obs298,10.1007/s10886-005-1340-2,2005,14.5,22.7684,40,9.6,17.0763,40
obs299,10.1007/s10886-005-1340-2,2005,27,44.9043,40,10,16.4438,40
obs300,10.1007/s10886-005-1340-2,2005,11.5,16.4438,40,8,17.0763,40
