obs_ID,study_ID,year_pub,C_mean,C_sd,C_n,T_mean,T_sd,T_n
obs355,"Craine et al., 2008",2008,247.8,70.5,5,253.2,72.5,5
obs356,"Craine et al., 2008",2008,247.8,70.5,5,157.7,38.5,5
obs357,"Oheimb et al., 2010",2010,55.05,45.18,10,67.63,106.61,10
obs358,"Oheimb et al., 2010",2010,55.05,45.18,10,54.12,36.14,10
obs359,"Iversen et al., 2010",2010,27,13.42,5,29,40.25,5
obs360,"Iversen et al., 2010",2010,27,13.42,5,44,20.12,5
obs361,"Iversen et al., 2010",2010,0.4,0.22,5,0.5,0.67,5
obs362,"Iversen et al., 2010",2010,0.4,0.22,5,0.7,0.45,5
obs363,"Iversen et al., 2010",2010,155,67.08,5,317,78.26,5
obs364,"Iversen et al., 2010",2010,155,67.08,5,58,20.12,5
obs365,"Iversen et al., 2010",2010,0.4,0.22,5,0.7,0.45,5
obs366,"Iversen et al., 2010",2010,0.4,0.22,5,0.3,0.11,5
obs367,"Iversen et al., 2010",2010,12,9.9,2,3,3,1
obs368,"Iversen et al., 2010",2010,12,9.9,2,8,5,1
obs369,"Iversen et al., 2010",2010,0.1,0.14,2,0.05,0.01,1
obs370,"Iversen et al., 2010",2010,0.1,0.14,2,0.1,0.1,1
obs371,"Iversen et al., 2010",2010,639,737.9,5,658,1060,4
obs372,"Iversen et al., 2010",2010,639,737.9,5,2541,1380,4
obs373,"Iversen et al., 2010",2010,3.7,4.92,5,5.8,9.8,4
obs374,"Iversen et al., 2010",2010,3.7,4.92,5,19,10.4,4
obs375,"Iversen et al., 2010",2010,5,5.66,2,35,24.6,5
obs376,"Iversen et al., 2010",2010,5,5.66,2,77,51.43,5
obs377,"Iversen et al., 2010",2010,0.1,0.01,2,0.4,0.22,5
obs378,"Iversen et al., 2010",2010,0.1,0.01,2,1.1,0.67,5
obs379,"Iversen et al., 2010",2010,20,24.25,3,21,26,4
obs380,"Iversen et al., 2010",2010,20,24.25,3,1438,1134,4
obs381,"Iversen et al., 2010",2010,0.2,0.17,3,0.3,0.4,4
obs382,"Iversen et al., 2010",2010,0.2,0.17,3,12.6,8.4,4
obs383,"Laliberte et al., 2012",2012,,,3,,,3
obs384,"Laliberte et al., 2012",2012,,,3,,,3
obs385,"Laliberte et al., 2012",2012,,,3,,,3
obs386,"Laliberte et al., 2012",2012,,,3,,,3
obs387,"Laliberte et al., 2012",2012,,,3,,,3
obs388,"Laliberte et al., 2012",2012,,,3,,,3
obs389,"Laliberte et al., 2012",2012,,,3,,,3
obs390,"Laliberte et al., 2012",2012,,,3,,,3
obs391,"Laliberte et al., 2012",2012,,,3,,,3
obs392,"Laliberte et al., 2012",2012,,,3,,,3
obs393,"Laliberte et al., 2012",2012,,,3,,,3
obs394,"Laliberte et al., 2012",2012,,,3,,,3
obs395,"Laliberte et al., 2012",2012,,,3,,,3
obs396,"Laliberte et al., 2012",2012,,,3,,,3
obs397,"Laliberte et al., 2012",2012,,,3,,,3
obs398,"Laliberte et al., 2012",2012,,,3,,,3
obs399,"Laliberte et al., 2012",2012,,,3,,,3
obs400,"Laliberte et al., 2012",2012,,,3,,,3
obs401,"Laliberte et al., 2012",2012,,,3,,,3
obs402,"Laliberte et al., 2012",2012,,,3,,,3
obs403,"Onipchenko et al., 2012",2012,126.68,13.2,4,218.99,78.42,4
obs404,"Onipchenko et al., 2012",2012,126.68,13.2,4,137.97,19.14,4
obs405,"Onipchenko et al., 2012",2012,228.51,167.36,4,404.48,105.67,4
obs406,"Onipchenko et al., 2012",2012,228.51,167.36,4,273.12,145.23,4
obs407,"Onipchenko et al., 2012",2012,313.45,20.26,4,351.78,96.45,4
obs408,"Onipchenko et al., 2012",2012,313.45,20.26,4,317.77,64.61,4
obs409,"Onipchenko et al., 2012",2012,107.54,28.22,4,123.11,85.64,4
obs410,"Onipchenko et al., 2012",2012,107.54,28.22,4,130.41,69.1,4
obs411,"Fisher et al., 2013",2013,0.08,0.02,6,0.09,0.01,1
obs412,"Fisher et al., 2013",2013,0.08,0.02,6,0.08,0.02,2
obs413,"Fisher et al., 2013",2013,0.08,0.02,6,0.08,0.01,1
obs414,"Fisher et al., 2013",2013,0.08,0.02,6,0.07,0.02,2
obs415,"Fisher et al., 2013",2013,0.06,0.02,6,0.08,0.02,1
obs416,"Fisher et al., 2013",2013,0.06,0.02,6,0.07,0.02,2
obs417,"Fisher et al., 2013",2013,0.05,0.01,6,0.07,0.01,1
obs418,"Fisher et al., 2013",2013,0.05,0.01,6,0.05,0.01,2
obs419,"Cusell et al., 2014",2014,216,69.71,5,344,95.15,5
obs420,"Cusell et al., 2014",2014,216,69.71,5,600,77.25,5
obs421,"Cusell et al., 2014",2014,296,103.47,5,717.33,176.85,5
obs422,"Cusell et al., 2014",2014,296,103.47,5,592,175.2,5
obs423,"Cusell et al., 2014",2014,394.67,78.88,5,717.33,264.15,5
obs424,"Cusell et al., 2014",2014,394.67,78.88,5,330.67,74.1,5
obs425,"Zhan et al., 2017",2017,82.04,31.94,10,105.83,35.91,10
obs426,"Zhan et al., 2017",2017,82.04,31.94,10,89.32,40.43,10
obs427,"Zhan et al., 2017",2017,80.42,34.29,10,96.91,28.57,10
obs428,"Zhan et al., 2017",2017,80.42,34.29,10,71.39,18.57,10
obs429,"Zhan et al., 2017",2017,18.45,13.16,10,19.42,21.63,10
obs430,"Zhan et al., 2017",2017,18.45,13.16,10,13.83,23.13,10
obs431,"Zhan et al., 2017",2017,54.22,27.15,10,88.1,32.86,10
obs432,"Zhan et al., 2017",2017,54.22,27.15,10,63.03,30,10
obs433,"Tischer et al., 2015",2015,80,10,6,108,17,6
obs434,"Tischer et al., 2015",2015,80,10,6,86,14,6
obs435,"He and Dijkstra, 2015",2015,2.7,0.6,4,2.7,1,4
obs436,"He and Dijkstra, 2015",2015,2.7,0.6,4,2,0.4,4
obs437,"He and Dijkstra, 2015",2015,2.4,0.6,4,3.2,1,4
obs438,"He and Dijkstra, 2015",2015,2.4,0.6,4,3.1,0.6,4
obs439,"Keuskamp et al., 2015",2015,99.81,16.25,9,90.52,10.2,9
obs440,"Keuskamp et al., 2015",2015,99.81,16.25,9,266.92,44.22,9
obs441,"Keuskamp et al., 2015",2015,473.5,34.82,9,466.54,46.49,9
obs442,"Keuskamp et al., 2015",2015,474.5,34.82,9,472.34,31.75,9
obs443,"Zhang et al., 2016",2016,125.6,3.22,5,144.4,7.62,5
obs444,"Zhang et al., 2016",2016,125.6,3.22,5,150,7.18,5
obs445,"Zhang et al., 2016",2016,434.25,21.13,5,230.9,28.4,5
obs446,"Zhang et al., 2016",2016,434.25,21.13,5,470.6,38.84,5
obs447,"Zhang et al., 2016",2016,78.75,2.5,5,78.98,1.39,5
obs448,"Zhang et al., 2016",2016,78.75,2.5,5,84.69,1.81,5
obs449,"Chen et al., 2015",2015,2.25,0.5,5,2.57,0.19,5
obs450,"Chen et al., 2015",2015,2.25,0.5,5,2.35,0.22,5
obs451,"Chen et al., 2015",2015,2.25,0.5,5,2.41,0.3,5
obs452,"Chen et al., 2015",2015,1.41,0.39,5,1.56,0.19,5
obs453,"Chen et al., 2015",2015,1.41,0.39,5,1.6,0.14,5
obs454,"Chen et al., 2015",2015,1.41,0.39,5,1.52,0.19,5
obs455,"Chen et al., 2015",2015,1.74,0.28,5,1.85,0.06,5
obs456,"Chen et al., 2015",2015,1.74,0.28,5,1.9,0.17,5
obs457,"Chen et al., 2015",2015,1.74,0.28,5,1.85,0.22,5
obs458,"Chen et al., 2015",2015,1.11,0.19,5,1.12,0.17,5
obs459,"Chen et al., 2015",2015,1.11,0.19,5,1.3,0.11,5
obs460,"Chen et al., 2015",2015,1.11,0.19,5,1.19,0.17,5
obs461,"Alvarez-Clare and Mack, 2015",2015,260.39,77.62,6,258.92,24.91,6
obs462,"Alvarez-Clare and Mack, 2015",2015,260.39,77.62,6,265.97,72.43,6
obs463,"Alvarez-Clare and Mack, 2015",2015,0.02,0,6,0.02,0,6
obs464,"Alvarez-Clare and Mack, 2015",2015,0.02,0,6,0.02,0.01,6
obs465,Homeier et al. 2012,2012,0.11,0.05,4,0.11,0.04,4
obs466,Homeier et al. 2012,2012,0.11,0.05,4,0.12,0.07,4
obs467,Feller et al. 2003,2003,11.04,12.6,3,18.05,23.17,3
obs468,Feller et al. 2003,2003,11.04,12.6,3,4.55,0.67,3
obs469,Feller et al. 2003,2003,2.54,2.2,3,30.34,18.03,3
obs470,Feller et al. 2003,2003,2.54,2.2,3,2.92,1.1,3
obs471,Feller et al. 2003,2003,2.05,1.55,3,5.88,1.33,3
obs472,Feller et al. 2003,2003,2.05,1.55,3,1.66,1.11,3
obs473,Feller et al. 2003,2003,2.73,1.12,3,14.68,11.02,3
obs474,Feller et al. 2003,2003,2.73,1.12,3,8.7,5.4,3
obs475,Feller et al. 2003,2003,0.51,1.1,3,1.02,2.2,3
obs476,Feller et al. 2003,2003,0.51,1.1,3,89.86,63.31,3
obs477,Feller et al. 2003,2003,1.15,1.55,3,39.4,6.65,3
obs478,Feller et al. 2003,2003,1.15,1.55,3,6.4,25.93,3
obs479,Feller et al. 2003,2003,1.17,1.8,3,5.84,7.2,3
obs480,Feller et al. 2003,2003,1.17,1.8,3,45.06,26.77,3
obs481,Feller et al. 2003,2003,0.51,0.88,3,5.84,1.54,3
obs482,Feller et al. 2003,2003,0.51,0.88,3,43.54,28.58,3
obs483,Feller et al. 2003,2003,0.51,1.77,3,1.15,2.44,3
obs484,Feller et al. 2003,2003,0.51,1.77,3,25.46,30.8,3
obs485,Dai et al. 2013,2013,963,155,4,1094,218,4
obs486,Dai et al. 2013,2013,963,155,4,1188,165,4
obs487,Dai et al. 2013,2013,1145,133,4,1504,270,4
obs488,Dai et al. 2013,2013,1145,133,4,1618,269,4
obs489,Lagrange et al. 2013,2013,27.9,8.9,5,45.3,31.7,5
obs490,Lagrange et al. 2013,2013,27.9,8.9,5,48.1,31.9,5
obs491,Watanabe et a. 2015,2015,0.44,0.06,3,0.86,0.02,3
obs492,Watanabe et a. 2015,2015,0.44,0.06,3,0.51,0.05,3
