obs_ID,study_ID,year_pub,C_mean,C_sd,C_n,T_mean,T_sd,T_n
obs096,"Schmidt et al., 1997a",1997,1.15,0.59,10,2.81,0.91,10
obs097,"Schmidt et al., 1997a",1997,0.26,0.08,10,1.38,0.38,10
obs098,"Schmidt et al., 1997a",1997,0.22,0.07,10,0.94,0.38,10
obs099,"Schmidt et al., 1997a",1997,0.16,0.1,10,0.82,0.51,10
obs100,"Schmidt et al., 1997a",1997,0.26,0.08,10,0.21,0.04,10
obs101,"Schmidt et al., 1997a",1997,0.22,0.07,10,0.11,0.05,10
obs102,"Schmidt et al., 1997a",1997,0.16,0.1,10,0.18,0.08,10
obs103,"Schmidt et al., 1997a",1997,3.06,1.12,10,16.82,3.27,10
obs104,"Schmidt et al., 1997a",1997,2.96,0.9,10,22.95,2.53,10
obs105,"Schmidt et al., 1997a",1997,2.23,0.67,10,21.07,4.61,10
obs106,"Schmidt et al., 1997a",1997,3.06,1.12,10,1.01,0.45,10
obs107,"Schmidt et al., 1997a",1997,2.96,0.9,10,0.84,0.55,10
obs108,"Schmidt et al., 1997a",1997,2.23,0.67,10,1.36,0.45,10
obs109,"Schmidt et al., 1997a",1997,15.63,5.02,10,14.42,3.4,10
obs110,"Schmidt et al., 1997a",1997,14.49,4.59,10,12.77,2.32,10
obs111,"Schmidt et al., 1997a",1997,14.53,5.68,10,11.6,2.22,10
obs112,"Schmidt et al., 1997a",1997,15.63,5.02,10,18,3.05,10
obs113,"Schmidt et al., 1997a",1997,14.49,4.59,10,18.21,4.25,10
obs114,"Schmidt et al., 1997a",1997,14.53,5.68,10,19.79,4.02,10
obs115,"Schmidt et al., 1997a",1997,1.28,0.52,10,4.51,1.43,10
obs116,"Schmidt et al., 1997a",1997,1.22,0.52,10,5.07,1.63,10
obs117,"Schmidt et al., 1997a",1997,1.39,0.73,10,5.28,1.96,10
obs118,"Schmidt et al., 1997a",1997,1.28,0.52,10,0.66,0.42,10
obs119,"Schmidt et al., 1997a",1997,1.22,0.52,10,0.69,0.42,10
obs120,"Schmidt et al., 1997a",1997,1.39,0.73,10,0.66,0.53,10
obs121,"Schmidt et al., 1997a",1997,10.08,2.94,10,11.7,2.28,10
obs122,"Schmidt et al., 1997a",1997,9.36,1.52,10,11.22,2.61,10
obs123,"Schmidt et al., 1997a",1997,10.6,2.5,10,11.77,2.39,10
obs124,"Schmidt et al., 1997a",1997,10.08,2.94,10,11.53,1.2,10
obs125,"Schmidt et al., 1997a",1997,9.36,1.52,10,13.49,3.05,10
obs126,"Schmidt et al., 1997a",1997,10.6,2.5,10,12.35,1.74,10
obs127,"Schmidt et al., 1997b",1997,34.15,9,10,25.61,9,10
obs128,"Schmidt et al., 1997b",1997,23.98,7.71,10,13.82,7.71,10
obs129,"Schmidt et al., 1997b",1997,18.7,7.71,10,13.01,5.14,10
obs130,"Schmidt et al., 1997b",1997,34.15,9,10,31.71,11.57,10
obs131,"Schmidt et al., 1997b",1997,23.98,7.71,10,28.05,9,10
obs132,"Schmidt et al., 1997b",1997,18.7,7.71,10,17.07,5.14,10
obs133,"Schmidt et al., 1997b",1997,138.62,70.74,10,113.05,48,10
obs134,"Schmidt et al., 1997b",1997,115.05,54.32,10,55.93,32.84,10
obs135,"Schmidt et al., 1997b",1997,100.67,68.21,10,69.51,58.11,10
obs136,"Schmidt et al., 1997b",1997,138.62,70.74,10,244.87,66.95,10
obs137,"Schmidt et al., 1997b",1997,115.05,54.32,10,148.2,101.06,10
obs138,"Schmidt et al., 1997b",1997,100.67,68.21,10,174.17,68.21,10
obs139,"Vitousek et al., 1993",1993,4.6,2.24,5,6.6,1.79,5
obs140,"Vitousek et al., 1993",1993,19,11.18,5,22,13.42,5
obs141,"Vitousek et al., 1993",1993,36,15.65,5,59,26.83,5
obs142,"Vitousek et al., 1993",1993,10,2.24,5,9,1.34,5
obs143,"Vitousek et al., 1993",1993,4.6,2.24,5,13.3,6.48,5
obs144,"Vitousek et al., 1993",1993,19,11.18,5,34,13.42,5
obs145,"Vitousek et al., 1993",1993,36,15.65,5,83,26.83,5
obs146,"Vitousek et al., 1993",1993,10,2.24,5,10.2,2.46,5
obs147,"Vitousek et al., 1993",1993,0.5,0.2,4,0.6,0.4,4
obs148,"Vitousek et al., 1993",1993,0.5,0.2,4,1.2,0.4,4
obs149,"Battermann et al., 2013",2013,1.09,0.48,10,0.97,0.43,10
obs150,"Battermann et al., 2013",2013,1.09,0.48,10,0.51,0.39,10
obs151,"Battermann et al., 2013",2013,1.09,0.48,10,6.08,1.05,10
obs152,"Battermann et al., 2013",2013,1.09,0.48,10,5.94,1.66,10
obs153,"Limpens et al., 2004",2004,28.38,15.24,5,37.07,31.29,5
obs154,"Limpens et al., 2004",2004,28.38,15.24,5,38.22,32.57,5
obs155,"Limpens et al., 2004",2004,25.19,20.42,5,32.43,8.75,5
obs156,"Limpens et al., 2004",2004,25.19,20.42,5,23.17,15.93,5
obs157,"Limpens et al., 2004",2004,38.22,15.15,5,56.76,17.57,5
obs158,"Limpens et al., 2004",2004,38.22,15.15,5,42.57,22.21,5
obs159,"Limpens et al., 2004",2004,67.18,24.58,5,133.49,45.94,5
obs160,"Limpens et al., 2004",2004,67.18,24.58,5,86.87,24.41,5
obs161,"Limpens et al., 2004",2004,38.27,18.57,5,42.96,0.81,5
obs162,"Limpens et al., 2004",2004,38.27,18.57,5,35.74,34.71,5
obs163,"Limpens et al., 2004",2004,45.13,19.37,5,65.34,46.82,5
obs164,"Limpens et al., 2004",2004,45.13,19.37,5,30.69,26.64,5
obs165,"Limpens et al., 2004",2004,54.51,34.71,5,97.83,64.58,5
obs166,"Limpens et al., 2004",2004,54.51,34.71,5,61.37,37.13,5
obs167,"Limpens et al., 2004",2004,61.37,37.94,5,93.86,46.82,5
obs168,"Limpens et al., 2004",2004,61.37,37.94,5,71.48,25.83,5
obs169,"Limpens et al., 2004",2004,81.25,21.52,5,67.99,16.09,5
obs170,"Limpens et al., 2004",2004,81.25,21.52,5,59.94,13.9,5
obs171,"Limpens et al., 2004",2004,76.52,16.17,5,86.93,13.07,5
obs172,"Limpens et al., 2004",2004,76.52,16.17,5,56.63,23.44,5
obs173,"Limpens et al., 2004",2004,100.19,14.24,5,124.34,53.77,5
obs174,"Limpens et al., 2004",2004,100.19,14.24,5,71.31,39.5,5
obs175,"Limpens et al., 2004",2004,158.9,18.99,5,270.64,68.83,5
obs176,"Limpens et al., 2004",2004,158.9,18.99,5,103.5,54.66,5
obs177,"Limpens et al., 2004",2004,30.07,10.58,5,39.67,8.9,5
obs178,"Limpens et al., 2004",2004,30.07,10.58,5,35.06,9.74,5
obs179,"Limpens et al., 2004",2004,38.38,14.67,5,46.49,29.05,5
obs180,"Limpens et al., 2004",2004,38.38,14.67,5,30.44,16.76,5
obs181,"Limpens et al., 2004",2004,31.55,13.05,5,48.15,29.86,5
obs182,"Limpens et al., 2004",2004,31.55,13.05,5,28.04,13.06,5
obs183,"Limpens et al., 2004",2004,45.94,18.75,5,64.58,40.5,5
obs184,"Limpens et al., 2004",2004,45.94,18.75,5,34.32,21.27,5
obs185,"Zamin et al., 2014",2014,386.46,54.79,5,418.67,100.19,5
obs186,"Zamin et al., 2014",2014,386.46,54.79,5,319.25,70.45,5
obs187,"Zamin et al., 2014",2014,58.8,6.91,5,64.15,20.16,5
obs188,"Zamin et al., 2014",2014,58.8,6.91,5,67.47,13.57,5
obs189,"Koide et al., 1988",1988,245,90.4,5,309,58.8,5
obs190,"Koide et al., 1988",1988,245,90.4,5,241,53.2,5
obs191,"Koide et al., 1988",1988,245,90.4,5,348,159,5
obs192,"Koide et al., 1988",1988,245,90.4,5,212,25.23,5
obs193,"Lammerts et al., 1999",1999,53.9,17.9,5,115.3,102.6,5
obs194,"Lammerts et al., 1999",1999,53.9,17.9,5,126.4,67.1,5
obs195,"Lammerts et al., 1999",1999,146.9,118.3,5,307.4,78,5
obs196,"Lammerts et al., 1999",1999,146.9,118.3,5,121,73.6,5
obs197,"Lammerts et al., 1999",1999,131.1,149.9,5,381,161.7,5
obs198,"Lammerts et al., 1999",1999,131.1,149.9,5,24,9.4,5
obs199,"Lammerts et al., 1999",1999,1437.8,290.9,5,1266,82.3,5
obs200,"Lammerts et al., 1999",1999,1437.8,290.9,5,1235.5,247.3,5
obs201,"Lammerts et al., 1999",1999,792.7,254.8,5,793,223.7,5
obs202,"Lammerts et al., 1999",1999,792.7,254.8,5,796.2,51,5
obs203,"Lammerts et al., 1999",1999,800.5,240,5,930.6,175,5
obs204,"Lammerts et al., 1999",1999,800.5,240,5,832.6,377.4,5
obs205,"Zhu et al., 2014",2014,2.59,0.38,3,2.72,0.36,3
obs206,"Zhu et al., 2014",2014,2.59,0.38,3,3.1,0.31,3
obs207,"Zhu et al., 2014",2014,2.14,0.06,3,2.75,0.36,3
obs208,"Zhu et al., 2014",2014,2.14,0.06,3,2.89,0.28,3
obs209,"Vitousek and Farrington, 1997",1997,0.7,0.29,5,1.41,0.51,5
obs210,"Vitousek and Farrington, 1997",1997,0.7,0.29,5,0.71,0.24,5
obs211,"Vitousek and Farrington, 1997",1997,2.2,0.66,5,2.82,0.35,5
obs212,"Vitousek and Farrington, 1997",1997,2.2,0.66,5,2.31,0.65,5
obs213,"Vitousek and Farrington, 1997",1997,1.6,0.22,5,1.5,0.22,5
obs214,"Vitousek and Farrington, 1997",1997,1.6,0.22,5,2.41,0.24,5
obs215,"Augustine et al., 2003",2003,7.16,1.49,4,7.31,0.86,4
obs216,"Augustine et al., 2003",2003,7.16,1.49,4,9.6,2.07,4
obs217,"Alvarez et al., 2013",2013,0.02,0.03,6,0.03,0.03,6
obs218,"Alvarez et al., 2013",2013,0.02,0.03,6,0.03,0.03,6
obs219,"Alvarez et al., 2013",2013,0.03,0.02,6,0.01,0.02,6
obs220,"Alvarez et al., 2013",2013,0.03,0.02,6,0.02,0.02,6
obs221,"Alvarez et al., 2013",2013,0.03,0.01,6,0.04,0.02,6
obs222,"Alvarez et al., 2013",2013,0.03,0.01,6,0.03,0.02,6
obs223,"Alvarez et al., 2013",2013,0.02,0.02,6,0.02,0.02,6
obs224,"Alvarez et al., 2013",2013,0.02,0.02,6,0.02,0.02,6
obs225,"Alvarez et al., 2013",2013,0.02,0.01,6,0.02,0.01,6
obs226,"Alvarez et al., 2013",2013,0.02,0.01,6,0.05,0.02,6
obs227,"Chen et al., 2010",2010,399.3,9.13,6,435.21,27.57,6
obs228,"Chen et al., 2010",2010,399.3,9.13,6,378.07,7.95,6
obs229,"Mayor et al., 2015",2015,48,0.07,4,48.5,0.14,4
obs230,"Mayor et al., 2015",2015,48,0.07,4,47.6,0.16,4
obs231,"Duren et al., 1997",1997,385.1,50.57,5,520.67,99.79,5
obs232,"Duren et al., 1997",1997,385.1,50.57,5,403.85,89.46,5
obs233,"Duren et al., 1997",1997,353.24,56.02,5,286.14,27.39,5
obs234,"Duren et al., 1997",1997,353.24,56.02,5,326.7,41.62,5
obs235,"Haag, 1973",1973,23.7,3.7,2,27.8,4.8,2
obs236,"Haag, 1973",1973,23.7,3.7,2,28.1,2.7,2
obs237,"Haag, 1973",1973,23.7,3.7,2,19.8,2.3,2
obs238,"Haag, 1973",1973,23.7,3.7,2,26.9,3.4,2
obs239,"Haag, 1973",1973,50.9,5.8,2,58.5,5.2,2
obs240,"Haag, 1973",1973,50.9,5.8,2,67.9,5.1,2
obs241,"Haag, 1973",1973,50.9,5.8,2,41.1,5.5,2
obs242,"Haag, 1973",1973,50.9,5.8,2,52.6,4.8,2
obs243,"Sundqvist et al., 2014",2014,193.26,53.65,4,256.53,45.39,4
obs244,"Sundqvist et al., 2014",2014,193.26,53.65,4,213.89,45.39,4
obs245,"Sundqvist et al., 2014",2014,178.13,48.14,4,161.62,30.26,4
obs246,"Sundqvist et al., 2014",2014,178.13,48.14,4,129.3,13.76,4
obs247,"Sundqvist et al., 2014",2014,159.56,31.64,4,188.45,24.76,4
obs248,"Sundqvist et al., 2014",2014,159.56,31.64,4,174,19.26,4
obs249,"Sundqvist et al., 2014",2014,207.67,9.58,4,239.62,46.33,4
obs250,"Sundqvist et al., 2014",2014,207.67,9.58,4,194.89,14.38,4
obs251,"Sundqvist et al., 2014",2014,132.59,12.78,4,168.53,36.74,4
obs252,"Sundqvist et al., 2014",2014,132.59,12.78,4,143.77,20.77,4
obs253,"Sundqvist et al., 2014",2014,178.91,46.33,4,230.83,11.18,4
obs254,"Sundqvist et al., 2014",2014,178.91,46.33,4,178.12,9.58,4
obs255,"Hoek et al., 2004",2004,506.21,168.34,5,678.62,239.91,5
obs256,"Hoek et al., 2004",2004,506.21,168.34,5,528.28,236.36,5
obs257,"Hoek et al., 2004",2004,423.45,158.82,5,453.79,211.42,5
obs258,"Hoek et al., 2004",2004,423.45,158.82,5,633.1,242.86,5
obs259,"Hoek et al., 2004",2004,377.93,118.53,5,354.48,192.58,5
obs260,"Hoek et al., 2004",2004,377.93,118.53,5,364.14,192.61,5
obs261,"Hoek et al., 2004",2004,408.28,168.04,5,430.34,47.66,5
obs262,"Hoek et al., 2004",2004,408.28,168.04,5,571.03,341.5,5
obs263,"Hoek et al., 2004",2004,607.48,305.28,5,579.44,284.49,5
obs264,"Hoek et al., 2004",2004,607.48,305.28,5,686.25,179.82,5
obs265,"Hoek et al., 2004",2004,502,341.37,5,686.25,439.2,5
obs266,"Hoek et al., 2004",2004,502,341.37,5,727.64,558.34,5
obs267,"Hoek et al., 2004",2004,520.69,305.53,5,500.67,326.46,5
obs268,"Hoek et al., 2004",2004,520.69,305.53,5,461.95,192.42,5
obs269,"Hoek et al., 2004",2004,588.79,198,5,736.98,319.8,5
obs270,"Hoek et al., 2004",2004,588.79,198,5,559.41,305.42,5
obs271,"Bowman et al., 1993",1993,16.92,1.82,5,17.46,1.62,5
obs272,"Bowman et al., 1993",1993,16.92,1.82,5,19.99,3.21,5
obs273,"Bowman et al., 1993",1993,0.21,0.03,5,0.24,0.04,5
obs274,"Bowman et al., 1993",1993,0.21,0.03,5,0.3,0.02,5
obs275,"Bowman et al., 1993",1993,0.91,0.11,5,1.06,0.09,5
obs276,"Bowman et al., 1993",1993,0.91,0.11,5,0.92,0.13,5
obs277,"Bowman et al., 1993",1993,13.2,1.79,5,13.2,2.46,5
obs278,"Bowman et al., 1993",1993,13.2,1.79,5,15.5,2.91,5
obs279,"Bowman et al., 1993",1993,11.4,1.34,5,11.7,1.57,5
obs280,"Bowman et al., 1993",1993,11.4,1.34,5,11.9,0.89,5
obs281,"Bowman et al., 1993",1993,17.3,3.35,5,16.7,2.24,5
obs282,"Bowman et al., 1993",1993,17.3,3.35,5,16.4,2.24,5
obs283,"Bowman et al., 1993",1993,10.9,1.57,5,10.9,1.12,5
obs284,"Bowman et al., 1993",1993,10.9,1.57,5,12,1.12,5
obs285,"Bowman et al., 1993",1993,2.71,0.11,5,2.59,0.09,5
obs286,"Bowman et al., 1993",1993,2.71,0.11,5,3.56,0.11,5
obs287,"Bowman et al., 1993",1993,3.31,0.31,5,3.72,0.38,5
obs288,"Bowman et al., 1993",1993,3.31,0.31,5,4.13,0.2,5
obs289,"Bowman et al., 1993",1993,3.02,0.13,5,3.08,0.22,5
obs290,"Bowman et al., 1993",1993,3.02,0.13,5,3.46,0.18,5
obs291,"Bowman et al., 1993",1993,4.21,0.25,5,3.88,0.38,5
obs292,"Bowman et al., 1993",1993,4.21,0.25,5,4.8,0.16,5
obs293,"Bowman et al., 1993",1993,3.6,0.13,5,3.42,0.42,5
obs294,"Bowman et al., 1993",1993,3.6,0.13,5,3.66,0.31,5
obs295,"Bowman et al., 1993",1993,136,17.89,5,149,24.6,5
obs296,"Bowman et al., 1993",1993,136,17.89,5,221,24.6,5
obs297,"Bowman et al., 1993",1993,299,26.83,5,407,210.19,5
obs298,"Bowman et al., 1993",1993,299,26.83,5,427,138.64,5
obs299,"Davidson et al., 2004",2004,7.5,5.2,3,11.1,2.08,3
obs300,"Davidson et al., 2004",2004,7.5,5.2,3,10.2,4.68,3
obs301,"Gusewell et al., 2002",2002,305.9,50.06,4,316.52,52.38,4
obs302,"Gusewell et al., 2002",2002,305.9,50.06,4,260.47,49.01,4
obs303,"Gusewell et al., 2002",2002,10.62,1.11,4,14.87,1.29,4
obs304,"Gusewell et al., 2002",2002,10.62,1.11,4,10.29,1,4
obs305,"Ngai and Jefferies,2004",2004,74.4,25.35,6,186.84,32.25,6
obs306,"Ngai and Jefferies,2004",2004,74.4,25.35,6,173.31,32.17,6
obs307,"Ngai and Jefferies,2004",2004,74.4,25.35,6,138.65,27.81,6
obs308,"Ngai and Jefferies,2004",2004,74.4,25.35,6,141.18,29.9,6
obs309,"Potthast et al., 2012",2012,9.02,2.57,8,9.75,1.55,8
obs310,"Potthast et al., 2012",2012,9.02,2.57,8,9.13,2.35,8
obs311,"Potthast et al., 2012",2012,120.4,32.91,8,138.36,11.45,8
obs312,"Potthast et al., 2012",2012,120.4,32.91,8,122.6,27.19,8
obs313,"Potthast et al., 2012",2012,16.74,7.38,8,14.62,3.14,8
obs314,"Potthast et al., 2012",2012,16.74,7.38,8,22.82,5.37,8
obs315,"Johnson et al., 2015",2015,7.36,0.73,6,9.24,1.25,6
obs316,"Johnson et al., 2015",2015,7.36,0.73,6,7.65,0.92,6
obs317,"Johnson et al., 2015",2015,0.25,0,6,0.25,0.05,6
obs318,"Johnson et al., 2015",2015,0.25,0,6,4.79,1.42,6
obs319,"Johnson et al., 2015",2015,5.38,0.63,6,6.81,0.91,6
obs320,"Johnson et al., 2015",2015,5.38,0.63,6,5,1.19,6
obs321,"Johnson et al., 2015",2015,0.23,0.14,6,0.25,0.14,6
obs322,"Johnson et al., 2015",2015,0.23,0.14,6,4.45,0.62,6
obs323,"Johnson et al., 2015",2015,4.07,0.98,6,5.13,0.61,6
obs324,"Johnson et al., 2015",2015,4.07,0.98,6,4,0.93,6
obs325,"Johnson et al., 2015",2015,1.02,0.05,6,1.06,0.05,6
obs326,"Johnson et al., 2015",2015,1.02,0.05,6,2.63,0.27,6
obs327,"Barger et al., 2002",2002,405.48,133.67,10,717.03,292.09,10
obs328,"Barger et al., 2002",2002,406.48,134.67,10,491.59,99.01,10
obs329,"Soudzilovskaia et al., 2005",2005,120,28.57,4,202.29,67.43,4
obs330,"Soudzilovskaia et al., 2005",2005,120,28.57,4,140.57,22.86,4
obs331,"Gill et al., 2006",2006,95,40.5,9,92.2,66.9,9
obs332,"Gill et al., 2006",2006,95,40.5,9,108,75,9
obs333,"Gill et al., 2006",2006,93,66.6,9,28,24.89,8
obs334,"Gill et al., 2006",2006,93,66.6,9,120,115.2,9
obs335,"Gill et al., 2006",2006,12.9,11.4,9,31.5,23.48,8
obs336,"Gill et al., 2006",2006,12.9,11.4,9,13.8,24.89,8
obs337,"Gill et al., 2006",2006,42.4,34.2,9,166.2,180,9
obs338,"Gill et al., 2006",2006,42.4,34.2,9,66,51.6,9
obs339,"Gill et al., 2006",2006,0.4,0.41,2,2.5,2.58,4
obs340,"Gill et al., 2006",2006,0.4,0.41,2,0.8,0.66,3
obs341,"Gill et al., 2006",2006,3.4,3.88,4,24.9,30.4,4
obs342,"Gill et al., 2006",2006,3.4,3.88,4,8.9,13.47,6
obs343,"Gill et al., 2006",2006,4.4,7.8,4,1.8,1.7,2
obs344,"Gill et al., 2006",2006,4.4,7.8,4,1.7,3.2,4
obs345,"Gill et al., 2006",2006,5.7,6.41,3,7,9.87,3
obs346,"Gill et al., 2006",2006,5.7,6.41,3,5.3,4.68,3
obs347,"Craine et al., 2008",2008,362.4,63.9,5,455.9,70,5
obs348,"Craine et al., 2008",2008,362.4,63.9,5,353.1,62.6,5
obs349,"Craine et al., 2008",2008,105.9,17.5,5,134,25.3,5
obs350,"Craine et al., 2008",2008,105.9,17.5,5,168.6,28.3,5
obs351,"Craine et al., 2008",2008,321.2,43.7,5,368.2,57.5,5
obs352,"Craine et al., 2008",2008,321.2,43.7,5,322.9,51.2,5
obs353,"Craine et al., 2008",2008,294.2,62.1,5,352.7,56.2,5
obs354,"Craine et al., 2008",2008,294.2,62.1,5,295.2,48.8,5
