obs_ID,study_ID,year_pub,C_mean,C_sd,C_n,T_mean,T_sd,T_n
obs069,Iguchi et al 2012,2012,6.86,1.960612149,10,3.77,2.055480479,10
obs070,Iguchi et al 2012,2012,6.86,1.960612149,10,1.17,1.233288287,10
obs071,Iguchi et al 2012,2012,7.12,1.897366596,10,3.25,0.853814968,10
obs072,Iguchi et al 2012,2012,7.12,1.897366596,10,1.58,0.885437745,10
obs073,Huang et al 2014,2014,0.505,0.015811388,10,0.518,0.09486833,10
obs074,Huang et al 2014,2014,0.505,0.015811388,10,0.412,0.001897367,10
obs075,Huang et al 2014,2014,0.607,0.018024983,10,0.431,0.047434165,10
obs076,Huang et al 2014,2014,0.607,0.018024983,10,0.333,0.034152599,10
obs077,Huang et al 2014,2014,0.374,0.084076156,5,0.62,0.046063,5
obs078,Huang et al 2014,2014,0.374,0.084076156,5,0.614,0.137965394,5
obs079,Huang et al 2014,2014,0.419,0.036895122,5,0.475,0.120971278,5
obs080,Huang et al 2014,2014,0.419,0.036895122,5,0.504,0.071106962,5
obs081,Kavousi et al 2015,2015,0.788,0.1,6,0.7,0.161538462,6
obs082,Kavousi et al 2015,2015,0.762,0.061538462,6,0.658,0.061538462,6
obs083,Kavousi et al 2015,2015,0.704,0.1,6,0.573,0.080769231,6
obs084,Kavousi et al 2015,2015,0.973,0.080769231,6,0.758,0.130769231,6
obs085,Kavousi et al 2015,2015,1.05,0.138038462,6,0.799,0.202192308,6
obs086,Kavousi et al 2015,2015,1.249,0.101076923,6,0.934,1.183576923,6
obs087,Kavousi et al 2015,2015,0.673,0.084615385,6,0.519,0.065384615,6
obs088,Kavousi et al 2015,2015,0.708,0.088461538,6,0.604,0.061538462,6
obs089,Kavousi et al 2015,2015,0.7,0.15,6,0.608,0.111538462,6
obs090,Houlbrèque et al 2015,2015,913.5,210,5,478.1,54.3,5
obs091,Houlbrèque et al 2015,2015,543.2,78.1,5,250.7,43.8,5
obs092,Houlbrèque et al 2012,2012,4037.2,590.7,4,4483.7,488.4,4
obs093,Houlbrèque et al 2012,2012,4037.2,590.7,4,4939.5,441.9,4
obs094,Holcomb et al 2012,2012,0.00181,0.0007,4,0.00176,0.0006,4
obs095,Holcomb et al 2012,2012,0.00164,0.00049,5,0.00133,0.000491935,5
obs096,Holcomb et al 2012,2012,2.1,0.9,6,0.72,0.55,6
obs097,Enochs et al 2014,2014,8.41,12.36,16,2.56,9.5,16
obs098,Enochs et al 2014,2014,29.19,11.752,16,21.65,5.764,16
obs099,Edmunds et al 2012,2012,0.997,0.129653384,10,0.865,0.306740933,10
obs100,Edmunds et al 2012,2012,1.742,0.483828482,10,1.492,0.290929545,10
obs101,Edmunds 2012,2012,0.974,0.154951605,10,0.968,0.225,9
obs102,Edmunds 2012,2012,0.974,0.154951605,10,0.806,0.341525987,10
obs103,Edmunds 2011,2011,1.508,0.306740933,10,1.26,0.33836371,10
obs104,Edmunds 2011,2011,0.994,0.085381497,10,0.854,0.221359436,10
obs105,Dufault et al 2013,2013,1.574,0.227802546,6,1.117,0.225353056,6
obs106,Dufault et al 2013,2013,1.315,0.134721936,6,1.371,0.134721936,6
obs107,Dufault et al 2013,2013,0.808,0.079372539,7,0.534,0.044977772,7
obs108,Dufault et al 2013,2013,0.632,0.068789534,7,0.514,0.058206529,7
obs109,Dufault et al 2012,2012,0.0337,0.002204541,6,0.0346,0.003919184,6
obs110,Dufault et al 2012,2012,0.0244,0.002204541,6,0.0284,0.003919184,6
obs111,Drenkard et al 2013,2013,547.4,30.31088913,3,422.7,47.28498705,3
obs112,Drenkard et al 2013,2013,351.6,18.53294364,3,251.3,13.5099963,3
obs113,Doropoulos et al 2012a,2012,0.216,0.053665631,5,0.193,0.04472136,5
obs114,Doropoulos et al 2012a,2012,0.216,0.053665631,5,0.15,0.026832816,5
obs115,de Putron et al 2011,2011,233.8,57.15767665,3,211.1,62.18062399,3
obs116,de Putron et al 2011,2011,233.8,57.15767665,3,102.7,36.37306696,3
obs117,de Putron et al 2011,2011,233.8,57.15767665,3,16.5,17.66691824,3
obs118,de Putron et al 2011,2011,212.9,39.31755333,3,211.7,27.886018,3
obs119,de Putron et al 2011,2011,212.9,39.31755333,3,133.2,16.28127759,3
obs120,de Putron et al 2011,2011,342.6,88.50779627,3,321.6,45.033321,3
obs121,de Putron et al 2011,2011,342.6,88.50779627,3,185.7,26.15396719,3
obs122,de Putron et al 2011,2011,342.6,88.50779627,3,54.1,30.48409421,3
obs123,de Putron et al 2011,2011,253.8,17.66691824,3,236.5,32.04293994,3
obs124,de Putron et al 2011,2011,253.8,17.66691824,3,152,52.13472931,3
obs125,Crook et al 2013,2013,48.9,15.27350647,18,37,15.82624403,23
obs126,Crook et al 2013,2013,48.9,15.27350647,18,37.9,14.07124728,22
obs127,Crook et al 2013,2013,10.8,1.407124728,22,5.8,2.645751311,28
obs128,Crook et al 2013,2013,10.8,1.407124728,22,6.8,0.979795897,24
obs129,Comeau et al 2014a,2014,1.157,0.568112665,12,1.085,0.45033321,12
obs130,Comeau et al 2014a,2014,1.157,0.568112665,12,1.027,0.401835787,12
obs131,Comeau et al 2014a,2014,1.065,0.602753681,12,1.21,0.353338365,12
obs132,Comeau et al 2014a,2014,1.065,0.602753681,12,1.114,0.533471649,12
obs133,Comeau et al 2014a,2014,1.896,0.353338365,12,1.746,0.53693575,12
obs134,Comeau et al 2014a,2014,1.896,0.353338365,12,1.645,0.384515279,12
obs135,Comeau et al 2014a,2014,0.672,0.301376841,12,0.61,0.2147743,12
obs136,Comeau et al 2014a,2014,0.672,0.301376841,12,0.561,0.200917894,12
obs137,Comeau et al 2014a,2014,0.773,0.318697349,12,0.533,0.183597386,12
obs138,Comeau et al 2014a,2014,0.773,0.318697349,12,0.595,0.183597386,12
obs139,Comeau et al 2014a,2014,1.183,0.419156295,12,1.106,0.318697349,12
obs140,Comeau et al 2014a,2014,1.183,0.419156295,12,1.178,0.336017857,12
obs141,Comeau et al 2014c,2014,1.019,0.14862705,10,0.926,0.227683992,10
obs142,Comeau et al 2014c,2014,1.019,0.14862705,10,0.74,0.120166551,10
obs143,Comeau et al 2014c,2014,0.385,0.126491106,10,0.43,0.129653384,10
obs144,Comeau et al 2014c,2014,0.385,0.126491106,10,0.375,0.126491106,10
obs145,Comeau et al 2014d,2014,0.846,0.12170456,7,0.75,0.206368602,7
obs146,Comeau et al 2014d,2014,0.846,0.12170456,7,0.63,0.164036581,7
obs147,Comeau et al 2014d,2014,0.735,0.129641814,7,0.714,0.164036581,7
obs148,Comeau et al 2014d,2014,0.735,0.129641814,7,0.55,0.087309793,7
obs149,Comeau et al 2013c,2013,1.523,0.744781847,12,1.522,0.249415316,12
obs150,Comeau et al 2013c,2013,1.523,0.744781847,12,1.412,0.675499815,12
obs151,Comeau et al 2013c,2013,1.523,0.744781847,12,1.174,0.654715205,12
obs152,Comeau et al 2013c,2013,1.523,0.744781847,12,1.358,0.47111782,12
obs153,Comeau et al 2013c,2013,1.523,0.744781847,12,1.098,0.391443483,12
obs154,Comeau et al 2013c,2013,1.297,0.297912739,12,1.408,0.284056332,12
obs155,Comeau et al 2013c,2013,1.297,0.297912739,12,1.217,0.325625552,12
obs156,Comeau et al 2013c,2013,1.297,0.297912739,12,1.014,0.332553755,12
obs157,Comeau et al 2013c,2013,1.297,0.297912739,12,1.164,0.367194771,12
obs158,Comeau et al 2013c,2013,1.297,0.297912739,12,0.731,0.332553755,12
obs159,Comeau et al 2013c,2013,0.611,0.221702503,12,0.669,0.297912739,12
obs160,Comeau et al 2013c,2013,0.611,0.221702503,12,0.687,0.280592231,12
obs161,Comeau et al 2013c,2013,0.611,0.221702503,12,0.609,0.2147743,12
obs162,Comeau et al 2013c,2013,0.611,0.221702503,12,0.551,0.200917894,12
obs163,Comeau et al 2013c,2013,0.611,0.221702503,12,0.547,0.221702503,12
obs164,Comeau et al 2013c,2013,0.893,0.290984536,12,0.846,0.228630707,12
obs165,Comeau et al 2013c,2013,0.893,0.290984536,12,0.907,0.19398969,12
obs166,Comeau et al 2013c,2013,0.893,0.290984536,12,0.877,0.211310199,12
obs167,Comeau et al 2013c,2013,0.893,0.290984536,12,0.66,0.2147743,12
obs168,Comeau et al 2013c,2013,0.893,0.290984536,12,0.582,0.166276878,12
obs169,Cohen et al 2009,2009,72.9,6.484597135,5,54.2,9.167878708,5
obs170,Cohen et al 2009,2009,72.9,6.484597135,5,34,9.615092303,5
obs171,Cohen et al 2009,2009,72.9,6.484597135,5,3.4,0.670820393,5
obs172,Chauvin et al 2011,2011,0.601,0.117,5,0.594,0.087,5
obs173,Chauvin et al 2011,2011,0.601,0.117,5,0.483,0.082,5
obs174,Chauvin et al 2011,2011,0.601,0.117,5,0.532,0.093,5
obs175,Chauvin et al 2011,2011,0.601,0.117,5,0.475,0.072,5
obs176,Chauvin et al 2011,2011,0.601,0.117,5,0.509,0.114,5
obs177,Chauvin et al 2011,2011,0.687,0.113,5,0.691,0.184,5
obs178,Chauvin et al 2011,2011,0.687,0.113,5,0.666,0.084,5
obs179,Chauvin et al 2011,2011,0.687,0.113,5,0.583,0.279,5
obs180,Chauvin et al 2011,2011,0.687,0.113,5,0.691,0.111,5
obs181,Chauvin et al 2011,2011,0.687,0.113,5,0.666,0.044,5
obs182,Castillo et al 2014,2014,1.491,0.682471148,10,1.923,0.698605218,10
obs183,Castillo et al 2014,2014,1.491,0.682471148,10,2.153,0.684084555,10
obs184,Castillo et al 2014,2014,1.491,0.682471148,10,1.806,0.690538183,10
obs185,Castillo et al 2014,2014,2.243,0.698605218,10,2.752,0.669563892,10
obs186,Castillo et al 2014,2014,2.243,0.698605218,10,3.104,0.671177299,10
obs187,Castillo et al 2014,2014,2.243,0.698605218,10,2.014,0.688924776,10
obs188,Castillo et al 2014,2014,1.969,0.696991811,10,2.748,0.696991811,10
obs189,Castillo et al 2014,2014,1.969,0.696991811,10,2.342,0.661496857,10
obs190,Castillo et al 2014,2014,1.969,0.696991811,10,1.793,0.67601752,10
obs191,Biscéré et al 2015,2015,6.596,8.383,14,7.192,8.681,14
obs192,Biscéré et al 2015,2015,4.882,6.845,14,4.555,15.69463056,14
obs193,Anthony et al 2008,2008,0.403333333,0.083914639,15,0.330666667,0.076168672,15
obs194,Anthony et al 2008,2008,0.403333333,0.083914639,15,0.282333333,0.080041656,15
obs195,Anthony et al 2008,2008,0.404333333,0.171702262,15,0.354333333,0.179448228,15
obs196,Anthony et al 2008,2008,0.404333333,0.171702262,15,0.241,0.103279556,15
obs197,Albright et al 2008,2008,0.010666667,0.007615773,58,0.004666667,0.008544004,73
obs198,Albright et al 2008,2008,0.010666667,0.007615773,58,0.003,0.009311283,30
obs199,Albright et al 2008,2008,0.014666667,0.010102475,14,0.008,0.004,16
obs200,Albright et al 2008,2008,0.014666667,0.010102475,14,0.002333333,0.005375872,10
obs201,Anlauf et al 2011,2011,97.4,37.90092347,32,94.3,26.83840532,30
obs202,Albright & Langdon 2011,2011,0.74,0.49315312,38,0.62,0.414125585,35
obs203,Albright & Langdon 2011,2011,0.74,0.49315312,38,0.49,0.323109888,29
obs204,Albright et al 2010,2010,1.53,0.762823702,11,0.93,0.54,9
obs205,Albright et al 2010,2010,1.53,0.762823702,11,0.77,0.626099034,5
obs206,Foster et al 2015,2015,269,64.84597135,5,106,35.77708764,5
obs207,Jiang et al 2015,2015,630,214.1588196,26,416,92.95160031,60
obs208,Jiang et al 2015,2015,630,214.1588196,26,394,124.9239769,54
obs209,Evensen et al 2015,2015,72.2,40.47283039,5,22.6,4.024922359,5
obs210,Evensen et al 2015,2015,119.3,38.18376618,8,69.3,29.4156421,8
obs211,Evensen et al 2015,2015,24,29.4156421,8,10.4,7.919595949,8
