study_id,ecosystem/vegetation type,N addition (kg N ha-1 y-1),addition simplify,Fertilizer type,Fertilizer type simplify,Duration (days),Duration simplify,Species,Needle/broadleaf,C3/C4,Legume/non-legume,Deciduous/evergreen,Organ,Organ simplify 1,Organ simplify 2,mean_trt,mean_ctrl,Δ1,δ15N of fertilizer ‰,Δ2,,SD_trt,SD_ctrl,N_trt,N_ctrl,N,J,S,Hedages d,Vd,Vd*n,w',d',
46 ,Tree,200.000 ,>= 200,Urea,urea,90.000 ,< 3 yr,Pinus contorta,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-2.151 ,-2.455 ,0.304 ,1.500 ,1.196 ,,0.528 ,0.576 ,3.000 ,3.000 ,8.000 ,0.8000 ,0.5525 ,0.4395 ,0.6828 ,5.4621,0.1831,0.0805 ,
46 ,Tree,200.000 ,>= 200,Urea,urea,365.000 ,< 3 yr,Pinus contorta,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-2.879 ,-3.404 ,0.525 ,1.500 ,0.975 ,,0.432 ,0.384 ,3.000 ,3.000 ,8.000 ,0.8000 ,0.4088 ,1.0278 ,0.7547 ,6.0376,0.1656,0.1702 ,
47 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,4745.000 , > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,-2.900 ,-2.600 ,-0.300 ,0.000 ,0.300 ,-1.191 ,1.039 ,0.400 ,3.000 ,4.000 ,23.000 ,0.8421 ,0.7266 ,-0.3477 ,0.5920 ,13.6152,0.0734,-0.0255 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,4745.000 , > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,-0.500 ,-2.600 ,2.100 ,0.000 ,-2.100 ,,0.346 ,0.400 ,3.000 ,4.000 ,23.000 ,0.8421 ,0.3795 ,4.6602 ,2.1346 ,49.0953,0.0204,0.0949 ,
47 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,4745.000 , > 10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.4,-1.8,0.4,0.000 ,-0.400 ,,0.173 ,0.245 ,3.000,6.000,23.000 ,0.8889 ,0.2268 ,1.5679 ,0.6366 ,14.6410,0.0683,0.1071 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,4745.000 , > 10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.8,-1.8,3.6,0.000 ,-3.600 ,,1.039 ,0.245 ,3.000,6.000,23.000 ,0.8889 ,0.5928 ,5.3980 ,2.1188 ,48.7322,0.0205,0.1108 ,
47 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,3285.000 ,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-1.600 ,-1.500 ,-0.100 ,0.000 ,0.100 ,,0.693 ,1.000 ,3.000 ,4.000 ,23.000 ,0.8421 ,0.8899 ,-0.0946 ,0.5840 ,13.4314,0.0745,-0.0070 ,
47 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,2190.000 ,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-3.100 ,-1.800 ,-1.300 ,0.000 ,1.300 ,,1.039 ,1.200 ,3.000 ,4.000 ,23.000 ,0.8421 ,1.1384 ,-0.9616 ,0.6494 ,14.9359,0.0670,-0.0644 ,
47 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,1460.000 ,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-0.5,-2.1,1.6,0.000 ,-1.600 ,,1.039 ,0.6,3.000 ,4.000 ,23.000 ,0.8421 ,0.8050 ,1.6738 ,0.7834 ,18.0192,0.0555,0.0929 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,3285.000 ,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,0.500 ,-1.500 ,2.000 ,0.000 ,-2.000 ,,0.173 ,1.000 ,3.000 ,4.000 ,23.000 ,0.8421 ,0.7823 ,2.1529 ,0.9144 ,21.0312,0.0475,0.1024 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,2190.000 ,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,0.5,-1.800 ,2.300 ,0.000 ,-2.300 ,,0.693 ,1.200 ,3.000 ,4.000 ,23.000 ,0.8421 ,1.0276 ,1.8848 ,0.8371 ,19.2528,0.0519,0.0979 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,1460.000 ,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-0.9,-2.1,1.2,0.000 ,-1.200 ,,0.866 ,0.6,3.000 ,4.000 ,23.000 ,0.8421 ,0.7183 ,1.4068 ,0.7247 ,16.6679,0.0600,0.0844 ,
47 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,3285.000 ,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,-0.700 ,-1.300 ,0.600 ,0.000 ,-0.600 ,,0.866 ,0.693 ,3.000,3.000,23.000 ,0.8000 ,0.7842 ,0.6121 ,0.6979 ,16.0514,0.0623,0.0381 ,
47 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,2190.000 ,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,-0.700 ,-0.600 ,-0.100 ,0.000 ,0.100 ,,0.693 ,0.866 ,3.000,3.000,23.000 ,0.8000 ,0.7842 ,-0.1020 ,0.6675 ,15.3533,0.0651,-0.0066 ,
47 ,Tree,50.000 ,< 100,NH4NO3,NH4NO3,1460.000 ,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,-0.8,-0.2,-0.6,0.000 ,0.600 ,,1.039 ,0.346 ,3.000,3.000,23.000 ,0.8000 ,0.7746 ,-0.6197 ,0.6987 ,16.0693,0.0622,-0.0386 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,3285.000 ,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,2.200 ,-1.300 ,3.500 ,0.000 ,-3.500 ,,1.039 ,0.693 ,3.000,3.000,23.000 ,0.8000 ,0.8832 ,3.1704 ,1.5043 ,34.5983,0.0289,0.0916 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,2190.000 ,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,1.500 ,-0.600 ,2.100 ,0.000 ,-2.100 ,,0.173 ,0.866 ,3.000,3.000,23.000 ,0.8000 ,0.6245 ,2.6902 ,1.2697 ,29.2041,0.0342,0.0921 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,1460.000 ,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,1.8,-0.2,2,0.000 ,-2.000 ,,1.212 ,0.346 ,3.000,3.000,23.000 ,0.8000 ,0.8916 ,1.7945 ,0.9350 ,21.5052,0.0465,0.0834 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,4745.000 , > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,root,root,below ground,0.4,-0.6,1,0.000 ,-1.000 ,,0.520 ,0.6,3.000 ,4.000 ,23.000 ,0.8421 ,0.5692 ,1.4794 ,0.7397 ,17.0124,0.0588,0.0870 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,4745.000 , > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,root,root,below ground,1.6,1.3,0.3,0.000 ,-0.300 ,,0.346 ,0.8,3.000 ,4.000 ,23.000 ,0.8421 ,0.6573 ,0.3844 ,0.5939 ,13.6594,0.0732,0.0281 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,4745.000 , > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,root,root,below ground,2.5,2.1,0.4,0.000 ,-0.400 ,,0.520 ,1.4,3.000 ,4.000 ,23.000 ,0.8421 ,1.1331 ,0.2973 ,0.5896 ,13.5618,0.0737,0.0219 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,4745.000 , > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,root,root,below ground,1.2,1.7,-0.5,0.000 ,0.500 ,,0.693 ,1.4,3.000 ,4.000 ,23.000 ,0.8421 ,1.1696 ,-0.3600 ,0.5926 ,13.6296,0.0734,-0.0264 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,4745.000 , > 10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,root,root,below ground,4.2,-0.6,4.8,0.000 ,-4.800 ,,0.346 ,0.520 ,3.000 ,3.000 ,23.000 ,0.8000 ,0.4416 ,8.6959 ,6.9682 ,160.2687,0.0062,0.0543 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,4745.000 , > 10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,root,root,below ground,2.6,1,1.6,0.000 ,-1.600 ,,0.866 ,1.039 ,3.000 ,4.000 ,23.000 ,0.8421 ,0.9737 ,1.3838 ,0.7201 ,16.5627,0.0604,0.0836 ,
47 ,Tree,150.000 ,100-200,NH4NO3,NH4NO3,4745.000 , > 10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,root,root,below ground,2,1.2,0.8,0.000 ,-0.800 ,,0.866 ,0.346 ,3.000 ,3.000 ,23.000 ,0.8000 ,0.6595 ,0.9704 ,0.7451 ,17.1381,0.0583,0.0566 ,
3 ,shrub,,,NH4NO3,NH4NO3,84 ,< 3 yr,Baccharis halimifolia L.,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,2.780 ,3.430 ,-0.650 ,,,,0.969 ,1.049 ,5.000 ,5.000 ,8.000 ,0.9032 ,1.0099 ,-0.5812 ,0.4169 ,3.3351,0.2998,-0.1743 ,
3 ,shrub,,,NH4NO3,NH4NO3,84 ,< 3 yr,Baccharis halimifolia L.,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,2.545 ,3.430 ,-0.884 ,,,,0.928 ,1.049 ,5.000 ,5.000 ,8.000 ,0.9032 ,0.9907 ,-0.8064 ,0.4325 ,3.4601,0.2890,-0.2330 ,
3 ,shrub,,,NH4NO3,NH4NO3,84 ,< 3 yr,Baccharis halimifolia L.,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,3.448 ,3.430 ,0.018 ,,,,0.121 ,1.049 ,5.000 ,5.000 ,8.000 ,0.9032 ,0.7470 ,0.0218 ,0.4000 ,3.2002,0.3125,0.0068 ,
3 ,shrub,,,NH4NO3,NH4NO3,84 ,< 3 yr,Baccharis halimifolia L.,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,2.816 ,3.430 ,-0.614 ,,,,0.525 ,1.049 ,5.000 ,5.000 ,8.000 ,0.9032 ,0.8296 ,-0.6681 ,0.4223 ,3.3786,0.2960,-0.1978 ,
3 ,shrub,,,NH4NO3,NH4NO3,84 ,< 3 yr,Morella cerifera (L.),broadleaf,C3,N-fixing,evergreen,leaf,leaf,above ground,-1.137 ,-1.227 ,0.090 ,,,,0.242 ,0.242 ,5.000 ,5.000 ,8.000 ,0.9032 ,0.2422 ,0.3366 ,0.4057 ,3.2453,0.3081,0.1037 ,
3 ,shrub,,,NH4NO3,NH4NO3,84 ,< 3 yr,Morella cerifera (L.),broadleaf,C3,N-fixing,evergreen,leaf,leaf,above ground,-0.975 ,-1.227 ,0.253 ,,,,0.323 ,0.242 ,5.000 ,5.000 ,8.000 ,0.9032 ,0.2854 ,0.7998 ,0.4320 ,3.4559,0.2894,0.2314 ,
3 ,shrub,,,NH4NO3,NH4NO3,84 ,< 3 yr,Morella cerifera (L.),broadleaf,C3,N-fixing,evergreen,leaf,leaf,above ground,-0.307 ,-1.227 ,0.921 ,,,,0.727 ,0.242 ,5.000 ,5.000 ,8.000 ,0.9032 ,0.5415 ,1.5355 ,0.5179 ,4.1431,0.2414,0.3706 ,
3 ,shrub,,,NH4NO3,NH4NO3,84 ,< 3 yr,Morella cerifera (L.),broadleaf,C3,N-fixing,evergreen,leaf,leaf,above ground,0.542 ,-1.227 ,1.769 ,,,,0.444 ,0.242 ,5.000 ,5.000 ,8.000 ,0.9032 ,0.3576 ,4.4679 ,1.3981 ,11.1850,0.0894,0.3995 ,
16 ,shrub,50.000 ,< 100,NH4NO3,NH4NO3,90 ,< 3 yr,Adenostoma fasciculatum ,broadleaf,C3,non-N-fixing,evergreen,whole plant,whole plant,whole plant,-2.004 ,-1.398 ,-0.606 ,-0.800 ,-0.194 ,-0.891 ,0.055 ,0.606 ,4.000 ,4.000 ,8.000 ,0.8696 ,0.4305 ,-1.2247 ,0.5937 ,4.7499,0.2105,-0.2578 ,
16 ,shrub,50.000 ,< 100,NH4NO3,NH4NO3,180 ,< 3 yr,Adenostoma fasciculatum ,broadleaf,C3,non-N-fixing,evergreen,whole plant,whole plant,whole plant,-1.701 ,-1.205 ,-0.496 ,-0.800 ,-0.304 ,,0.276 ,0.551 ,4.000 ,4.000 ,8.000 ,0.8696 ,0.4357 ,-0.9900 ,0.5613 ,4.4900,0.2227,-0.2205 ,
16 ,shrub,50.000 ,< 100,NH4NO3,NH4NO3,270 ,< 3 yr,Adenostoma fasciculatum ,broadleaf,C3,non-N-fixing,evergreen,whole plant,whole plant,whole plant,-0.709 ,-0.406 ,-0.303 ,-0.800 ,-0.497 ,,0.386 ,0.772 ,4.000 ,4.000 ,8.000 ,0.8696 ,0.6100 ,-0.4321 ,0.5117 ,4.0934,0.2443,-0.1056 ,
16 ,shrub,50.000 ,< 100,NH4NO3,NH4NO3,365 ,< 3 yr,Adenostoma fasciculatum ,broadleaf,C3,non-N-fixing,evergreen,whole plant,whole plant,whole plant,-1.563 ,0.366 ,-1.929 ,-0.800 ,1.129 ,,0.331 ,1.102 ,4.000 ,4.000 ,8.000 ,0.8696 ,0.8138 ,-2.0613 ,0.7656 ,6.1245,0.1633,-0.3366 ,
16 ,shrub,50.000 ,< 100,NH4NO3,NH4NO3,90 ,< 3 yr,Artemisia californica and Salvia mellifera,broadleaf,C3,non-N-fixing,deciduous,whole plant,whole plant,whole plant,-1.016 ,-1.701 ,0.685 ,-0.800 ,-1.485 ,,0.331 ,0.236 ,4.000 ,4.000 ,8.000 ,0.8696 ,0.2874 ,2.0728 ,0.7685 ,6.1483,0.1626,0.3371 ,
16 ,shrub,50.000 ,< 100,NH4NO3,NH4NO3,180 ,< 3 yr,Artemisia californica and Salvia mellifera,broadleaf,C3,non-N-fixing,deciduous,whole plant,whole plant,whole plant,-1.724 ,-2.102 ,0.378 ,-0.800 ,-1.178 ,,0.756 ,0.472 ,4.000 ,4.000 ,8.000 ,0.8696 ,0.6303 ,0.5214 ,0.5170 ,4.1359,0.2418,0.1261 ,
16 ,shrub,50.000 ,< 100,NH4NO3,NH4NO3,270 ,< 3 yr,Artemisia californica and Salvia mellifera,broadleaf,C3,non-N-fixing,deciduous,whole plant,whole plant,whole plant,-1.276 ,-3.213 ,1.937 ,-0.800 ,-2.737 ,,0.661 ,0.520 ,4.000 ,4.000 ,8.000 ,0.8696 ,0.5948 ,2.8319 ,1.0012 ,8.0098,0.1248,0.3536 ,
16 ,shrub,50.000 ,< 100,NH4NO3,NH4NO3,365 ,< 3 yr,Artemisia californica and Salvia mellifera,broadleaf,C3,non-N-fixing,deciduous,whole plant,whole plant,whole plant,-1.677 ,-2.740 ,1.063 ,-0.800 ,-1.863 ,,0.425 ,0.425 ,4.000 ,4.000 ,8.000 ,0.8696 ,0.4252 ,2.1739 ,0.7954 ,6.3629,0.1572,0.3417 ,
19 ,shrub,32.000 ,< 100,NH4CL,ammonium,480 ,< 3 yr,Calluna vulgaris,broadleaf,C3,non-N-fixing,evergreen,shoot,shoot,above ground,1.600 ,0.300 ,1.300 ,2.950 ,1.650 ,1.450 ,0.400 ,0.600 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.5099 ,2.2170 ,0.8072 ,12.9149,0.0774,0.1717 ,
19 ,shrub,64.000 ,< 100,NH4CL,ammonium,480 ,< 3 yr,Calluna vulgaris,broadleaf,C3,non-N-fixing,evergreen,shoot,shoot,above ground,2.800 ,0.300 ,2.500 ,2.950 ,0.450 ,,0.600 ,0.600 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.6000 ,3.6232 ,1.3205 ,21.1275,0.0473,0.1715 ,
19 ,shrub,32.000 ,< 100,NaNO3,nitrate,480 ,< 3 yr,Calluna vulgaris,broadleaf,C3,non-N-fixing,evergreen,shoot,shoot,above ground,2.300 ,0.900 ,1.400 ,3.350 ,1.950 ,2.188 ,0.600 ,0.400 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.5099 ,2.3875 ,0.8563 ,13.7002,0.0730,0.1743 ,
19 ,shrub,64.000 ,< 100,NaNO3,nitrate,480 ,< 3 yr,Calluna vulgaris,broadleaf,C3,non-N-fixing,evergreen,shoot,shoot,above ground,2.600 ,0.900 ,1.700 ,3.350 ,1.650 ,,0.400 ,0.400 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.4000 ,3.6957 ,1.3536 ,21.6578,0.0462,0.1706 ,
19 ,Moss/lichen,32.000 ,< 100,NH4CL,ammonium,480 ,< 3 yr,Sphagnum capilifolium,,C3,non-N-fixing,perennial,shoot,shoot,above ground,1.200 ,0.400 ,0.800 ,2.950 ,2.150 ,,0.600 ,0.400 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.5099 ,1.3643 ,0.6163 ,9.8613,0.1014,0.1383 ,
19 ,Moss/lichen,64.000 ,< 100,NH4CL,ammonium,480 ,< 3 yr,Sphagnum capilifolium,,C3,non-N-fixing,perennial,shoot,shoot,above ground,2.800 ,0.400 ,2.400 ,2.950 ,0.550 ,,1.000 ,0.200 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.7211 ,2.8941 ,1.0235 ,16.3757,0.0611,0.1767 ,
19 ,Moss/lichen,32.000 ,< 100,NH4CL,ammonium,480 ,< 3 yr,Hypnum cupressiforme,,C3,non-N-fixing,perennial,shoot,shoot,above ground,0.400 ,0.600 ,-0.200 ,2.950 ,3.150 ,,0.800 ,1.000 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.9055 ,-0.1921 ,0.5023 ,8.0369,0.1244,-0.0239 ,
19 ,Moss/lichen,64.000 ,< 100,NH4CL,ammonium,480 ,< 3 yr,Hypnum cupressiforme,,C3,non-N-fixing,perennial,shoot,shoot,above ground,3.600 ,0.600 ,3.000 ,2.950 ,-0.050 ,,1.000 ,1.000 ,4.000 ,4.000 ,16.000 ,0.8696 ,1.0000 ,2.6087 ,0.9253 ,14.8053,0.0675,0.1762 ,
19 ,Moss/lichen,32.000 ,< 100,NaNO3,nitrate,480 ,< 3 yr,Sphagnum capilifolium,,C3,non-N-fixing,perennial,shoot,shoot,above ground,1.800 ,1.600 ,0.200 ,3.350 ,3.150 ,,0.800 ,0.800 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.8000 ,0.2174 ,0.5030 ,8.0473,0.1243,0.0270 ,
19 ,Moss/lichen,64.000 ,< 100,NaNO3,nitrate,480 ,< 3 yr,Sphagnum capilifolium,,C3,non-N-fixing,perennial,shoot,shoot,above ground,3.100 ,1.600 ,1.500 ,3.350 ,1.850 ,,0.600 ,0.800 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.7071 ,1.8446 ,0.7127 ,11.4026,0.0877,0.1618 ,
19 ,Moss/lichen,32.000 ,< 100,NaNO3,nitrate,480 ,< 3 yr,Hypnum cupressiforme,,C3,non-N-fixing,perennial,shoot,shoot,above ground,1.700 ,0.600 ,1.100 ,3.350 ,2.250 ,,1.000 ,0.400 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.7616 ,1.2560 ,0.5986 ,9.5775,0.1044,0.1311 ,
19 ,Moss/lichen,64.000 ,< 100,NaNO3,nitrate,480 ,< 3 yr,Hypnum cupressiforme,,C3,non-N-fixing,perennial,shoot,shoot,above ground,1.600 ,0.600 ,1.000 ,3.350 ,2.350 ,,0.800 ,0.400 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.6325 ,1.3749 ,0.6181 ,9.8904,0.1011,0.1390 ,
19 ,Moss/lichen,32.000 ,< 100,NH4CL,ammonium,480 ,< 3 yr,Cladonia portentosa,,C3,non-N-fixing,perennial,shoot,shoot,above ground,0.500 ,0.200 ,0.300 ,2.950 ,2.650 ,,0.800 ,0.400 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.6325 ,0.4125 ,0.5106 ,8.1701,0.1224,0.0505 ,
19 ,Moss/lichen,64.000 ,< 100,NH4CL,ammonium,480 ,< 3 yr,Cladonia portentosa,,C3,non-N-fixing,perennial,shoot,shoot,above ground,2.100 ,0.200 ,1.900 ,2.950 ,1.050 ,,1.000 ,0.400 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.7616 ,2.1694 ,0.7941 ,12.7063,0.0787,0.1707 ,
19 ,Moss/lichen,32.000 ,< 100,NaNO3,nitrate,480 ,< 3 yr,Cladonia portentosa,,C3,non-N-fixing,perennial,shoot,shoot,above ground,0.700 ,1.000 ,-0.300 ,3.350 ,3.650 ,,0.100 ,0.600 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.4301 ,-0.6065 ,0.5230 ,8.3679,0.1195,-0.0725 ,
19 ,Moss/lichen,64.000 ,< 100,NaNO3,nitrate,480 ,< 3 yr,Cladonia portentosa,,C3,non-N-fixing,perennial,shoot,shoot,above ground,3.700 ,1.000 ,2.700 ,3.350 ,0.650 ,,0.800 ,0.600 ,4.000 ,4.000 ,16.000 ,0.8696 ,0.7071 ,3.3203 ,1.1890 ,19.0246,0.0526,0.1745 ,
5 ,herb,10.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Artemisia stracheyi,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-1.000 ,-1.671 ,0.671 ,6.224 ,5.553 ,,0.670 ,0.559 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.6171 ,0.8698 ,0.7297 ,32.8370,0.0305,0.0265 ,
5 ,herb,20.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Artemisia stracheyi,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.523 ,-1.671 ,1.148 ,,,,0.291 ,0.559 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4453 ,2.0631 ,1.0214 ,45.9618,0.0218,0.0449 ,
5 ,herb,40.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Artemisia stracheyi,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.084 ,-1.671 ,1.755 ,,,,0.581 ,0.559 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.5700 ,2.4629 ,1.1722 ,52.7469,0.0190,0.0467 ,
5 ,herb,80.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Artemisia stracheyi,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.703 ,-1.671 ,2.374 ,,,,0.425 ,0.559 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4962 ,3.8276 ,1.8875 ,84.9390,0.0118,0.0451 ,
5 ,herb,160.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Artemisia stracheyi,,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.490 ,-1.671 ,3.161 ,,,,0.425 ,0.559 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4962 ,5.0965 ,2.8312 ,127.4043,0.0078,0.0400 ,
5 ,herb,10.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Leontopodium pusillum,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-1.242 ,-1.966 ,0.724 ,,,,0.649 ,0.201 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.4806 ,1.2046 ,0.7876 ,35.4419,0.0282,0.0340 ,
5 ,herb,20.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Leontopodium pusillum,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.868 ,-1.966 ,1.099 ,,,,0.336 ,0.201 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.2769 ,3.1740 ,1.5062 ,67.7787,0.0148,0.0468 ,
5 ,herb,40.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Leontopodium pusillum,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.247 ,-1.966 ,1.719 ,,,,0.201 ,0.201 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.2015 ,6.8257 ,4.5492 ,204.7147,0.0049,0.0333 ,
5 ,herb,80.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Leontopodium pusillum,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.373 ,-1.966 ,2.339 ,,,,0.246 ,0.201 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.2250 ,8.3187 ,6.4335 ,289.5058,0.0035,0.0287 ,
5 ,herb,160.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Leontopodium pusillum,,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.006 ,-1.966 ,2.973 ,,,,0.224 ,0.201 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.2129 ,11.1672 ,11.0589 ,497.6490,0.0020,0.0224 ,
5 ,herb,10.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Saussurea stoliczkai,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-1.643 ,-2.095 ,0.452 ,,,,1.142 ,0.336 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.8415 ,0.4301 ,0.6821 ,30.6936,0.0326,0.0140 ,
5 ,herb,20.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Saussurea stoliczkai,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-1.204 ,-2.095 ,0.892 ,,,,0.313 ,0.336 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.3248 ,2.1966 ,1.0688 ,48.0942,0.0208,0.0457 ,
5 ,herb,40.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Saussurea stoliczkai,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.363 ,-2.095 ,1.732 ,,,,0.358 ,0.336 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.3472 ,3.9909 ,1.9939 ,89.7267,0.0111,0.0445 ,
5 ,herb,80.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Saussurea stoliczkai,,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.593 ,-2.095 ,2.688 ,,,,0.201 ,0.336 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.2769 ,7.7667 ,5.6934 ,256.2032,0.0039,0.0303 ,
5 ,herb,160.000 ,100-200,NH4NO3,NH4NO3,730 ,< 3 yr,Saussurea stoliczkai,,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.105 ,-2.095 ,4.200 ,,,,0.157 ,0.336 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.2620 ,12.8244 ,14.3720 ,646.7400,0.0015,0.0198 ,
5 ,herb,10.000 ,< 100,NH4NO3,NH4NO3,730 ,< 3 yr,Kobresia macrantha,,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.628 ,-0.357 ,-0.271 ,,,,0.179 ,0.357 ,3.000 ,3.000 ,45.000 ,0.8000 ,0.2824 ,-0.7668 ,0.7157 ,32.2050,0.0311,-0.0238 ,
