study_id,ecosystem_veg,N addition,addition simplify,Fertilizer type,Fertilizer type simplify,Duration_days,Duration simplify,Species,Needle_broadleaf,C3_C4,Legume_non-legume,Deciduous_evergreen,Organ,Organ simplify 1,Organ simplify 2,1,15N of fertilizer,2,NA,mean_trt,mean_ctrl,SD_trt,SD_ctrl,N_trt,N_ctrl,N,J,S,HedagesD,Vd,VdN,w,d
6,Tree,237,>= 200,NA,NA,231,< 3 yr,Acacia karroo (legume),broadleaf,C3,N-fixing,deciduous,leaf,leaf,above ground,2.036,-2.47,-4.506,NA,1.511,-0.525,1.02,0.829,3,3,18,0.8,0.9297,1.7519,0.9224,16.6037,0.0602,0.1055
6,Tree,237,>= 200,NA,NA,231,< 3 yr,Acacia karroo (legume),broadleaf,C3,N-fixing,deciduous,leaf,leaf,above ground,0.529,-2.47,-2.999,NA,0.289,-0.24,1.02,0.829,3,3,18,0.8,0.9297,0.4555,0.684,12.3112,0.0812,0.037
7,Tree,34.524,< 100,NA,NA,15330, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.7,NA,NA,NA,-1,-3.7,0.3,0.3,2,2,21,0.5714,0.3,5.1429,4.3061,90.4286,0.0111,0.0569
7,Tree,41.905,< 100,NA,NA,15330, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.1,NA,NA,NA,-2.6,-3.7,0.3,0.3,2,2,21,0.5714,0.3,2.0952,1.5488,32.5238,0.0307,0.0644
7,Tree,67.143,< 100,NA,NA,15330, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.4,NA,NA,NA,-3.3,-3.7,0.6,0.3,2,2,21,0.5714,0.4743,0.4819,1.029,21.6095,0.0463,0.0223
7,Tree,37.917,< 100,NA,NA,8760, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.323,NA,NA,NA,-2.323,-4.645,0.182,0.137,2,2,21,0.5714,0.1613,8.2288,9.4641,198.7466,0.005,0.0414
7,Tree,73.333,< 100,NA,NA,8760, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.935,NA,NA,NA,-2.065,-5,0.867,0.958,2,2,21,0.5714,0.9135,1.8362,1.4214,29.8503,0.0335,0.0615
7,Tree,113.75,100-200,NA,NA,8760, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.032,NA,NA,NA,-1.968,-5,0.137,0.182,2,2,21,0.5714,0.1613,10.7432,15.4269,323.9652,0.0031,0.0332
7,Tree,37.6,< 100,NA,NA,9125, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.774,NA,NA,NA,-2,-4.774,0.137,0.137,2,2,21,0.5714,0.1369,11.5836,17.7724,373.2201,0.0027,0.031
7,Tree,70.4,< 100,NA,NA,9125, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.097,NA,NA,NA,-1.548,-4.645,0.182,0.137,2,2,21,0.5714,0.1613,10.9712,16.0458,336.9619,0.003,0.0326
7,Tree,112.8,100-200,NA,NA,9125, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.742,NA,NA,NA,-1.161,-3.903,0.411,0.137,2,2,21,0.5714,0.306,5.1199,4.2766,89.8092,0.0111,0.057
7,Tree,37.308,< 100,NA,NA,9494, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,4.097,NA,NA,NA,-0.548,-4.645,0.228,0.137,2,2,21,0.5714,0.1881,12.4461,20.363,427.6237,0.0023,0.0291
7,Tree,67.692,< 100,NA,NA,9494, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,4.129,NA,NA,NA,-0.871,-5,0.274,0.958,2,2,21,0.5714,0.7045,3.349,2.402,50.4411,0.0198,0.0664
7,Tree,108.462,100-200,NA,NA,9494, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,4.226,NA,NA,NA,-0.774,-5,0.228,0.182,2,2,21,0.5714,0.2066,11.6908,18.0843,379.7695,0.0026,0.0308
7,Tree,37.037,< 100,NA,NA,9855, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.645,NA,NA,NA,-1.129,-4.774,0.228,0.137,2,2,21,0.5714,0.1881,11.0741,16.3296,342.9215,0.0029,0.0323
7,Tree,65.185,< 100,NA,NA,9855, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,4.129,NA,NA,NA,-0.516,-4.645,0.547,0.137,2,2,21,0.5714,0.399,5.9133,5.3708,112.7874,0.0089,0.0524
7,Tree,104.444,100-200,NA,NA,9855, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.161,NA,NA,NA,-2.742,-3.903,0.365,0.137,2,2,21,0.5714,0.2756,2.4076,1.7246,36.2164,0.0276,0.0665
7,Tree,36.552,< 100,NA,NA,10585, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.806,NA,NA,NA,-0.839,-4.645,0.456,0.137,2,2,21,0.5714,0.3368,6.4585,6.214,130.4946,0.0077,0.0495
7,Tree,60.69,< 100,NA,NA,10585, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,5,NA,NA,NA,0,-5,0.274,0.958,2,2,21,0.5714,0.7045,4.0554,3.0558,64.1717,0.0156,0.0632
7,Tree,97.241,< 100,NA,NA,10585, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,4.387,NA,NA,NA,-0.613,-5,0.228,0.182,2,2,21,0.5714,0.2066,12.137,19.4134,407.6822,0.0025,0.0298
7,Tree,34.524,< 100,NA,NA,15330, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.903,NA,NA,NA,-0.871,-4.774,0.502,0.137,2,2,21,0.5714,0.3678,6.0642,5.5969,117.5343,0.0085,0.0516
7,Tree,41.905,< 100,NA,NA,15330, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.129,NA,NA,NA,-1.516,-4.645,0.137,0.137,2,2,21,0.5714,0.1369,13.0645,22.3352,469.0395,0.0021,0.0279
7,Tree,67.143,< 100,NA,NA,15330, > 10 yr,Picea abies Karst.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.419,NA,NA,NA,-3.484,-3.903,0.912,0.137,2,2,21,0.5714,0.6524,0.3673,1.0169,21.3542,0.0468,0.0172
9,Tree,200,>= 200,Urea,urea,90,< 3 yr,Picea glauca,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.1,-0.87,-0.97,-1.92,-0.2,-0.3,0.346,0.866,3,3,2,0.8,0.6595,0.1213,0.6679,1.3358,0.7486,0.0908
9,Tree,200,>= 200,Urea,urea,435,< 3 yr,Picea glauca,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2,-0.87,-2.87,NA,-0.8,-2.8,0.52,0.693,3,3,2,0.8,0.6124,2.6128,1.2356,2.4711,0.4047,1.0573
12,Tree,60,< 100,NH4NO3,NH4NO3,365,< 3 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.917,NA,NA,NA,-0.519,0.399,1.02,0.829,3,3,99,0.8,0.9297,-0.7895,0.7186,71.1418,0.0141,-0.0111
12,Tree,60,< 100,NH4NO3,NH4NO3,730,< 3 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.842,NA,NA,NA,-0.632,0.21,1.02,0.829,3,3,99,0.8,0.9297,-0.7246,0.7104,70.3313,0.0142,-0.0103
12,Tree,60,< 100,NH4NO3,NH4NO3,1095,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.345,NA,NA,NA,-0.732,0.612,1.02,0.829,3,3,99,0.8,0.9297,-1.1572,0.7783,77.0468,0.013,-0.015
12,Tree,55,< 100,NH4NO3,NH4NO3,1460,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.804,NA,NA,NA,-0.506,0.298,1.02,0.829,3,3,99,0.8,0.9297,-0.6921,0.7066,69.9521,0.0143,-0.0099
12,Tree,52,< 100,NH4NO3,NH4NO3,1825,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.013,NA,NA,NA,-0.205,-0.192,1.02,0.829,3,3,99,0.8,0.9297,-0.0108,0.6667,66.001,0.0152,-0.0002
12,Tree,50,< 100,NH4NO3,NH4NO3,2190,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.402,NA,NA,NA,-0.494,-0.092,1.02,0.829,3,3,99,0.8,0.9297,-0.3461,0.6766,66.988,0.0149,-0.0052
12,Tree,47.143,< 100,NH4NO3,NH4NO3,2555,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.767,NA,NA,NA,-0.682,0.084,1.02,0.829,3,3,99,0.8,0.9297,-0.6597,0.7029,69.5903,0.0144,-0.0095
12,Tree,45,< 100,NH4NO3,NH4NO3,2920,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.905,NA,NA,NA,-1.311,-0.406,1.02,0.829,3,3,99,0.8,0.9297,-0.7786,0.7172,71.0019,0.0141,-0.011
12,Tree,43.333,< 100,NH4NO3,NH4NO3,3285,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.804,NA,NA,NA,-1.197,-0.393,1.02,0.829,3,3,99,0.8,0.9297,-0.6921,0.7066,69.9521,0.0143,-0.0099
12,Tree,42,< 100,NH4NO3,NH4NO3,3650, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.49,NA,NA,NA,-1.499,-1.009,1.02,0.829,3,3,99,0.8,0.9297,-0.4218,0.6815,67.4675,0.0148,-0.0063
12,Tree,40.909,< 100,NH4NO3,NH4NO3,4015, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.101,NA,NA,NA,-1.399,-1.499,1.02,0.829,3,3,99,0.8,0.9297,0.0865,0.6673,66.0618,0.0151,0.0013
12,Tree,40,< 100,NH4NO3,NH4NO3,4380, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.126,NA,NA,NA,-1.084,-1.21,1.02,0.829,3,3,99,0.8,0.9297,0.1081,0.6676,66.0965,0.0151,0.0016
12,Tree,39.231,< 100,NH4NO3,NH4NO3,4745, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.113,NA,NA,NA,-1.487,-1.6,1.02,0.829,3,3,99,0.8,0.9297,0.0973,0.6675,66.0781,0.0151,0.0015
12,Tree,38.571,< 100,NH4NO3,NH4NO3,5110, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.214,NA,NA,NA,-2.002,-1.788,1.02,0.829,3,3,99,0.8,0.9297,-0.1839,0.6695,66.2789,0.0151,-0.0028
12,Tree,38,< 100,NH4NO3,NH4NO3,5475, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.716,NA,NA,NA,-1.6,-2.316,1.02,0.829,3,3,99,0.8,0.9297,0.6164,0.6983,69.1349,0.0145,0.0089
12,Tree,37.5,< 100,NH4NO3,NH4NO3,5840, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.628,NA,NA,NA,-1.801,-2.429,1.02,0.829,3,3,99,0.8,0.9297,0.5407,0.691,68.4121,0.0146,0.0079
12,Tree,37.059,< 100,NH4NO3,NH4NO3,6205, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.93,NA,NA,NA,-1.386,-2.316,1.02,0.829,3,3,99,0.8,0.9297,0.8003,0.72,71.2836,0.014,0.0112
12,Tree,36.667,< 100,NH4NO3,NH4NO3,6570, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.993,NA,NA,NA,-1.11,-2.102,1.02,0.829,3,3,99,0.8,0.9297,0.8543,0.7275,72.0216,0.0139,0.0119
12,Tree,36.316,< 100,NH4NO3,NH4NO3,6935, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.194,NA,NA,NA,-0.607,-1.801,1.02,0.829,3,3,99,0.8,0.9297,1.0274,0.7546,74.708,0.0134,0.0138
12,Tree,36,< 100,NH4NO3,NH4NO3,7300, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.169,NA,NA,NA,-0.519,-1.688,1.02,0.829,3,3,99,0.8,0.9297,1.0057,0.751,74.3451,0.0135,0.0135
12,Tree,35.455,< 100,NH4NO3,NH4NO3,8030, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.596,NA,NA,NA,-0.607,-2.203,1.02,0.829,3,3,99,0.8,0.9297,1.3734,0.8239,81.5623,0.0123,0.0168
12,Tree,35.217,< 100,NH4NO3,NH4NO3,8395, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.194,NA,NA,NA,-1.21,-2.404,1.02,0.829,3,3,99,0.8,0.9297,1.0274,0.7546,74.708,0.0134,0.0138
12,Tree,35,< 100,NH4NO3,NH4NO3,8760, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.709,NA,NA,NA,-0.607,-2.316,1.02,0.829,3,3,99,0.8,0.9297,1.4708,0.8469,83.8462,0.0119,0.0175
12,Tree,34.8,< 100,NH4NO3,NH4NO3,9125, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.508,NA,NA,NA,-0.205,-1.713,1.02,0.829,3,3,99,0.8,0.9297,1.2977,0.807,79.8942,0.0125,0.0162
12,Tree,34.615,< 100,NH4NO3,NH4NO3,9490, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.237,NA,NA,NA,0.223,-2.014,1.02,0.829,3,3,99,0.8,0.9297,1.925,0.9755,96.5708,0.0104,0.0199
12,Tree,34.444,< 100,NH4NO3,NH4NO3,9855, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.194,NA,NA,NA,-0.217,-1.411,1.02,0.829,3,3,99,0.8,0.9297,1.0274,0.7546,74.7079,0.0134,0.0138
12,Tree,34.286,< 100,NH4NO3,NH4NO3,10220, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.199,NA,NA,NA,-0.217,-2.417,1.02,0.829,3,3,99,0.8,0.9297,1.8925,0.9651,95.5492,0.0105,0.0198
12,Tree,34.138,< 100,NH4NO3,NH4NO3,10585, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.84,NA,NA,NA,-0.28,-3.12,1.02,0.829,3,3,99,0.8,0.9297,2.4441,1.1645,115.2817,0.0087,0.0212
12,Tree,34,< 100,NH4NO3,NH4NO3,10950, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.111,NA,NA,NA,-0.519,-2.63,1.02,0.829,3,3,99,0.8,0.9297,1.8168,0.9417,93.2324,0.0107,0.0195
12,Tree,33.871,< 100,NH4NO3,NH4NO3,11315, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.998,NA,NA,NA,-0.406,-2.404,1.02,0.829,3,3,99,0.8,0.9297,1.7195,0.9131,90.3928,0.0111,0.019
12,Tree,33.75,< 100,NH4NO3,NH4NO3,11680, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.697,NA,NA,NA,-0.205,-1.901,1.02,0.829,3,3,99,0.8,0.9297,1.46,0.8443,83.5848,0.012,0.0175
12,Tree,33.529,< 100,NH4NO3,NH4NO3,12410, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.111,NA,NA,NA,-1.097,-3.208,1.02,0.829,3,3,99,0.8,0.9297,1.8168,0.9417,93.2324,0.0107,0.0195
12,Tree,33.429,< 100,NH4NO3,NH4NO3,12775, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.199,NA,NA,NA,-1.022,-3.221,1.02,0.829,3,3,99,0.8,0.9297,1.8925,0.9651,95.5493,0.0105,0.0198
12,Tree,120,100-200,NH4NO3,NH4NO3,365,< 3 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.704,NA,NA,NA,-0.305,0.399,1.02,0.829,3,3,99,0.8,0.9297,-0.6056,0.6972,69.0258,0.0145,-0.0088
12,Tree,120,100-200,NH4NO3,NH4NO3,730,< 3 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.716,NA,NA,NA,-0.506,0.21,1.02,0.829,3,3,99,0.8,0.9297,-0.6164,0.6983,69.1349,0.0145,-0.0089
12,Tree,120,100-200,NH4NO3,NH4NO3,1095,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.42,NA,NA,NA,-0.808,0.612,1.02,0.829,3,3,99,0.8,0.9297,-1.222,0.7911,78.3204,0.0128,-0.0156
12,Tree,110,100-200,NH4NO3,NH4NO3,1460,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.792,NA,NA,NA,-0.494,0.298,1.02,0.829,3,3,99,0.8,0.9297,-0.6813,0.7053,69.8296,0.0143,-0.0098
12,Tree,104,100-200,NH4NO3,NH4NO3,1825,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.39,NA,NA,NA,0.197,-0.192,1.02,0.829,3,3,99,0.8,0.9297,0.3353,0.676,66.9272,0.0149,0.005
12,Tree,100,100-200,NH4NO3,NH4NO3,2190,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.013,NA,NA,NA,-0.104,-0.092,1.02,0.829,3,3,99,0.8,0.9297,-0.0108,0.6667,66.001,0.0152,-0.0002
12,Tree,94.286,< 100,NH4NO3,NH4NO3,2555,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.113,NA,NA,NA,0.197,0.084,1.02,0.829,3,3,99,0.8,0.9297,0.0973,0.6675,66.0782,0.0151,0.0015
12,Tree,90,< 100,NH4NO3,NH4NO3,2920,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.402,NA,NA,NA,-0.004,-0.406,1.02,0.829,3,3,99,0.8,0.9297,0.3461,0.6766,66.988,0.0149,0.0052
12,Tree,86.667,< 100,NH4NO3,NH4NO3,3285,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.628,NA,NA,NA,0.235,-0.393,1.02,0.829,3,3,99,0.8,0.9297,0.5407,0.691,68.4122,0.0146,0.0079
12,Tree,84,< 100,NH4NO3,NH4NO3,3650, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.905,NA,NA,NA,-0.104,-1.009,1.02,0.829,3,3,99,0.8,0.9297,0.7786,0.7172,71.0019,0.0141,0.011
12,Tree,81.818,< 100,NH4NO3,NH4NO3,4015, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.583,NA,NA,NA,0.084,-1.499,1.02,0.829,3,3,99,0.8,0.9297,1.3626,0.8214,81.3182,0.0123,0.0168
12,Tree,80,< 100,NH4NO3,NH4NO3,4380, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.621,NA,NA,NA,0.411,-1.21,1.02,0.829,3,3,99,0.8,0.9297,1.3951,0.8289,82.0563,0.0122,0.017
12,Tree,78.462,< 100,NH4NO3,NH4NO3,4745, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.935,NA,NA,NA,0.336,-1.6,1.02,0.829,3,3,99,0.8,0.9297,1.6654,0.8978,88.8828,0.0113,0.0187
12,Tree,77.143,< 100,NH4NO3,NH4NO3,5110, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,1.684,NA,NA,NA,-0.104,-1.788,1.02,0.829,3,3,99,0.8,0.9297,1.4491,0.8417,83.3252,0.012,0.0174
12,Tree,76,< 100,NH4NO3,NH4NO3,5475, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.224,NA,NA,NA,-0.092,-2.316,1.02,0.829,3,3,99,0.8,0.9297,1.9142,0.972,96.2284,0.0104,0.0199
12,Tree,75,< 100,NH4NO3,NH4NO3,5840, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.539,NA,NA,NA,0.11,-2.429,1.02,0.829,3,3,99,0.8,0.9297,2.1845,1.0643,105.3703,0.0095,0.0207
12,Tree,74.118,< 100,NH4NO3,NH4NO3,6205, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.815,NA,NA,NA,0.499,-2.316,1.02,0.829,3,3,99,0.8,0.9297,2.4225,1.1557,114.4133,0.0087,0.0212
12,Tree,73.333,< 100,NH4NO3,NH4NO3,6570, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.689,NA,NA,NA,0.587,-2.102,1.02,0.829,3,3,99,0.8,0.9297,2.3143,1.113,110.187,0.0091,0.021
12,Tree,72.632,< 100,NH4NO3,NH4NO3,6935, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.614,NA,NA,NA,0.813,-1.801,1.02,0.829,3,3,99,0.8,0.9297,2.2494,1.0883,107.7441,0.0093,0.0209
12,Tree,72,< 100,NH4NO3,NH4NO3,7300, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.677,NA,NA,NA,0.989,-1.688,1.02,0.829,3,3,99,0.8,0.9297,2.3035,1.1088,109.775,0.0091,0.021
12,Tree,70.909,< 100,NH4NO3,NH4NO3,8030, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.004,NA,NA,NA,0.801,-2.203,1.02,0.829,3,3,99,0.8,0.9297,2.5847,1.2234,121.1141,0.0083,0.0213
12,Tree,70.435,< 100,NH4NO3,NH4NO3,8395, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.594,NA,NA,NA,1.19,-2.404,1.02,0.829,3,3,99,0.8,0.9297,3.093,1.4639,144.9226,0.0069,0.0213
12,Tree,70,< 100,NH4NO3,NH4NO3,8760, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.33,NA,NA,NA,1.014,-2.316,1.02,0.829,3,3,99,0.8,0.9297,2.8658,1.3511,133.7578,0.0075,0.0214
12,Tree,69.6,< 100,NH4NO3,NH4NO3,9125, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.526,NA,NA,NA,0.813,-1.713,1.02,0.829,3,3,99,0.8,0.9297,2.1737,1.0604,104.9817,0.0095,0.0207
12,Tree,69.231,< 100,NH4NO3,NH4NO3,9490, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.406,NA,NA,NA,1.391,-2.014,1.02,0.829,3,3,99,0.8,0.9297,2.9307,1.3824,136.8607,0.0073,0.0214
12,Tree,68.889,< 100,NH4NO3,NH4NO3,9855, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.727,NA,NA,NA,1.316,-1.411,1.02,0.829,3,3,99,0.8,0.9297,2.3468,1.1256,111.4347,0.009,0.0211
12,Tree,68.571,< 100,NH4NO3,NH4NO3,10220, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.82,NA,NA,NA,1.404,-2.417,1.02,0.829,3,3,99,0.8,0.9297,3.2876,1.5674,155.1694,0.0064,0.0212
12,Tree,68.276,< 100,NH4NO3,NH4NO3,10585, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,4.235,NA,NA,NA,1.115,-3.12,1.02,0.829,3,3,99,0.8,0.9297,3.6445,1.7735,175.5792,0.0057,0.0208
12,Tree,68,< 100,NH4NO3,NH4NO3,10950, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.506,NA,NA,NA,0.876,-2.63,1.02,0.829,3,3,99,0.8,0.9297,3.0172,1.4253,141.1062,0.0071,0.0214
12,Tree,67.742,< 100,NH4NO3,NH4NO3,11315, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.305,NA,NA,NA,0.901,-2.404,1.02,0.829,3,3,99,0.8,0.9297,2.8442,1.3408,132.739,0.0075,0.0214
12,Tree,67.5,< 100,NH4NO3,NH4NO3,11680, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.016,NA,NA,NA,1.115,-1.901,1.02,0.829,3,3,99,0.8,0.9297,2.5955,1.228,121.5765,0.0082,0.0213
12,Tree,67.059,< 100,NH4NO3,NH4NO3,12410, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.393,NA,NA,NA,0.185,-3.208,1.02,0.829,3,3,99,0.8,0.9297,2.9199,1.3772,136.3389,0.0073,0.0214
12,Tree,66.857,< 100,NH4NO3,NH4NO3,12775, > 10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.619,NA,NA,NA,0.399,-3.221,1.02,0.829,3,3,99,0.8,0.9297,3.1146,1.4751,146.0302,0.0068,0.0213
12,Tree,180,100-200,NH4NO3,NH4NO3,365,< 3 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-1.005,NA,NA,NA,-0.607,0.399,1.02,0.829,3,3,99,0.8,0.9297,-0.8652,0.729,72.1752,0.0139,-0.012
12,Tree,180,100-200,NH4NO3,NH4NO3,730,< 3 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.302,NA,NA,NA,-0.092,0.21,1.02,0.829,3,3,99,0.8,0.9297,-0.2595,0.6723,66.5558,0.015,-0.0039
12,Tree,180,100-200,NH4NO3,NH4NO3,1095,3-10 yr,Pinus sylvestris,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.515,NA,NA,NA,0.097,0.612,1.02,0.829,3,3,99,0.8,0.9297,-0.4434,0.683,67.6219,0.0148,-0.0066
