study_id,ecosystem_veg,N addition,addition simplify,Fertilizer type,Fertilizer type simplify,Duration_days,Duration simplify,Species,Needle_broadleaf,C3_C4,Legume_non-legume,Deciduous_evergreen,Organ,Organ simplify 1,Organ simplify 2,1,15N of fertilizer,2,NA,mean_trt,mean_ctrl,SD_trt,SD_ctrl,N_trt,N_ctrl,N,J,S,HedagesD,Vd,VdN,w,d
29,Tree,165,100-200,NH4NO3,NH4NO3,1460,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,5.208,NA,NA,NA,0.563,-4.644,0.533,0.835,2,2,15,0.5714,0.7006,4.2478,3.2555,48.832,0.0205,0.087
29,Tree,140,100-200,NH4NO3,NH4NO3,3285,3-10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,5.232,NA,NA,NA,-0.112,-5.344,0.64,0.672,2,2,15,0.5714,0.6561,4.5571,3.596,53.9393,0.0185,0.0845
29,Tree,124.286,100-200,NH4NO3,NH4NO3,5110, > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,4.991,NA,NA,NA,0.102,-4.89,0.497,0.504,2,2,15,0.5714,0.5009,5.6946,5.0536,75.8035,0.0132,0.0751
29,Tree,110.87,100-200,NH4NO3,NH4NO3,8760, > 10 yr,Picea abies Karst.),needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,5.591,NA,NA,NA,0.599,-4.992,0.142,0.841,2,2,15,0.5714,0.6032,5.2971,4.5074,67.6106,0.0148,0.0783
42,Tree,100,100-200,(NH4)2SO4,ammonium,1550,3-10 yr,Pinus ponderosa Dougl.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.984,NA,NA,NA,9.528,6.544,1.773,2.217,3,3,4,0.8,2.0074,1.1891,0.7845,3.138,0.3187,0.3789
42,Tree,200,>= 200,(NH4)2SO4,ammonium,1550,3-10 yr,Pinus ponderosa Dougl.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.172,NA,NA,NA,6.373,6.544,2.069,2.217,3,3,4,0.8,2.1442,-0.064,0.667,2.668,0.3748,-0.024
42,Tree,100,100-200,(NH4)2SO4,ammonium,1550,3-10 yr,Pinus ponderosa Dougl.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.351,NA,NA,NA,0.673,0.322,0.729,0.325,3,3,4,0.8,0.5644,0.4969,0.6872,2.749,0.3638,0.1808
42,Tree,200,>= 200,(NH4)2SO4,ammonium,1550,3-10 yr,Pinus ponderosa Dougl.,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.238,NA,NA,NA,0.084,0.322,0.246,0.325,3,3,4,0.8,0.2885,-0.6614,0.7031,2.8125,0.3556,-0.2352
45,Tree,125,100-200,Urea,urea,2190,3-10 yr,Alseis blackiana Hemsl.,broadleaf,C3,non-N-fixing,evergreen,leaf,leaf,above ground,-0.75,-1.86,-1.11,-1.11,-0.629,0.121,0.276,0.496,4,4,1,0.8696,0.4015,-1.6244,0.6649,0.6649,1.5039,-2.443
46,Tree,200,>= 200,Urea,urea,90,< 3 yr,Picea glauca,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,4.35,1.5,-2.85,-0.539,-4.964,-9.314,0.48,0.672,3,3,8,0.8,0.5839,5.9591,3.6259,29.0071,0.0345,0.2054
46,Tree,200,>= 200,Urea,urea,365,< 3 yr,Picea glauca,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,2.908,1.5,-1.408,NA,-6.024,-8.933,1.008,1.008,3,3,8,0.8,1.008,2.3083,1.1107,8.8855,0.1125,0.2598
46,Tree,200,>= 200,Urea,urea,90,< 3 yr,Picea glauca,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,4.654,1.5,-3.154,NA,-4.978,-9.632,0.72,0.72,3,3,8,0.8,0.72,5.1718,2.8956,23.1648,0.0432,0.2233
46,Tree,200,>= 200,Urea,urea,365,< 3 yr,Picea glauca,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.075,1.5,-1.575,NA,-6.703,-9.778,0.528,0.336,3,3,8,0.8,0.4426,5.5577,3.2407,25.9255,0.0386,0.2144
46,Tree,200,>= 200,Urea,urea,90,< 3 yr,Pinus contorta,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.414,1.5,1.086,NA,-3.301,-3.716,0.48,0.432,3,3,8,0.8,0.4566,0.7259,0.7106,5.6846,0.1759,0.1277
46,Tree,200,>= 200,Urea,urea,365,< 3 yr,Pinus contorta,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.082,1.5,1.418,NA,-3.641,-3.723,0.384,0.528,3,3,8,0.8,0.4617,0.1416,0.6683,5.3467,0.187,0.0265
46,Tree,200,>= 200,Urea,urea,90,< 3 yr,Pinus contorta,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.304,1.5,1.196,NA,-2.151,-2.455,0.528,0.576,3,3,8,0.8,0.5525,0.4395,0.6828,5.4621,0.1831,0.0805
46,Tree,200,>= 200,Urea,urea,365,< 3 yr,Pinus contorta,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.525,1.5,0.975,NA,-2.879,-3.404,0.432,0.384,3,3,8,0.8,0.4088,1.0278,0.7547,6.0376,0.1656,0.1702
47,Tree,50,< 100,NH4NO3,NH4NO3,4745, > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,-0.3,0,0.3,-1.191,-2.9,-2.6,1.039,0.4,3,4,23,0.8421,0.7266,-0.3477,0.592,13.6152,0.0734,-0.0255
47,Tree,150,100-200,NH4NO3,NH4NO3,4745, > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,2.1,0,-2.1,NA,-0.5,-2.6,0.346,0.4,3,4,23,0.8421,0.3795,4.6602,2.1346,49.0953,0.0204,0.0949
47,Tree,50,< 100,NH4NO3,NH4NO3,4745, > 10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,0.4,0,-0.4,NA,-1.4,-1.8,0.173,0.245,3,6,23,0.8889,0.2268,1.5679,0.6366,14.641,0.0683,0.1071
47,Tree,150,100-200,NH4NO3,NH4NO3,4745, > 10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,leaf,leaf,above ground,3.6,0,-3.6,NA,1.8,-1.8,1.039,0.245,3,6,23,0.8889,0.5928,5.398,2.1188,48.7322,0.0205,0.1108
47,Tree,50,< 100,NH4NO3,NH4NO3,3285,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-0.1,0,0.1,NA,-1.6,-1.5,0.693,1,3,4,23,0.8421,0.8899,-0.0946,0.584,13.4314,0.0745,-0.007
47,Tree,50,< 100,NH4NO3,NH4NO3,2190,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,-1.3,0,1.3,NA,-3.1,-1.8,1.039,1.2,3,4,23,0.8421,1.1384,-0.9616,0.6494,14.9359,0.067,-0.0644
47,Tree,50,< 100,NH4NO3,NH4NO3,1460,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.6,0,-1.6,NA,-0.5,-2.1,1.039,0.6,3,4,23,0.8421,0.805,1.6738,0.7834,18.0192,0.0555,0.0929
47,Tree,150,100-200,NH4NO3,NH4NO3,3285,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2,0,-2,NA,0.5,-1.5,0.173,1,3,4,23,0.8421,0.7823,2.1529,0.9144,21.0312,0.0475,0.1024
47,Tree,150,100-200,NH4NO3,NH4NO3,2190,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,2.3,0,-2.3,NA,0.5,-1.8,0.693,1.2,3,4,23,0.8421,1.0276,1.8848,0.8371,19.2528,0.0519,0.0979
47,Tree,150,100-200,NH4NO3,NH4NO3,1460,3-10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,wood,wood,above ground,1.2,0,-1.2,NA,-0.9,-2.1,0.866,0.6,3,4,23,0.8421,0.7183,1.4068,0.7247,16.6679,0.06,0.0844
47,Tree,50,< 100,NH4NO3,NH4NO3,3285,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,0.6,0,-0.6,NA,-0.7,-1.3,0.866,0.693,3,3,23,0.8,0.7842,0.6121,0.6979,16.0514,0.0623,0.0381
47,Tree,50,< 100,NH4NO3,NH4NO3,2190,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,-0.1,0,0.1,NA,-0.7,-0.6,0.693,0.866,3,3,23,0.8,0.7842,-0.102,0.6675,15.3533,0.0651,-0.0066
47,Tree,50,< 100,NH4NO3,NH4NO3,1460,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,-0.6,0,0.6,NA,-0.8,-0.2,1.039,0.346,3,3,23,0.8,0.7746,-0.6197,0.6987,16.0693,0.0622,-0.0386
47,Tree,150,100-200,NH4NO3,NH4NO3,3285,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,3.5,0,-3.5,NA,2.2,-1.3,1.039,0.693,3,3,23,0.8,0.8832,3.1704,1.5043,34.5983,0.0289,0.0916
47,Tree,150,100-200,NH4NO3,NH4NO3,2190,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,2.1,0,-2.1,NA,1.5,-0.6,0.173,0.866,3,3,23,0.8,0.6245,2.6902,1.2697,29.2041,0.0342,0.0921
47,Tree,150,100-200,NH4NO3,NH4NO3,1460,3-10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,wood,wood,above ground,2,0,-2,NA,1.8,-0.2,1.212,0.346,3,3,23,0.8,0.8916,1.7945,0.935,21.5052,0.0465,0.0834
47,Tree,150,100-200,NH4NO3,NH4NO3,4745, > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,root,root,below ground,1,0,-1,NA,0.4,-0.6,0.52,0.6,3,4,23,0.8421,0.5692,1.4794,0.7397,17.0124,0.0588,0.087
47,Tree,150,100-200,NH4NO3,NH4NO3,4745, > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,root,root,below ground,0.3,0,-0.3,NA,1.6,1.3,0.346,0.8,3,4,23,0.8421,0.6573,0.3844,0.5939,13.6594,0.0732,0.0281
47,Tree,150,100-200,NH4NO3,NH4NO3,4745, > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,root,root,below ground,0.4,0,-0.4,NA,2.5,2.1,0.52,1.4,3,4,23,0.8421,1.1331,0.2973,0.5896,13.5618,0.0737,0.0219
47,Tree,150,100-200,NH4NO3,NH4NO3,4745, > 10 yr,Acer rubrum,broadleaf,C3,non-N-fixing,deciduous,root,root,below ground,-0.5,0,0.5,NA,1.2,1.7,0.693,1.4,3,4,23,0.8421,1.1696,-0.36,0.5926,13.6296,0.0734,-0.0264
47,Tree,150,100-200,NH4NO3,NH4NO3,4745, > 10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,root,root,below ground,4.8,0,-4.8,NA,4.2,-0.6,0.346,0.52,3,3,23,0.8,0.4416,8.6959,6.9682,160.2687,0.0062,0.0543
47,Tree,150,100-200,NH4NO3,NH4NO3,4745, > 10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,root,root,below ground,1.6,0,-1.6,NA,2.6,1,0.866,1.039,3,4,23,0.8421,0.9737,1.3838,0.7201,16.5627,0.0604,0.0836
47,Tree,150,100-200,NH4NO3,NH4NO3,4745, > 10 yr,Pinus resinosa,needle,C3,non-N-fixing,evergreen,root,root,below ground,0.8,0,-0.8,NA,2,1.2,0.866,0.346,3,3,23,0.8,0.6595,0.9704,0.7451,17.1381,0.0583,0.0566
3,shrub,NA,NA,NH4NO3,NH4NO3,84,< 3 yr,Baccharis halimifolia L.,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,-0.65,NA,NA,NA,2.78,3.43,0.969,1.049,5,5,8,0.9032,1.0099,-0.5812,0.4169,3.3351,0.2998,-0.1743
3,shrub,NA,NA,NH4NO3,NH4NO3,84,< 3 yr,Baccharis halimifolia L.,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,-0.884,NA,NA,NA,2.545,3.43,0.928,1.049,5,5,8,0.9032,0.9907,-0.8064,0.4325,3.4601,0.289,-0.233
3,shrub,NA,NA,NH4NO3,NH4NO3,84,< 3 yr,Baccharis halimifolia L.,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,0.018,NA,NA,NA,3.448,3.43,0.121,1.049,5,5,8,0.9032,0.747,0.0218,0.4,3.2002,0.3125,0.0068
3,shrub,NA,NA,NH4NO3,NH4NO3,84,< 3 yr,Baccharis halimifolia L.,broadleaf,C3,non-N-fixing,deciduous,leaf,leaf,above ground,-0.614,NA,NA,NA,2.816,3.43,0.525,1.049,5,5,8,0.9032,0.8296,-0.6681,0.4223,3.3786,0.296,-0.1978
3,shrub,NA,NA,NH4NO3,NH4NO3,84,< 3 yr,Morella cerifera (L.),broadleaf,C3,N-fixing,evergreen,leaf,leaf,above ground,0.09,NA,NA,NA,-1.137,-1.227,0.242,0.242,5,5,8,0.9032,0.2422,0.3366,0.4057,3.2453,0.3081,0.1037
3,shrub,NA,NA,NH4NO3,NH4NO3,84,< 3 yr,Morella cerifera (L.),broadleaf,C3,N-fixing,evergreen,leaf,leaf,above ground,0.253,NA,NA,NA,-0.975,-1.227,0.323,0.242,5,5,8,0.9032,0.2854,0.7998,0.432,3.4559,0.2894,0.2314
3,shrub,NA,NA,NH4NO3,NH4NO3,84,< 3 yr,Morella cerifera (L.),broadleaf,C3,N-fixing,evergreen,leaf,leaf,above ground,0.921,NA,NA,NA,-0.307,-1.227,0.727,0.242,5,5,8,0.9032,0.5415,1.5355,0.5179,4.1431,0.2414,0.3706
3,shrub,NA,NA,NH4NO3,NH4NO3,84,< 3 yr,Morella cerifera (L.),broadleaf,C3,N-fixing,evergreen,leaf,leaf,above ground,1.769,NA,NA,NA,0.542,-1.227,0.444,0.242,5,5,8,0.9032,0.3576,4.4679,1.3981,11.185,0.0894,0.3995
16,shrub,50,< 100,NH4NO3,NH4NO3,90,< 3 yr,Adenostoma fasciculatum ,broadleaf,C3,non-N-fixing,evergreen,whole plant,whole plant,whole plant,-0.606,-0.8,-0.194,-0.891,-2.004,-1.398,0.055,0.606,4,4,8,0.8696,0.4305,-1.2247,0.5937,4.7499,0.2105,-0.2578
16,shrub,50,< 100,NH4NO3,NH4NO3,180,< 3 yr,Adenostoma fasciculatum ,broadleaf,C3,non-N-fixing,evergreen,whole plant,whole plant,whole plant,-0.496,-0.8,-0.304,NA,-1.701,-1.205,0.276,0.551,4,4,8,0.8696,0.4357,-0.99,0.5613,4.49,0.2227,-0.2205
16,shrub,50,< 100,NH4NO3,NH4NO3,270,< 3 yr,Adenostoma fasciculatum ,broadleaf,C3,non-N-fixing,evergreen,whole plant,whole plant,whole plant,-0.303,-0.8,-0.497,NA,-0.709,-0.406,0.386,0.772,4,4,8,0.8696,0.61,-0.4321,0.5117,4.0934,0.2443,-0.1056
16,shrub,50,< 100,NH4NO3,NH4NO3,365,< 3 yr,Adenostoma fasciculatum ,broadleaf,C3,non-N-fixing,evergreen,whole plant,whole plant,whole plant,-1.929,-0.8,1.129,NA,-1.563,0.366,0.331,1.102,4,4,8,0.8696,0.8138,-2.0613,0.7656,6.1245,0.1633,-0.3366
16,shrub,50,< 100,NH4NO3,NH4NO3,90,< 3 yr,Artemisia californica and Salvia mellifera,broadleaf,C3,non-N-fixing,deciduous,whole plant,whole plant,whole plant,0.685,-0.8,-1.485,NA,-1.016,-1.701,0.331,0.236,4,4,8,0.8696,0.2874,2.0728,0.7685,6.1483,0.1626,0.3371
16,shrub,50,< 100,NH4NO3,NH4NO3,180,< 3 yr,Artemisia californica and Salvia mellifera,broadleaf,C3,non-N-fixing,deciduous,whole plant,whole plant,whole plant,0.378,-0.8,-1.178,NA,-1.724,-2.102,0.756,0.472,4,4,8,0.8696,0.6303,0.5214,0.517,4.1359,0.2418,0.1261
16,shrub,50,< 100,NH4NO3,NH4NO3,270,< 3 yr,Artemisia californica and Salvia mellifera,broadleaf,C3,non-N-fixing,deciduous,whole plant,whole plant,whole plant,1.937,-0.8,-2.737,NA,-1.276,-3.213,0.661,0.52,4,4,8,0.8696,0.5948,2.8319,1.0012,8.0098,0.1248,0.3536
16,shrub,50,< 100,NH4NO3,NH4NO3,365,< 3 yr,Artemisia californica and Salvia mellifera,broadleaf,C3,non-N-fixing,deciduous,whole plant,whole plant,whole plant,1.063,-0.8,-1.863,NA,-1.677,-2.74,0.425,0.425,4,4,8,0.8696,0.4252,2.1739,0.7954,6.3629,0.1572,0.3417
19,shrub,32,< 100,NH4CL,ammonium,480,< 3 yr,Calluna vulgaris,broadleaf,C3,non-N-fixing,evergreen,shoot,shoot,above ground,1.3,2.95,1.65,1.45,1.6,0.3,0.4,0.6,4,4,16,0.8696,0.5099,2.217,0.8072,12.9149,0.0774,0.1717
19,shrub,64,< 100,NH4CL,ammonium,480,< 3 yr,Calluna vulgaris,broadleaf,C3,non-N-fixing,evergreen,shoot,shoot,above ground,2.5,2.95,0.45,NA,2.8,0.3,0.6,0.6,4,4,16,0.8696,0.6,3.6232,1.3205,21.1275,0.0473,0.1715
19,shrub,32,< 100,NaNO3,nitrate,480,< 3 yr,Calluna vulgaris,broadleaf,C3,non-N-fixing,evergreen,shoot,shoot,above ground,1.4,3.35,1.95,2.188,2.3,0.9,0.6,0.4,4,4,16,0.8696,0.5099,2.3875,0.8563,13.7002,0.073,0.1743
19,shrub,64,< 100,NaNO3,nitrate,480,< 3 yr,Calluna vulgaris,broadleaf,C3,non-N-fixing,evergreen,shoot,shoot,above ground,1.7,3.35,1.65,NA,2.6,0.9,0.4,0.4,4,4,16,0.8696,0.4,3.6957,1.3536,21.6578,0.0462,0.1706
19,Moss/lichen,32,< 100,NH4CL,ammonium,480,< 3 yr,Sphagnum capilifolium,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,0.8,2.95,2.15,NA,1.2,0.4,0.6,0.4,4,4,16,0.8696,0.5099,1.3643,0.6163,9.8613,0.1014,0.1383
19,Moss/lichen,64,< 100,NH4CL,ammonium,480,< 3 yr,Sphagnum capilifolium,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,2.4,2.95,0.55,NA,2.8,0.4,1,0.2,4,4,16,0.8696,0.7211,2.8941,1.0235,16.3757,0.0611,0.1767
19,Moss/lichen,32,< 100,NH4CL,ammonium,480,< 3 yr,Hypnum cupressiforme,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,-0.2,2.95,3.15,NA,0.4,0.6,0.8,1,4,4,16,0.8696,0.9055,-0.1921,0.5023,8.0369,0.1244,-0.0239
19,Moss/lichen,64,< 100,NH4CL,ammonium,480,< 3 yr,Hypnum cupressiforme,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,3,2.95,-0.05,NA,3.6,0.6,1,1,4,4,16,0.8696,1,2.6087,0.9253,14.8053,0.0675,0.1762
19,Moss/lichen,32,< 100,NaNO3,nitrate,480,< 3 yr,Sphagnum capilifolium,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,0.2,3.35,3.15,NA,1.8,1.6,0.8,0.8,4,4,16,0.8696,0.8,0.2174,0.503,8.0473,0.1243,0.027
19,Moss/lichen,64,< 100,NaNO3,nitrate,480,< 3 yr,Sphagnum capilifolium,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,1.5,3.35,1.85,NA,3.1,1.6,0.6,0.8,4,4,16,0.8696,0.7071,1.8446,0.7127,11.4026,0.0877,0.1618
19,Moss/lichen,32,< 100,NaNO3,nitrate,480,< 3 yr,Hypnum cupressiforme,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,1.1,3.35,2.25,NA,1.7,0.6,1,0.4,4,4,16,0.8696,0.7616,1.256,0.5986,9.5775,0.1044,0.1311
19,Moss/lichen,64,< 100,NaNO3,nitrate,480,< 3 yr,Hypnum cupressiforme,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,1,3.35,2.35,NA,1.6,0.6,0.8,0.4,4,4,16,0.8696,0.6325,1.3749,0.6181,9.8904,0.1011,0.139
19,Moss/lichen,32,< 100,NH4CL,ammonium,480,< 3 yr,Cladonia portentosa,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,0.3,2.95,2.65,NA,0.5,0.2,0.8,0.4,4,4,16,0.8696,0.6325,0.4125,0.5106,8.1701,0.1224,0.0505
19,Moss/lichen,64,< 100,NH4CL,ammonium,480,< 3 yr,Cladonia portentosa,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,1.9,2.95,1.05,NA,2.1,0.2,1,0.4,4,4,16,0.8696,0.7616,2.1694,0.7941,12.7063,0.0787,0.1707
19,Moss/lichen,32,< 100,NaNO3,nitrate,480,< 3 yr,Cladonia portentosa,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,-0.3,3.35,3.65,NA,0.7,1,0.1,0.6,4,4,16,0.8696,0.4301,-0.6065,0.523,8.3679,0.1195,-0.0725
19,Moss/lichen,64,< 100,NaNO3,nitrate,480,< 3 yr,Cladonia portentosa,NA,C3,non-N-fixing,perennial,shoot,shoot,above ground,2.7,3.35,0.65,NA,3.7,1,0.8,0.6,4,4,16,0.8696,0.7071,3.3203,1.189,19.0246,0.0526,0.1745
5,herb,10,< 100,NH4NO3,NH4NO3,730,< 3 yr,Artemisia stracheyi,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.671,6.224,5.553,NA,-1,-1.671,0.67,0.559,3,3,45,0.8,0.6171,0.8698,0.7297,32.837,0.0305,0.0265
5,herb,20,< 100,NH4NO3,NH4NO3,730,< 3 yr,Artemisia stracheyi,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.148,NA,NA,NA,-0.523,-1.671,0.291,0.559,3,3,45,0.8,0.4453,2.0631,1.0214,45.9618,0.0218,0.0449
5,herb,40,< 100,NH4NO3,NH4NO3,730,< 3 yr,Artemisia stracheyi,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.755,NA,NA,NA,0.084,-1.671,0.581,0.559,3,3,45,0.8,0.57,2.4629,1.1722,52.7469,0.019,0.0467
5,herb,80,< 100,NH4NO3,NH4NO3,730,< 3 yr,Artemisia stracheyi,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.374,NA,NA,NA,0.703,-1.671,0.425,0.559,3,3,45,0.8,0.4962,3.8276,1.8875,84.939,0.0118,0.0451
5,herb,160,100-200,NH4NO3,NH4NO3,730,< 3 yr,Artemisia stracheyi,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,3.161,NA,NA,NA,1.49,-1.671,0.425,0.559,3,3,45,0.8,0.4962,5.0965,2.8312,127.4043,0.0078,0.04
5,herb,10,< 100,NH4NO3,NH4NO3,730,< 3 yr,Leontopodium pusillum,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.724,NA,NA,NA,-1.242,-1.966,0.649,0.201,3,3,45,0.8,0.4806,1.2046,0.7876,35.4419,0.0282,0.034
5,herb,20,< 100,NH4NO3,NH4NO3,730,< 3 yr,Leontopodium pusillum,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.099,NA,NA,NA,-0.868,-1.966,0.336,0.201,3,3,45,0.8,0.2769,3.174,1.5062,67.7787,0.0148,0.0468
5,herb,40,< 100,NH4NO3,NH4NO3,730,< 3 yr,Leontopodium pusillum,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.719,NA,NA,NA,-0.247,-1.966,0.201,0.201,3,3,45,0.8,0.2015,6.8257,4.5492,204.7147,0.0049,0.0333
5,herb,80,< 100,NH4NO3,NH4NO3,730,< 3 yr,Leontopodium pusillum,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.339,NA,NA,NA,0.373,-1.966,0.246,0.201,3,3,45,0.8,0.225,8.3187,6.4335,289.5058,0.0035,0.0287
5,herb,160,100-200,NH4NO3,NH4NO3,730,< 3 yr,Leontopodium pusillum,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.973,NA,NA,NA,1.006,-1.966,0.224,0.201,3,3,45,0.8,0.2129,11.1672,11.0589,497.649,0.002,0.0224
5,herb,10,< 100,NH4NO3,NH4NO3,730,< 3 yr,Saussurea stoliczkai,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.452,NA,NA,NA,-1.643,-2.095,1.142,0.336,3,3,45,0.8,0.8415,0.4301,0.6821,30.6936,0.0326,0.014
5,herb,20,< 100,NH4NO3,NH4NO3,730,< 3 yr,Saussurea stoliczkai,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.892,NA,NA,NA,-1.204,-2.095,0.313,0.336,3,3,45,0.8,0.3248,2.1966,1.0688,48.0942,0.0208,0.0457
5,herb,40,< 100,NH4NO3,NH4NO3,730,< 3 yr,Saussurea stoliczkai,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.732,NA,NA,NA,-0.363,-2.095,0.358,0.336,3,3,45,0.8,0.3472,3.9909,1.9939,89.7267,0.0111,0.0445
5,herb,80,< 100,NH4NO3,NH4NO3,730,< 3 yr,Saussurea stoliczkai,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,2.688,NA,NA,NA,0.593,-2.095,0.201,0.336,3,3,45,0.8,0.2769,7.7667,5.6934,256.2032,0.0039,0.0303
5,herb,160,100-200,NH4NO3,NH4NO3,730,< 3 yr,Saussurea stoliczkai,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,4.2,NA,NA,NA,2.105,-2.095,0.157,0.336,3,3,45,0.8,0.262,12.8244,14.372,646.74,0.0015,0.0198
5,herb,10,< 100,NH4NO3,NH4NO3,730,< 3 yr,Kobresia macrantha,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.271,NA,NA,NA,-0.628,-0.357,0.179,0.357,3,3,45,0.8,0.2824,-0.7668,0.7157,32.205,0.0311,-0.0238
5,herb,20,< 100,NH4NO3,NH4NO3,730,< 3 yr,Kobresia macrantha,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.219,NA,NA,NA,-0.138,-0.357,0.536,0.357,3,3,45,0.8,0.4554,0.385,0.679,30.5558,0.0327,0.0126
5,herb,40,< 100,NH4NO3,NH4NO3,730,< 3 yr,Kobresia macrantha,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,-0.142,NA,NA,NA,-0.499,-0.357,0.313,0.357,3,3,45,0.8,0.3357,-0.338,0.6762,30.4283,0.0329,-0.0111
5,herb,80,< 100,NH4NO3,NH4NO3,730,< 3 yr,Kobresia macrantha,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.348,NA,NA,NA,-0.009,-0.357,0.603,0.357,3,3,45,0.8,0.4955,0.5619,0.693,31.1842,0.0321,0.018
5,herb,160,100-200,NH4NO3,NH4NO3,730,< 3 yr,Kobresia macrantha,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,1.212,NA,NA,NA,0.855,-0.357,0.893,0.357,3,3,45,0.8,0.6802,1.4252,0.8359,37.6171,0.0266,0.0379
5,herb,10,< 100,NH4NO3,NH4NO3,730,< 3 yr,Poa litwinowiana,NA,C3,non-N-fixing,perennial,leaf,leaf,above ground,0.194,NA,NA,NA,-1.347,-1.541,0.671,0.313,3,3,45,0.8,0.5237,0.296,0.674,30.3285,0.033,0.0098
