Species,study_id,T_ style,Control Day T (mean),Control Night T (mean),Control Whole-day T (mean),Increased Day T (mean),Increased Night T (mean),Increased Whole-day T (mean),_Day T,_Night T,_Whole-day T,T Position,Facility,Exposed time(d),Other Treatment,pot or field,Latitude,Longitude,Elevation(m),mean_ctrl,mean_trt,SD_ctrl,SD_trt,Sc,Se,N_ctrl,N_trt,Unit
Silene uniflora,Loveys 2003,day/night,*,*,15,*,*,25,*,*,10,air,"phytotron, growth cabinet",<0.5,*,pot,*,*,*,35.7,67.6,40.5,45,13.5,15,9,9,nmol g-1 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,1.7895,2.1754,0.429640501,0.601594681,0.1754,0.2456,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,1.8947,2.5965,0.17195418,1.031480131,0.0702,0.4211,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,3.0526,3.3684,0.429640501,0.429640501,0.1754,0.1754,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,2.2105,2.6667,0.773548861,0.515617591,0.3158,0.2105,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,2.386,2.8421,0.34390836,0.515617591,0.1404,0.2105,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,2.5965,3.2982,0.34390836,0.601594681,0.1404,0.2456,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,3.614,4.3158,0.25793127,0.687571771,0.1053,0.2807,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,4.3158,6.2456,0.34390836,1.633074812,0.1404,0.6667,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,4.6667,5.2632,1.289166452,2.578332903,0.5263,1.0526,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,6.1404,7.2632,1.031480131,2.062715312,0.4211,0.8421,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,4.3158,5.0175,0.687571771,1.289166452,0.2807,0.5263,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,2.9825,3.5088,0.429640501,0.945503041,0.1754,0.386,6,6,_mol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,0.386,0.6316,0.25793127,0.17195418,0.1053,0.0702,6,6,_mol m-2 s-1
Spinacia oleracea,Yamori 2005,day/night,15,10,*,30,25,*,15,15,*,air,growth chamber,1.5,nutrient,pot,*,*,*,1.0032,1.4855,0.347276187,0.238676601,0.2005,0.1378,3,3,_mol m-2 s-1
Stipa krylovii,Wan 2009,day,*,*,18.9,*,*,*,1.04,0.61,0.82,soil at 10cm,infrared indiator,2 years,*,field,42?02_N,116?17_E,1324,0.5387,0.5266,0.148928976,0.069565509,0.0608,0.0284,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day,*,*,18.9,*,*,*,1.04,0.61,0.82,soil at 10cm,infrared indiator,2 years,*,field,42?02_N,116?17_E,1324,0.7615,0.5833,0.168769843,0.148928976,0.0689,0.0608,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day,*,*,18.9,*,*,*,1.04,0.61,0.82,soil at 10cm,infrared indiator,2 years,*,field,42?02_N,116?17_E,1324,0.3524,0.4942,0.049724642,0.099204335,0.0203,0.0405,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day,*,*,18.9,*,*,*,1.04,0.61,0.82,soil at 10cm,infrared indiator,3 years,*,field,42?02_N,116?17_E,1324,1.1058,0.9357,0.248133311,0.367178512,0.1013,0.1499,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,night,*,*,18.9,*,*,*,1.03,0.87,0.95,soil at 10cm,infrared indiator,2 years,*,field,42?02_N,116?17_E,1324,0.5387,0.6765,0.148928976,0.158726935,0.0608,0.0648,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,night,*,*,18.9,*,*,*,1.03,0.87,0.95,soil at 10cm,infrared indiator,2 years,*,field,42?02_N,116?17_E,1324,0.7615,1.0613,0.168769843,0.178567802,0.0689,0.0729,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,night,*,*,18.9,*,*,*,1.03,0.87,0.95,soil at 10cm,infrared indiator,2 years,*,field,42?02_N,116?17_E,1324,0.3524,0.9519,0.049724642,0.208451577,0.0203,0.0851,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,night,*,*,18.9,*,*,*,1.03,0.87,0.95,soil at 10cm,infrared indiator,3 years,*,field,42?02_N,116?17_E,1324,1.1058,1.2638,0.248133311,0.148928976,0.1013,0.0608,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day/night,*,*,18.9,*,*,*,*,*,*,air,infrared indiator,2 years,*,field,42?02_N,116?17_E,1324,0.5387,0.6076,0.148928976,0.049724642,0.0608,0.0203,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day/night,*,*,18.9,*,*,*,*,*,*,air,infrared indiator,2 years,*,field,42?02_N,116?17_E,1324,0.7615,0.8385,0.168769843,0.119045201,0.0689,0.0486,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day/night,*,*,18.9,*,*,*,*,*,*,air,infrared indiator,3 years,*,field,42?02_N,116?17_E,1324,0.3524,0.7129,0.049724642,0.148928976,0.0203,0.0608,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day/night,*,*,18.9,*,*,*,*,*,*,air,infrared indiator,*,*,field,42?02_N,116?17_E,1324,1.1058,1.0532,0.248133311,0.148928976,0.1013,0.0608,6,6,g C m-2 d-1
Taraxacum alpinum,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,16.4774,23.2962,15.4542,8.1944,7.7271,4.0972,4,4,mmol g-1 s-1
Taraxacum officinale,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,8.409,14.432,4.5454,2.7272,2.2727,1.3636,4,4,mmol g-1 s-1
